review_round,sample_id,review_focus,region,target_min_side_px,human_decision,reviewer_note,candidate_id,source_image_id,target_box_xywh,crop_box_xyxy,repaired_box_count
1,repaired_036,region_balanced_label_and_box_review,Fengtai,38,approve_repaired_road,,svrdd::train::09002200121707081017564252I_1294446200_482264100::repaired_road::003,09002200121707081017564252I_1294446200_482264100,"440.000,664.000,301.000,38.000","214,272,966,1024",
1,repaired_037,region_balanced_label_and_box_review,Haidian,100,approve_repaired_road,,svrdd::train::0900220012200310125551790HG_1294978500_483404200::repaired_road::000,0900220012200310125551790HG_1294978500_483404200,"70.001,672.001,100.000,155.000","0,556,388,944",
1,repaired_038,region_balanced_label_and_box_review,Haidian,85,approve_repaired_road,,svrdd::train::01002200001307241435022455B_1292940900_484897800::repaired_road::002,01002200001307241435022455B_1292940900_484897800,"116.000,628.000,95.000,85.000","44,552,282,790",
1,repaired_039,region_balanced_label_and_box_review,Haidian,44,approve_repaired_road,,svrdd::train::01002200001307241439442275B_1293201200_484901900::repaired_road::006,01002200001307241439442275B_1293201200_484901900,"395.000,527.999,49.000,44.000","356,486,484,614",
1,repaired_040,region_balanced_label_and_box_review,Haidian,28,approve_repaired_road,Note: The box does not cover other repaired surfaces of the road,svrdd::train::0900220012200306153120608HG_1294337700_485090600::repaired_road::002,0900220012200306153120608HG_1294337700_485090600,"512.999,735.000,28.000,32.000","463,687,591,815",
1,repaired_041,region_balanced_label_and_box_review,Haidian,67,approve_repaired_road,,svrdd::train::0900220012200312114409198HJ_1294630900_482932100::repaired_road::001,0900220012200312114409198HJ_1294630900_482932100,"461.000,678.000,155.000,67.000","344,518,732,906",
1,repaired_042,region_balanced_label_and_box_review,Haidian,73,approve_repaired_road,,svrdd::train::0900220012200318103556137HJ_1295081000_482793900::repaired_road::000,0900220012200318103556137HJ_1295081000_482793900,"212.000,625.000,139.000,73.000","108,488,456,836",
1,repaired_043,region_balanced_label_and_box_review,Haidian,34,approve_repaired_road,,svrdd::train::0900220012200316141727114HJ_1294208600_482458200::repaired_road::001,0900220012200316141727114HJ_1294208600_482458200,"515.000,634.000,34.000,96.000","412,562,652,802",
1,repaired_044,region_balanced_label_and_box_review,Haidian,130,approve_repaired_road,,svrdd::train::09002200011601071054017487H_1293823600_483253600::repaired_road::000,09002200011601071054017487H_1293823600_483253600,"372.000,582.001,130.000,221.000","161,417,713,969",
1,repaired_045,region_balanced_label_and_box_review,Haidian,79,approve_repaired_road,,svrdd::train::01002200001307241439442275B_1293201200_484901900::repaired_road::005,01002200001307241439442275B_1293201200_484901900,"257.000,542.000,121.000,79.000","166,430,468,732",
1,repaired_046,region_balanced_label_and_box_review,Haidian,29,approve_repaired_road,,svrdd::train::09002200122003061045492286G_1294473000_484311100::repaired_road::002,09002200122003061045492286G_1294473000_484311100,"1.000,749.000,165.000,29.000","0,558,412,970",
1,repaired_047,region_balanced_label_and_box_review,Haidian,171,approve_repaired_road,,svrdd::train::09002200011601071300497387H_1294577000_483563400::repaired_road::000,09002200011601071300497387H_1294577000_483563400,"184.999,665.000,186.000,171.000","45,518,510,983",
1,repaired_048,region_balanced_label_and_box_review,Haidian,31,wrong_box,The rectangle box does not cover all repaired road surface,svrdd::train::01002200001307241440138555B_1293229900_484902100::repaired_road::000,01002200001307241440138555B_1293229900_484902100,"131.000,626.000,534.000,31.000","0,0,1024,1024",
1,repaired_049,region_balanced_label_and_box_review,Xicheng,115,reject_unclear,Not visible,svrdd::train::09002200121901201402064112L_1295357300_482867500::repaired_road::001,09002200121901201402064112L_1295357300_482867500,"730.000,591.999,294.000,115.000","289,282,1024,1017",
1,repaired_050,region_balanced_label_and_box_review,Xicheng,70,approve_repaired_road,,svrdd::train::09002200121901251607202152L_1295445900_482051900::repaired_road::000,09002200121901251607202152L_1295445900_482051900,"479.000,528.000,70.000,298.000","142,279,887,1024",
1,repaired_051,region_balanced_label_and_box_review,Xicheng,33,reject_unclear,Not visible,svrdd::train::09002200121901201422016912L_1295456400_483129800::repaired_road::002,09002200121901201422016912L_1295456400_483129800,"735.001,692.000,214.000,33.000","489,441,1024,976",
1,repaired_052,region_balanced_label_and_box_review,Xicheng,78,approve_repaired_road,,svrdd::train::09002200011601101356231152L_1295635100_483450300::repaired_road::001,09002200011601101356231152L_1295635100_483450300,"272.999,596.000,124.000,78.000","180,480,490,790",
1,repaired_053,region_balanced_label_and_box_review,Xicheng,39,reject_unclear,Not visible,svrdd::train::09002200121901201352590872L_1295365000_482500300::repaired_road::000,09002200121901201352590872L_1295365000_482500300,"365.000,644.000,234.000,39.000","190,371,775,956",
1,repaired_054,region_balanced_label_and_box_review,Xicheng,38,approve_repaired_road,,svrdd::train::09002200121902041459436712L_1295650200_482591100::repaired_road::002,09002200121902041459436712L_1295650200_482591100,"539.000,594.000,38.000,76.000","463,537,653,727",
1,repaired_055,region_balanced_label_and_box_review,Xicheng,35,approve_repaired_road,,svrdd::train::09002200121901201352289162L_1295365800_482478400::repaired_road::000,09002200121901201352289162L_1295365800_482478400,"591.000,579.000,35.000,46.000","544,538,672,666",
1,repaired_056,region_balanced_label_and_box_review,Xicheng,100,approve_repaired_road,,svrdd::train::09002200121901201613311852L_1295546300_483168000::repaired_road::000,09002200121901201613311852L_1295546300_483168000,"572.000,555.000,100.000,128.000","462,459,782,779",
1,repaired_057,region_balanced_label_and_box_review,Xicheng,76,approve_repaired_road,,svrdd::train::09002200121901201611354482L_1295675200_483173600::repaired_road::002,09002200121901201611354482L_1295675200_483173600,"203.000,682.000,124.000,76.000","110,565,420,875",
1,repaired_058,region_balanced_label_and_box_review,Xicheng,59,approve_repaired_road,,svrdd::train::09002200121706241243214388O_1295636500_483510800::repaired_road::000,09002200121706241243214388O_1295636500_483510800,"212.000,585.000,107.000,59.000","132,480,400,748",
1,repaired_059,region_balanced_label_and_box_review,Xicheng,46,reject_unclear,Not visible,svrdd::train::09002200121901201402032632L_1295357400_482864300::repaired_road::001,09002200121901201402032632L_1295357400_482864300,"701.001,583.999,111.000,46.000","618,468,896,746",
1,repaired_060,region_balanced_label_and_box_review,Xicheng,122,approve_repaired_road,,svrdd::train::09002200011601101357357852L_1295724700_483454800::repaired_road::000,09002200011601101357357852L_1295724700_483454800,"568.000,498.000,122.000,295.999","259,276,999,1016",
2,repaired_round2_001,xicheng_visibility,Xicheng,209,approve_repaired_road,,svrdd::train::09002200121902041506232292L_1295673600_482369100::repaired_road::001,09002200121902041506232292L_1295673600_482369100,"585.999,549.000,209.000,278.000","134,134,1024,1024",2
2,repaired_round2_002,xicheng_visibility,Xicheng,79,approve_repaired_road,,svrdd::train::09002200121901201353048832L_1295364800_482506100::repaired_road::002,09002200121901201353048832L_1295364800_482506100,"603.000,583.000,79.000,90.000","498,484,786,772",3
2,repaired_round2_003,xicheng_visibility,Xicheng,48,approve_repaired_road,,svrdd::train::09002200121901201615033222L_1295467600_483137100::repaired_road::001,09002200121901201615033222L_1295467600_483137100,"456.000,645.000,48.000,67.000","373,572,587,786",3
2,repaired_round2_004,xicheng_visibility,Xicheng,63,approve_repaired_road,,svrdd::train::09002200121902221426430022Q_1294966600_482193100::repaired_road::002,09002200121902221426430022Q_1294966600_482193100,"293.000,601.000,117.000,63.000","164,446,538,820",2
2,repaired_round2_005,xicheng_visibility,Xicheng,38,approve_repaired_road,,svrdd::train::09002200121707091424152929S_1295132700_482722000::repaired_road::003,09002200121707091424152929S_1295132700_482722000,"233.999,764.000,184.001,38.000","31,435,620,1024",5
2,repaired_round2_006,xicheng_visibility,Xicheng,138,approve_repaired_road,,svrdd::train::09002200121901201352142962L_1295366000_482467200::repaired_road::000,09002200121901201352142962L_1295366000_482467200,"649.000,647.000,138.000,151.000","476,481,959,964",5
2,repaired_round2_007,xicheng_visibility,Xicheng,28,approve_repaired_road,,svrdd::train::09002200121901201422005612L_1295454400_483129000::repaired_road::000,09002200121901201422005612L_1295454400_483129000,"505.999,549.000,28.000,241.000","134,253,905,1024",2
2,repaired_round2_008,xicheng_visibility,Xicheng,29,approve_repaired_road,,svrdd::train::09002200121902031013485962L_1295470500_482805700::repaired_road::000,09002200121902031013485962L_1295470500_482805700,"451.000,648.000,29.000,176.000","184,454,747,1017",1
2,repaired_round2_009,xicheng_visibility,Xicheng,80,approve_repaired_road,,svrdd::train::09002200121901201401347212L_1295358200_482842900::repaired_road::000,09002200121901201401347212L_1295358200_482842900,"772.000,720.001,109.000,80.000","652,586,1001,935",3
2,repaired_round2_010,xicheng_visibility,Xicheng,139,approve_repaired_road,,svrdd::train::09002200121901201352155162L_1295366000_482468400::repaired_road::001,09002200121901201352155162L_1295366000_482468400,"654.000,703.000,139.000,225.000","304,304,1024,1024",5
2,repaired_round2_011,xicheng_visibility,Xicheng,51,approve_repaired_road,,svrdd::train::0100220000130808144306291J5_1295632100_482940900::repaired_road::000,0100220000130808144306291J5_1295632100_482940900,"768.000,717.000,202.000,51.000","378,378,1024,1024",1
2,repaired_round2_012,xicheng_visibility,Xicheng,43,approve_repaired_road,,svrdd::train::09002200121901201422043552L_1295461100_483132000::repaired_road::000,09002200121901201422043552L_1295461100_483132000,"493.000,576.999,43.000,323.000","0,0,1024,1024",2
2,repaired_round2_013,xicheng_visibility,Xicheng,36,approve_repaired_road,,svrdd::train::09002200121901201432584052L_1295747500_483174100::repaired_road::000,09002200121901201432584052L_1295747500_483174100,"596.000,586.000,36.000,44.000","519,513,709,703",3
2,repaired_round2_014,xicheng_visibility,Xicheng,103.999,approve_repaired_road,,svrdd::train::09002200121901201611597772L_1295627500_483172200::repaired_road::000,09002200121901201611597772L_1295627500_483172200,"615.000,612.000,103.999,135.000","451,464,883,896",3
2,repaired_round2_015,xicheng_visibility,Xicheng,30,approve_repaired_road,,svrdd::train::09002200121902031019510452L_1295688600_482791100::repaired_road::002,09002200121902031019510452L_1295688600_482791100,"420.000,598.000,30.000,34.000","340,520,530,710",2
2,repaired_round2_016,xicheng_visibility,Xicheng,78,approve_repaired_road,,svrdd::train::09002200121902071145231422L_1295204500_482473200::repaired_road::000,09002200121902071145231422L_1295204500_482473200,"544.999,545.000,78.000,275.000","144,144,1024,1024",1
2,repaired_round2_017,xicheng_visibility,Xicheng,102,approve_repaired_road,,svrdd::train::09002200121901201403313112L_1295353900_482977800::repaired_road::000,09002200121901201403313112L_1295353900_482977800,"648.000,595.000,169.000,102.000","462,376,1003,917",2
2,repaired_round2_018,xicheng_visibility,Xicheng,35,approve_repaired_road,,svrdd::train::09002200121901201403328982L_1295353900_482980000::repaired_road::000,09002200121901201403328982L_1295353900_482980000,"172.000,651.000,398.000,35.000","0,0,1024,1024",2
2,repaired_round2_019,xicheng_visibility,Xicheng,177,approve_repaired_road,,svrdd::train::09002200121901201351043562L_1295323200_482433000::repaired_road::000,09002200121901201351043562L_1295323200_482433000,"597.000,585.999,177.000,227.000","298,298,1024,1024",1
2,repaired_round2_020,xicheng_visibility,Xicheng,36,approve_repaired_road,,svrdd::train::09002200121901201420338402L_1295352700_483072800::repaired_road::000,09002200121901201420338402L_1295352700_483072800,"612.000,701.000,412.000,36.000","0,0,1024,1024",2
2,repaired_round2_021,multi_patch_box_completeness,Chaoyang,47,approve_repaired_road,,svrdd::train::09002200122003101132383866G_1295532300_483901400::repaired_road::002,09002200122003101132383866G_1295532300_483901400,"363.000,579.000,51.000,47.000","294,508,484,698",5
2,repaired_round2_022,multi_patch_box_completeness,Chaoyang,62,approve_repaired_road,,svrdd::train::0900220012200311132209037HJ_1296550700_483421400::repaired_road::001,0900220012200311132209037HJ_1296550700_483421400,"479.999,626.000,62.000,120.001","319,494,703,878",3
2,repaired_round2_023,multi_patch_box_completeness,Chaoyang,44,approve_repaired_road,,svrdd::train::09002200122003101131363346G_1295579800_483823100::repaired_road::001,09002200122003101131363346G_1295579800_483823100,"454.001,559.000,79.000,44.000","367,454,620,707",3
2,repaired_round2_024,multi_patch_box_completeness,Chaoyang,44,approve_repaired_road,,svrdd::train::0900220012200307144749032HJ_1295932500_483980100::repaired_road::000,0900220012200307144749032HJ_1295932500_483980100,"653.000,682.000,371.000,44.000","0,0,1024,1024",2
2,repaired_round2_025,multi_patch_box_completeness,Chaoyang,44,approve_repaired_road,,svrdd::train::0900220012200313093831445HG_1296777600_482363300::repaired_road::002,0900220012200313093831445HG_1296777600_482363300,"1.000,807.000,66.000,44.000","0,724,211,935",4
2,repaired_round2_026,multi_patch_box_completeness,Dongcheng,44,approve_repaired_road,,svrdd::train::09002200121901211022251472K_1296259000_483053600::repaired_road::002,09002200121901211022251472K_1296259000_483053600,"847.000,611.000,119.000,44.000","643,442,1024,823",4
2,repaired_round2_027,multi_patch_box_completeness,Dongcheng,39,approve_repaired_road,,svrdd::train::09002200121901201538552872L_1295997900_482064300::repaired_road::001,09002200121901201538552872L_1295997900_482064300,"879.000,695.000,120.001,39.000","640,522,1024,906",7
2,repaired_round2_028,multi_patch_box_completeness,Dongcheng,145,approve_repaired_road,,svrdd::train::09002200121901201600217642L_1296226500_482926800::repaired_road::002,09002200121901201600217642L_1296226500_482926800,"592.000,585.000,145.000,166.000","399,402,930,933",3
2,repaired_round2_029,multi_patch_box_completeness,Dongcheng,51,approve_repaired_road,,svrdd::train::09002200121901201516584032L_1295785100_482056900::repaired_road::002,09002200121901201516584032L_1295785100_482056900,"794.000,599.000,127.000,51.000","618,422,1024,828",4
2,repaired_round2_030,multi_patch_box_completeness,Dongcheng,68,approve_repaired_road,,svrdd::train::09002200121901231016424002K_1296221100_483046800::repaired_road::001,09002200121901231016424002K_1296221100_483046800,"99.000,696.001,720.000,68.000","0,0,1024,1024",4
2,repaired_round2_031,multi_patch_box_completeness,Fengtai,53,approve_repaired_road,,svrdd::train::09002200121707081018498202I_1294442400_482316700::repaired_road::003,09002200121707081018498202I_1294442400_482316700,"327.000,598.000,81.000,53.000","238,495,497,754",5
2,repaired_round2_032,multi_patch_box_completeness,Fengtai,78,approve_repaired_road,,svrdd::train::0900220012200313103326006HG_1294955400_482298800::repaired_road::001,0900220012200313103326006HG_1294955400_482298800,"349.000,668.000,78.000,131.000","178,524,597,943",4
2,repaired_round2_033,multi_patch_box_completeness,Fengtai,77,approve_repaired_road,,svrdd::train::09002200121901201521421652L_1295510300_482028700::repaired_road::001,09002200121901201521421652L_1295510300_482028700,"611.000,665.999,77.000,170.000","378,479,922,1023",5
2,repaired_round2_034,multi_patch_box_completeness,Fengtai,106,approve_repaired_road,,svrdd::train::09002200121707081017583342I_1294445900_482266300::repaired_road::002,09002200121707081017583342I_1294445900_482266300,"755.000,576.999,269.000,106.000","163,163,1024,1024",5
2,repaired_round2_035,multi_patch_box_completeness,Fengtai,107,approve_repaired_road,,svrdd::train::09002200121902180911473568K_1294821200_480645100::repaired_road::001,09002200121902180911473568K_1294821200_480645100,"20.000,724.000,1003.000,107.000","0,0,1024,1024",2
2,repaired_round2_036,multi_patch_box_completeness,Haidian,127,approve_repaired_road,,svrdd::train::01002200001307281402220895B_1293472500_485004200::repaired_road::001,01002200001307281402220895B_1293472500_485004200,"326.000,549.001,202.000,127.000","104,290,750,936",5
2,repaired_round2_037,multi_patch_box_completeness,Haidian,65,approve_repaired_road,,svrdd::train::0900220012200316145657789HJ_1294133100_483053000::repaired_road::002,0900220012200316145657789HJ_1294133100_483053000,"398.000,665.000,65.000,127.000","228,526,634,932",4
2,repaired_round2_038,multi_patch_box_completeness,Haidian,105,approve_repaired_road,,svrdd::train::0900220012200307151041459HG_1294935300_484123900::repaired_road::003,0900220012200307151041459HG_1294935300_484123900,"159.999,700.000,133.000,105.000","13,540,439,966",4
2,repaired_round2_039,multi_patch_box_completeness,Haidian,45,approve_repaired_road,,svrdd::train::0900220012200318102118849HJ_1295035100_482796100::repaired_road::002,0900220012200318102118849HJ_1295035100_482796100,"356.000,663.000,45.000,53.000","284,594,474,784",4
2,repaired_round2_040,multi_patch_box_completeness,Haidian,34,approve_repaired_road,,svrdd::train::0900220012200306153131641HG_1294321500_485077000::repaired_road::001,0900220012200306153131641HG_1294321500_485077000,"478.000,571.999,34.000,88.001","354,475,636,757",3
