candidate_id,source_id,source_url,license_record,original_source_split,source_record_id,source_image_path,source_annotation_path,review_sample_id,task_eligibility,boxes_available,object_count,object_labels,object_label_counts,proposed_multiclass_label,proposed_multilabels,review_basis,candidate_status,sha256,exact_duplicate_group_id
ceymo::train::103,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,103,data/raw/v2/ceymo/train/extracted/train/images/103.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/103.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,4b129adf8c2bb0166c33a8aeda69e7962a54d5b2f250ca255df740bacd117c18,
ceymo::train::103a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,103a,data/raw/v2/ceymo/train/extracted/train/images/103a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/103a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,b706d8fab5d89b6b80d0fdd27dc01581aeec0ab27d880a8d18a5fde0e67e4c6e,
ceymo::train::103b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,103b,data/raw/v2/ceymo/train/extracted/train/images/103b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/103b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,01dab9bf97ef03f48baf3617feb4fc4196a0aaa0c6b3b851bab2daf16a47d475,
ceymo::train::104,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,104,data/raw/v2/ceymo/train/extracted/train/images/104.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/104.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:1,pre_split_source_candidate,17c3bb933562eabb78fc69ae66cbf67649b8c19ac52e0f93529094a3378c85ba,
ceymo::train::104a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,104a,data/raw/v2/ceymo/train/extracted/train/images/104a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/104a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:1,pre_split_source_candidate,e52ebef318884147fb18ec76ebc3f0b536a214b75defb10cb177944ec1b31bd9,
ceymo::train::104b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,104b,data/raw/v2/ceymo/train/extracted/train/images/104b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/104b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:1,pre_split_source_candidate,638de9bfbede3da9d874e3075d2ab286a7622c1e2cb0330b3ccdea70e917fc49,
ceymo::train::105,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,105,data/raw/v2/ceymo/train/extracted/train/images/105.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/105.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,928933296912f7c4f4f2899f9c1a549458186b0da8ebaca0b7acca8936c0c010,
ceymo::train::105a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,105a,data/raw/v2/ceymo/train/extracted/train/images/105a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/105a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,c29c9e02daae0c40f8570c1c5ceb18a77665c3a0e1bdf38f34abf25c0f098b11,
ceymo::train::105b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,105b,data/raw/v2/ceymo/train/extracted/train/images/105b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/105b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,0b775a230147d625c7fabf4b125e9558c5fa929aaaa3abc1f841cab299093a5a,
ceymo::train::106,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,106,data/raw/v2/ceymo/train/extracted/train/images/106.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/106.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,2282e7fd0d072cfad19931127738501ef2ee53cc8d8b740e39d969f47ee7950a,
ceymo::train::106a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,106a,data/raw/v2/ceymo/train/extracted/train/images/106a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/106a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,9b22607fb896583714c4ce4277026eb4ffa48541c423ad63d7cc90e22be0f4fe,
ceymo::train::106b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,106b,data/raw/v2/ceymo/train/extracted/train/images/106b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/106b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,4350d0c1955e8406fa89bcc85a45242f93327c78d16950cf50ce12c4cb3386e4,
ceymo::train::107,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,107,data/raw/v2/ceymo/train/extracted/train/images/107.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/107.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,d8f204b20a62c00ad7c5b5f8dd45233bb21ca17d4aca6801519a8bd372132193,
ceymo::train::107a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,107a,data/raw/v2/ceymo/train/extracted/train/images/107a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/107a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,12c3395932fce22f64c67d86944f593f8801ad38878709823c5338dc62bb7d74,
ceymo::train::107b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,107b,data/raw/v2/ceymo/train/extracted/train/images/107b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/107b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,3a7ffb1ee0d0fada72bb632ffa46bd62b61791ba6cccacd119b457bc87e254d9,
ceymo::train::108,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,108,data/raw/v2/ceymo/train/extracted/train/images/108.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/108.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,5f5b60e7ad7efd2147ed6a48f074423387988ccf05d8134dd87d4c0da25d1fd1,
ceymo::train::108a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,108a,data/raw/v2/ceymo/train/extracted/train/images/108a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/108a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,a80ff818098759f76c3ac92542c9c05a397bd50440f4b53bbc15e683680b2bdf,
ceymo::train::108b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,108b,data/raw/v2/ceymo/train/extracted/train/images/108b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/108b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,46439a95bece9c262769de355ce7ae2950ed9bbc0818c6943b2a2c195af32557,
ceymo::train::109,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,109,data/raw/v2/ceymo/train/extracted/train/images/109.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/109.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,ef69cf5345fe4695b9f7d52b5b67a57666461fcf769951c4a827786859c357ec,
ceymo::train::109a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,109a,data/raw/v2/ceymo/train/extracted/train/images/109a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/109a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,0f772c7ec7a3e7cb180d8cf5063a78bad3ef326f9d4ae359f5f0a399872997af,
ceymo::train::109b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,109b,data/raw/v2/ceymo/train/extracted/train/images/109b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/109b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,2cee065c2036f9e5140a1903694902b65ccd32d928e9d7e5e0ce4bd1e401b116,
ceymo::train::10a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,10a,data/raw/v2/ceymo/train/extracted/train/images/10a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/10a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,100359ae182dc40778d195e27287d8547e5d4d5cdd45117a6fe28deec94ed5d2,
ceymo::train::10b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,10b,data/raw/v2/ceymo/train/extracted/train/images/10b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/10b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,0c9f04c7768e32dbea6a797e120b2a2771423b84175a91902f47157d6efef192,
ceymo::train::11,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,11,data/raw/v2/ceymo/train/extracted/train/images/11.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/11.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,dc50803baa13577fb9e64df8f18bbe01322b6df932e9472cdf30a2525de116d4,
ceymo::train::110,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,110,data/raw/v2/ceymo/train/extracted/train/images/110.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/110.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,359865a32c2b618553bb230c5e6dfa0758784168a26d8655f210fb6a9c69baa3,
ceymo::train::110a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,110a,data/raw/v2/ceymo/train/extracted/train/images/110a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/110a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,e98552e9146779bfe97697308feee04dabf6f4eb454b75e8711abb988bea8c22,
ceymo::train::110b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,110b,data/raw/v2/ceymo/train/extracted/train/images/110b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/110b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,3be8b985fed1197d8528953f1bbdae6e1c50e356e4f68caf83c408d40fc37e63,
ceymo::train::111,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,111,data/raw/v2/ceymo/train/extracted/train/images/111.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/111.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,a4cac01f68c3052100564cc47ba67cd952524410cd589fe1adb2178389092e63,
ceymo::train::112,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,112,data/raw/v2/ceymo/train/extracted/train/images/112.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/112.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,8d878c43f9cddbbb9d0a3dedb3ed2ffaaafe768de9ebb1df152c480e3edb7333,
ceymo::train::112a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,112a,data/raw/v2/ceymo/train/extracted/train/images/112a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/112a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,e496eb08790fc1ef1fb09c7a78ea1f28d1d31974abe8249974420401af682f9a,
ceymo::train::112b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,112b,data/raw/v2/ceymo/train/extracted/train/images/112b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/112b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,ec7911099666be9372a1c367d65531e06846727e3fdcb1c618eb3ad433d9ea1a,
ceymo::train::113,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,113,data/raw/v2/ceymo/train/extracted/train/images/113.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/113.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,3485a1407507de1e1572088625f06bdfcf4b0ef513e87f9234be9eed442bbc0b,
ceymo::train::114,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,114,data/raw/v2/ceymo/train/extracted/train/images/114.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/114.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1,pre_split_source_candidate,cad04c20cb21e0c5812cb9619dc56eccb1bb784e1f88b2997b02fa90e2e20716,
ceymo::train::114a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,114a,data/raw/v2/ceymo/train/extracted/train/images/114a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/114a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1,pre_split_source_candidate,3b528f64261efa53d5add9cedcdc5e8783cbba57a3d0ccfc52de3d7193110ced,
ceymo::train::114b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,114b,data/raw/v2/ceymo/train/extracted/train/images/114b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/114b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1,pre_split_source_candidate,bde0adf7e31843685d034a7eca46cbe259c32c02e3bcd37eab1f33d097b361ee,
ceymo::train::115,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,115,data/raw/v2/ceymo/train/extracted/train/images/115.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/115.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1,pre_split_source_candidate,79f549928f8020debfdf883233b10dedd7458fc915b8e2ba203f844199857188,
ceymo::train::115a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,115a,data/raw/v2/ceymo/train/extracted/train/images/115a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/115a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:2,pre_split_source_candidate,0e3fb3a3536215e042afdf2ac9554228974321372cce363109ee37af1cb6da7a,
ceymo::train::115b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,115b,data/raw/v2/ceymo/train/extracted/train/images/115b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/115b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:2,pre_split_source_candidate,d2797c37f884143abdcee64f20f4a2dc02ce99a22018faa0cc827b6b39d90cb5,
ceymo::train::115c,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,115c,data/raw/v2/ceymo/train/extracted/train/images/115c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/115c.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:2,pre_split_source_candidate,d4fea0a2ba2c0f1b79c398d6fa7ba9ac03f057bf9af94dc181ab8d6c262152f3,
ceymo::train::116,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,116,data/raw/v2/ceymo/train/extracted/train/images/116.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/116.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:2,pre_split_source_candidate,9ea88c5021ce58b085b672822280b5383b7cd1957c0b3f716af9cb5a7b8005a8,
ceymo::train::116a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,116a,data/raw/v2/ceymo/train/extracted/train/images/116a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/116a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:2,pre_split_source_candidate,0f914502cef2ff3d953defbf97a46bdf186c0c8d196ed0eb3c3306ddab39fdec,
ceymo::train::116b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,116b,data/raw/v2/ceymo/train/extracted/train/images/116b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/116b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:2,pre_split_source_candidate,08e6f228c872820c5b484eaeb87c239563f0c6b885891043a7fda21b225ada01,
ceymo::train::116c,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,116c,data/raw/v2/ceymo/train/extracted/train/images/116c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/116c.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:2,pre_split_source_candidate,ec840b3ca8e9b17024b11289f61c37ba8606bbfa0015e2b216fba99b477fbdf9,
ceymo::train::117,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,117,data/raw/v2/ceymo/train/extracted/train/images/117.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/117.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1,pre_split_source_candidate,3fefe7598c2febb804081cff072a39c982e3a43c8305ef8ab083a04646d7208f,
ceymo::train::117a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,117a,data/raw/v2/ceymo/train/extracted/train/images/117a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/117a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1,pre_split_source_candidate,85f0d81301669b54c75874449e53a1791257d8a03150ed22364101f9af5d39ca,
ceymo::train::117b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,117b,data/raw/v2/ceymo/train/extracted/train/images/117b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/117b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1,pre_split_source_candidate,05d3d3aae96791507b28af67b48f8b0a3441951ff0f832578d8117a97937a78a,
