candidate_id,source_id,original_source_split,source_record_id,source_image_path,sha256,proposed_multiclass_label,split_group_id,split,manifest_status
github_pothole::github_pothole::img-1008,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1008,data/raw/v2/pothole_github/Pothole Dataset/img-1008.jpg,a32422a20261ec88cdc1241bced67942c8262a6f3ed851a081178b5ad794bf23,pothole,jaygala24_pothole_detection::github_pothole::img-1008,validation,proposed_not_materialized
github_pothole::github_pothole::img-1009,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1009,data/raw/v2/pothole_github/Pothole Dataset/img-1009.jpg,d236b259093811f46abcd5d29fdb99927d735ac9e3c487c84634c603de4f6724,pothole,jaygala24_pothole_detection::github_pothole::img-1009,train,proposed_not_materialized
github_pothole::github_pothole::img-101,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-101,data/raw/v2/pothole_github/Pothole Dataset/img-101.jpg,b371e2b5c9675307bf42ccaf9dd1e7180909257941e8ab57f3d7dd304a7dc649,pothole,jaygala24_pothole_detection::github_pothole::img-101,train,proposed_not_materialized
github_pothole::github_pothole::img-1010,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1010,data/raw/v2/pothole_github/Pothole Dataset/img-1010.jpg,5b5d430af299378129eca8a0373e4ca14e9bb929b418e15069f4333bf83cff02,pothole,jaygala24_pothole_detection::github_pothole::img-1010,train,proposed_not_materialized
github_pothole::github_pothole::img-1011,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1011,data/raw/v2/pothole_github/Pothole Dataset/img-1011.jpg,1b985516d950a5a16323f6e773ae47006e8b5e08034cea4c2795f665b5760249,pothole,jaygala24_pothole_detection::github_pothole::img-1011,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1012,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1012,data/raw/v2/pothole_github/Pothole Dataset/img-1012.jpg,d0b26e8646213626a00f244f46d43748d41e2c2b6f4b26f208be33cec7ac4aab,pothole,jaygala24_pothole_detection::github_pothole::img-1012,train,proposed_not_materialized
github_pothole::github_pothole::img-1013,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1013,data/raw/v2/pothole_github/Pothole Dataset/img-1013.jpg,dda415bc7f541d3855e1fbd7688aac443f23f62668aaa5463ed4b02ab0c84400,pothole,jaygala24_pothole_detection::github_pothole::img-1013,train,proposed_not_materialized
github_pothole::github_pothole::img-1014,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1014,data/raw/v2/pothole_github/Pothole Dataset/img-1014.jpg,210298a885c94aa560e2d86c512ebb3f67c15046a0165d39ecba079166d9fb9c,pothole,jaygala24_pothole_detection::github_pothole::img-1014,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1015,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1015,data/raw/v2/pothole_github/Pothole Dataset/img-1015.jpg,f29202843c64f8f56a365f6f92c62d3189b982166d4a40b5feb2995989ce9340,pothole,jaygala24_pothole_detection::github_pothole::img-1015,train,proposed_not_materialized
github_pothole::github_pothole::img-1016,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1016,data/raw/v2/pothole_github/Pothole Dataset/img-1016.jpg,9794c80452c376405ac3bf624499c0bdaa42726f07370bd17d5fa2120441d555,pothole,jaygala24_pothole_detection::github_pothole::img-1016,train,proposed_not_materialized
github_pothole::github_pothole::img-1017,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1017,data/raw/v2/pothole_github/Pothole Dataset/img-1017.jpg,ae532ac40a8cb19d029563e4d9dee7d8476fa66bb9ae95438f564557e9210f45,pothole,jaygala24_pothole_detection::github_pothole::img-1017,train,proposed_not_materialized
github_pothole::github_pothole::img-1018,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1018,data/raw/v2/pothole_github/Pothole Dataset/img-1018.jpg,7e862ffc7450f3f82388cb35b2c64f58c0dd6b5b0dc6c437659eb1a3ff7decc0,pothole,jaygala24_pothole_detection::github_pothole::img-1018,validation,proposed_not_materialized
github_pothole::github_pothole::img-1019,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1019,data/raw/v2/pothole_github/Pothole Dataset/img-1019.jpg,b2fcfd88adae62d10e1f5c101304da03e19945f84f094b8bd3b640ae867aa0c5,pothole,jaygala24_pothole_detection::github_pothole::img-1019,train,proposed_not_materialized
github_pothole::github_pothole::img-102,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-102,data/raw/v2/pothole_github/Pothole Dataset/img-102.jpg,08236ff1ed2d37525a5cbd384084ea1e494164e1606900fc5b92cba662b2e4b5,pothole,jaygala24_pothole_detection::github_pothole::img-102,train,proposed_not_materialized
github_pothole::github_pothole::img-1020,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1020,data/raw/v2/pothole_github/Pothole Dataset/img-1020.jpg,6a429eb193dc205d387fc614e60907129605c6b085975844eed493e9ba01c70b,pothole,jaygala24_pothole_detection::github_pothole::img-1020,train,proposed_not_materialized
github_pothole::github_pothole::img-1021,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1021,data/raw/v2/pothole_github/Pothole Dataset/img-1021.jpg,0479265a6163ca2b2121d7aeb7765d2c9cdaa7c619bd5e76b0d9bb7423f4d289,pothole,jaygala24_pothole_detection::github_pothole::img-1021,train,proposed_not_materialized
github_pothole::github_pothole::img-1022,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1022,data/raw/v2/pothole_github/Pothole Dataset/img-1022.jpg,5400b8d2a9be81329548de528af00239dc6695b2e2623a21f42600d124cbd323,pothole,jaygala24_pothole_detection::github_pothole::img-1022,train,proposed_not_materialized
github_pothole::github_pothole::img-1023,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1023,data/raw/v2/pothole_github/Pothole Dataset/img-1023.jpg,cbb3ad78623d6fa81f9d8ac352d03e0f2e73bc86fd9ab1a20e78d7f2d59325d6,pothole,jaygala24_pothole_detection::github_pothole::img-1023,train,proposed_not_materialized
github_pothole::github_pothole::img-1024,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1024,data/raw/v2/pothole_github/Pothole Dataset/img-1024.jpg,e7763f1ee0cdd7a9c3e9fa67bc1c680bac16baa8433ef6920c46ae5ed72d63b5,pothole,jaygala24_pothole_detection::github_pothole::img-1024,validation,proposed_not_materialized
github_pothole::github_pothole::img-1025,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1025,data/raw/v2/pothole_github/Pothole Dataset/img-1025.jpg,9efa11846c979481516985556a4e77ad5c68374c7aea1d87d7fd37c90e112618,pothole,jaygala24_pothole_detection::github_pothole::img-1025,train,proposed_not_materialized
github_pothole::github_pothole::img-1026,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1026,data/raw/v2/pothole_github/Pothole Dataset/img-1026.jpg,b0aa024364526c41c35f7fe9c8e167735ea347eb723fb26284dd92d1b0d234d4,pothole,jaygala24_pothole_detection::github_pothole::img-1026,train,proposed_not_materialized
github_pothole::github_pothole::img-1027,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1027,data/raw/v2/pothole_github/Pothole Dataset/img-1027.jpg,7961a135f5b141b6a312912f5f9e15ca8f215232858ea18667168cd1550a5733,pothole,jaygala24_pothole_detection::github_pothole::img-1027,validation,proposed_not_materialized
github_pothole::github_pothole::img-1028,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1028,data/raw/v2/pothole_github/Pothole Dataset/img-1028.jpg,e8952b0a47701fd02e21613e4a3f7a6e4a762a4ef71b126cd68dfddcf4c80df3,pothole,jaygala24_pothole_detection::github_pothole::img-1028,train,proposed_not_materialized
github_pothole::github_pothole::img-1029,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1029,data/raw/v2/pothole_github/Pothole Dataset/img-1029.jpg,881421e6c4ba68aa22dfe12c172e1c8b61c9d66f0052ceaecf532a107025ec8d,pothole,jaygala24_pothole_detection::github_pothole::img-1029,train,proposed_not_materialized
github_pothole::github_pothole::img-103,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-103,data/raw/v2/pothole_github/Pothole Dataset/img-103.jpg,d9cf149f3c3a77ea30e0f48529b0d577e0057022bd0d07b4cc091e129fb83b60,pothole,jaygala24_pothole_detection::github_pothole::img-103,train,proposed_not_materialized
github_pothole::github_pothole::img-1030,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1030,data/raw/v2/pothole_github/Pothole Dataset/img-1030.jpg,0e9012306642cdb57465fe0a8e6a20210512b818589eb40e4f9e2085ddc60953,pothole,jaygala24_pothole_detection::github_pothole::img-1030,train,proposed_not_materialized
github_pothole::github_pothole::img-1031,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1031,data/raw/v2/pothole_github/Pothole Dataset/img-1031.jpg,f7ab5270dbfc455f2e82f071debf46c0f16e10f06e4c12665e20e640208bc709,pothole,jaygala24_pothole_detection::github_pothole::img-1031,train,proposed_not_materialized
github_pothole::github_pothole::img-1032,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1032,data/raw/v2/pothole_github/Pothole Dataset/img-1032.jpg,622608609d6e6b055d5c85dffd2b240a999e6a07593c81168b0ba27cef4d12b5,pothole,jaygala24_pothole_detection::github_pothole::img-1032,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1033,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1033,data/raw/v2/pothole_github/Pothole Dataset/img-1033.jpg,11a1bee79792abdcb345e71f7cfa20b938a79f1ed969e329928e780876681411,pothole,jaygala24_pothole_detection::github_pothole::img-1033,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1034,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1034,data/raw/v2/pothole_github/Pothole Dataset/img-1034.jpg,50384741a0b8270781e1759f4d18217644a6bca3d0f5513f9299be106e2a2ba1,pothole,jaygala24_pothole_detection::github_pothole::img-1034,train,proposed_not_materialized
github_pothole::github_pothole::img-1035,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1035,data/raw/v2/pothole_github/Pothole Dataset/img-1035.jpg,bb00da0fd46056178b8fca93f050360ec6ca9dad31cc47804a7df23e1e9be8df,pothole,jaygala24_pothole_detection::github_pothole::img-1035,validation,proposed_not_materialized
github_pothole::github_pothole::img-1036,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1036,data/raw/v2/pothole_github/Pothole Dataset/img-1036.jpg,d4e566c5de5c07215ebedc796935a00534ac30131ffb0a2dfa4ddd55e1ab5ce2,pothole,jaygala24_pothole_detection::github_pothole::img-1036,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1037,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1037,data/raw/v2/pothole_github/Pothole Dataset/img-1037.jpg,07255d5b0fe306782c237a2d0dd5d8f7b10ef02126538f480abf179f66a47de5,pothole,jaygala24_pothole_detection::github_pothole::img-1037,train,proposed_not_materialized
github_pothole::github_pothole::img-1038,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1038,data/raw/v2/pothole_github/Pothole Dataset/img-1038.jpg,e6915d5db5de98c3971f14e18de8f2e4e243cbedea752ec02f9734537f6fc0ba,pothole,jaygala24_pothole_detection::github_pothole::img-1038,train,proposed_not_materialized
github_pothole::github_pothole::img-1039,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1039,data/raw/v2/pothole_github/Pothole Dataset/img-1039.jpg,4a140ae27098a049c93944c3f158be980af2ffdf3a1a27c42061729533c866d8,pothole,jaygala24_pothole_detection::github_pothole::img-1039,train,proposed_not_materialized
github_pothole::github_pothole::img-104,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-104,data/raw/v2/pothole_github/Pothole Dataset/img-104.jpg,9a3ab9e170bdbbff00a57493b3491bf1028f29b1b7e65cc2c8caa66c93ae3225,pothole,jaygala24_pothole_detection::github_pothole::img-104,train,proposed_not_materialized
github_pothole::github_pothole::img-1040,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1040,data/raw/v2/pothole_github/Pothole Dataset/img-1040.jpg,450501d9ad9797f3bdf2af5561379011a5cdc1cade29dd8ab56a00dc93fc70b3,pothole,jaygala24_pothole_detection::github_pothole::img-1040,validation,proposed_not_materialized
github_pothole::github_pothole::img-1041,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1041,data/raw/v2/pothole_github/Pothole Dataset/img-1041.jpg,aed9c7af9f9f10ef141642f3f643a9682ac3b90e11bfee0065e60759030496de,pothole,jaygala24_pothole_detection::github_pothole::img-1041,train,proposed_not_materialized
github_pothole::github_pothole::img-1042,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1042,data/raw/v2/pothole_github/Pothole Dataset/img-1042.jpg,bb57765bc83c9b6b06de54e826c50e484fc7c781e6359075631d1b8c20f911aa,pothole,jaygala24_pothole_detection::github_pothole::img-1042,train,proposed_not_materialized
github_pothole::github_pothole::img-1043,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1043,data/raw/v2/pothole_github/Pothole Dataset/img-1043.jpg,5498fbbe265604304f99d711e2c606967c4d1715890cb3fa6d5495ff091b99f8,pothole,jaygala24_pothole_detection::github_pothole::img-1043,train,proposed_not_materialized
github_pothole::github_pothole::img-1044,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1044,data/raw/v2/pothole_github/Pothole Dataset/img-1044.jpg,deb085d9ea1819cf1ebe724d9fcd57d5bd8492540d4f33ec47e949d4512d4a73,pothole,jaygala24_pothole_detection::github_pothole::img-1044,validation,proposed_not_materialized
github_pothole::github_pothole::img-1045,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1045,data/raw/v2/pothole_github/Pothole Dataset/img-1045.jpg,e9b4a44d8845c56037d65372a80990bd8bd1f89bc6eaafb5d22f6d61bfc411a1,pothole,jaygala24_pothole_detection::github_pothole::img-1045,train,proposed_not_materialized
github_pothole::github_pothole::img-1046,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1046,data/raw/v2/pothole_github/Pothole Dataset/img-1046.jpg,3bcd615f21ba182667986ee7ed6164f130f7d433497e3c00cc7eef3e268c3ba0,pothole,jaygala24_pothole_detection::github_pothole::img-1046,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1047,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1047,data/raw/v2/pothole_github/Pothole Dataset/img-1047.jpg,8af7b568276a0c0d003d949ebe036e816c43a5efa41f88657ad6795a96b416d6,pothole,jaygala24_pothole_detection::github_pothole::img-1047,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1048,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1048,data/raw/v2/pothole_github/Pothole Dataset/img-1048.jpg,4d52760fc793d9ce9a744305136e32f62464a45c841f23797700b55b3fca8bcb,pothole,jaygala24_pothole_detection::github_pothole::img-1048,validation,proposed_not_materialized
github_pothole::github_pothole::img-1049,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1049,data/raw/v2/pothole_github/Pothole Dataset/img-1049.jpg,373e40860a1c1fdafa72fd9495715562f7dae948ea18085a3846925c716c67a9,pothole,jaygala24_pothole_detection::github_pothole::img-1049,validation,proposed_not_materialized
github_pothole::github_pothole::img-105,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-105,data/raw/v2/pothole_github/Pothole Dataset/img-105.jpg,b8f36d68e2d6280b83ae9b0fe6d51e3670197b51c2cc1db0ca27b9416c4ca8bf,pothole,jaygala24_pothole_detection::github_pothole::img-105,train,proposed_not_materialized
github_pothole::github_pothole::img-1050,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1050,data/raw/v2/pothole_github/Pothole Dataset/img-1050.jpg,f0c47bf54163541a831210aa0188fad845929bc24c0474385691ff3cd511352f,pothole,jaygala24_pothole_detection::github_pothole::img-1050,train,proposed_not_materialized
github_pothole::github_pothole::img-1051,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1051,data/raw/v2/pothole_github/Pothole Dataset/img-1051.jpg,ad6119f6aec7518630ef655f2160ab03a95579faebb46e9a7a81164865a6f184,pothole,jaygala24_pothole_detection::github_pothole::img-1051,train,proposed_not_materialized
github_pothole::github_pothole::img-1052,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1052,data/raw/v2/pothole_github/Pothole Dataset/img-1052.jpg,7e66d6700f94bec6b0d94a1f41c26dbf30f4dfded1d19b39dbe201240210fc61,pothole,jaygala24_pothole_detection::github_pothole::img-1052,train,proposed_not_materialized
github_pothole::github_pothole::img-1053,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1053,data/raw/v2/pothole_github/Pothole Dataset/img-1053.jpg,ab3ab9a3974fa2333d596cc7f3506fbda6015548096fca43b7f1e22e7d2deeda,pothole,jaygala24_pothole_detection::github_pothole::img-1053,train,proposed_not_materialized
github_pothole::github_pothole::img-1054,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1054,data/raw/v2/pothole_github/Pothole Dataset/img-1054.jpg,a5db789725ef6cac16805ca346fd858a38ef060fc4372ddffae8708f80cc06a8,pothole,jaygala24_pothole_detection::github_pothole::img-1054,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1055,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1055,data/raw/v2/pothole_github/Pothole Dataset/img-1055.jpg,e60a42e6af7d8019cc35a9f53f6233067873791bd16a355f52b59064cbaefc5c,pothole,jaygala24_pothole_detection::github_pothole::img-1055,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1056,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1056,data/raw/v2/pothole_github/Pothole Dataset/img-1056.jpg,bb4c505b83b5dc7554f5b80ff2826be600399ce80859cc973a7632c98f0fb6c5,pothole,jaygala24_pothole_detection::github_pothole::img-1056,train,proposed_not_materialized
github_pothole::github_pothole::img-1057,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1057,data/raw/v2/pothole_github/Pothole Dataset/img-1057.jpg,9112d2a6ed7d176185609e1492968af3e375a637dda95b6835d70d57f813baad,pothole,jaygala24_pothole_detection::github_pothole::img-1057,train,proposed_not_materialized
github_pothole::github_pothole::img-1058,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1058,data/raw/v2/pothole_github/Pothole Dataset/img-1058.jpg,4b242be2f827e4cc59df8a266e67205a1f1f66e6f900dbfa1f0bb40b0016e937,pothole,jaygala24_pothole_detection::github_pothole::img-1058,validation,proposed_not_materialized
github_pothole::github_pothole::img-1059,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1059,data/raw/v2/pothole_github/Pothole Dataset/img-1059.jpg,32cf4b8b11d728177f63e70c4f9c44e9d396842b45a22259b9480fd39ece72b9,pothole,jaygala24_pothole_detection::github_pothole::img-1059,train,proposed_not_materialized
github_pothole::github_pothole::img-106,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-106,data/raw/v2/pothole_github/Pothole Dataset/img-106.jpg,c737901c1ba6e033d7ba0f60d58f72fb8e054173fa2834fc510f6e31abbf9984,pothole,jaygala24_pothole_detection::github_pothole::img-106,train,proposed_not_materialized
github_pothole::github_pothole::img-1060,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1060,data/raw/v2/pothole_github/Pothole Dataset/img-1060.jpg,fd9456e8682a90b1d5b7da2495a27c82a8df60d1cea3f617bc57c70ad7e80fbb,pothole,jaygala24_pothole_detection::github_pothole::img-1060,train,proposed_not_materialized
github_pothole::github_pothole::img-1061,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1061,data/raw/v2/pothole_github/Pothole Dataset/img-1061.jpg,e2007b3220f9717c5bf42bff1f43c9592243e1ae4d1f694f8eafc24c92e0ccd3,pothole,jaygala24_pothole_detection::github_pothole::img-1061,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1062,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1062,data/raw/v2/pothole_github/Pothole Dataset/img-1062.jpg,bfb99cea3fddfffbc765be575005a7e373dcae36934bcee65c16cf4847620afe,pothole,jaygala24_pothole_detection::github_pothole::img-1062,train,proposed_not_materialized
github_pothole::github_pothole::img-1063,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1063,data/raw/v2/pothole_github/Pothole Dataset/img-1063.jpg,312170863e21d2ebdb6bd9f3510bf255d3873cb168539c8c3e604bf9b22e0e1c,pothole,jaygala24_pothole_detection::github_pothole::img-1063,train,proposed_not_materialized
github_pothole::github_pothole::img-1064,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1064,data/raw/v2/pothole_github/Pothole Dataset/img-1064.jpg,31352fa1fcb285d4b18283516b6bb8584fa352a83752887729db7ddd28423f61,pothole,jaygala24_pothole_detection::github_pothole::img-1064,validation,proposed_not_materialized
github_pothole::github_pothole::img-1065,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1065,data/raw/v2/pothole_github/Pothole Dataset/img-1065.jpg,3fb0f4aa2c40c5c3524c19a95896edb77df8a649baf048f2640fcd164d4db584,pothole,jaygala24_pothole_detection::github_pothole::img-1065,train,proposed_not_materialized
github_pothole::github_pothole::img-1066,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1066,data/raw/v2/pothole_github/Pothole Dataset/img-1066.jpg,959d1dbc8cb94326f3a30cce84907ae19c22f92ff9ce7c1c833afb616f0aed0e,pothole,jaygala24_pothole_detection::github_pothole::img-1066,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1067,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1067,data/raw/v2/pothole_github/Pothole Dataset/img-1067.jpg,d62dd53b076f0df10580ffaf0eaf127be30f49e8947f349f7e72bf900539b47d,pothole,jaygala24_pothole_detection::github_pothole::img-1067,train,proposed_not_materialized
github_pothole::github_pothole::img-1068,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1068,data/raw/v2/pothole_github/Pothole Dataset/img-1068.jpg,62619b20f01605e7baf93f24eb1e1d9223ac9157741f2d27ff8c98aa514f22f0,pothole,jaygala24_pothole_detection::github_pothole::img-1068,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1069,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1069,data/raw/v2/pothole_github/Pothole Dataset/img-1069.jpg,7a613f2e1642e422fb1062885873e9726d5f675d460abeba6bcbc8bbde99eb8b,pothole,jaygala24_pothole_detection::github_pothole::img-1069,train,proposed_not_materialized
github_pothole::github_pothole::img-107,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-107,data/raw/v2/pothole_github/Pothole Dataset/img-107.jpg,4ad843a471dd53932bde971d80667d3b7e33b873b30e72f730413a456b8edec5,pothole,jaygala24_pothole_detection::github_pothole::img-107,validation,proposed_not_materialized
github_pothole::github_pothole::img-1070,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1070,data/raw/v2/pothole_github/Pothole Dataset/img-1070.jpg,c871d36d27ab67d149ba08ae55e2ade0d695505b42db85c321d90f7f4dade8ec,pothole,jaygala24_pothole_detection::github_pothole::img-1070,protected_test,proposed_not_materialized
github_pothole::github_pothole::img-1071,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1071,data/raw/v2/pothole_github/Pothole Dataset/img-1071.jpg,ca405de8cf75fc4b667c08c873605fcfcb7b06453c2cab19c6e3af4d9eeca053,pothole,jaygala24_pothole_detection::github_pothole::img-1071,validation,proposed_not_materialized
github_pothole::github_pothole::img-1072,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1072,data/raw/v2/pothole_github/Pothole Dataset/img-1072.jpg,221a8613fc20ebabbeaf748e332527eb12f9d7957974b9fcaa43805e1a6244ab,pothole,jaygala24_pothole_detection::github_pothole::img-1072,train,proposed_not_materialized
github_pothole::github_pothole::img-1073,jaygala24_pothole_detection,unsplit_source_collection,github_pothole::img-1073,data/raw/v2/pothole_github/Pothole Dataset/img-1073.jpg,80599277c7d48ffee6e76f5f53c51088200e64fa93e79381e9094f718c9177bb,pothole,jaygala24_pothole_detection::github_pothole::img-1073,train,proposed_not_materialized
