review_id,candidate_id,source_dataset,source_split,source_record_id,source_image_path,primary_road_label,human_decision,reviewer_notes,training_status
SHC-060,streetsurfacevis::train::3148338475484320,StreetSurfaceVis,train,3148338475484320,data/raw/v2/streetsurfacevis/s_1024/3148338475484320.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-061,streetsurfacevis::train::171471178223682,StreetSurfaceVis,train,171471178223682,data/raw/v2/streetsurfacevis/s_1024/171471178223682.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-062,streetsurfacevis::train::341069360868097,StreetSurfaceVis,train,341069360868097,data/raw/v2/streetsurfacevis/s_1024/341069360868097.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-063,streetsurfacevis::train::508533690407775,StreetSurfaceVis,train,508533690407775,data/raw/v2/streetsurfacevis/s_1024/508533690407775.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-064,streetsurfacevis::train::1129872660901731,StreetSurfaceVis,train,1129872660901731,data/raw/v2/streetsurfacevis/s_1024/1129872660901731.jpg,unpaved_road,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-065,streetsurfacevis::train::622352640043014,StreetSurfaceVis,train,622352640043014,data/raw/v2/streetsurfacevis/s_1024/622352640043014.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-066,streetsurfacevis::train::136054085234849,StreetSurfaceVis,train,136054085234849,data/raw/v2/streetsurfacevis/s_1024/136054085234849.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-067,streetsurfacevis::train::134978469474529,StreetSurfaceVis,train,134978469474529,data/raw/v2/streetsurfacevis/s_1024/134978469474529.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-068,streetsurfacevis::train::525021055594235,StreetSurfaceVis,train,525021055594235,data/raw/v2/streetsurfacevis/s_1024/525021055594235.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-069,streetsurfacevis::train::592309569667839,StreetSurfaceVis,train,592309569667839,data/raw/v2/streetsurfacevis/s_1024/592309569667839.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-070,streetsurfacevis::train::1268561386881948,StreetSurfaceVis,train,1268561386881948,data/raw/v2/streetsurfacevis/s_1024/1268561386881948.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-071,streetsurfacevis::train::118679946942391,StreetSurfaceVis,train,118679946942391,data/raw/v2/streetsurfacevis/s_1024/118679946942391.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-072,streetsurfacevis::train::298160875116984,StreetSurfaceVis,train,298160875116984,data/raw/v2/streetsurfacevis/s_1024/298160875116984.jpg,unpaved_road,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-073,streetsurfacevis::train::214036046971434,StreetSurfaceVis,train,214036046971434,data/raw/v2/streetsurfacevis/s_1024/214036046971434.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-074,streetsurfacevis::train::959327628152817,StreetSurfaceVis,train,959327628152817,data/raw/v2/streetsurfacevis/s_1024/959327628152817.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-075,streetsurfacevis::train::744757802796089,StreetSurfaceVis,train,744757802796089,data/raw/v2/streetsurfacevis/s_1024/744757802796089.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-076,streetsurfacevis::train::308581817542011,StreetSurfaceVis,train,308581817542011,data/raw/v2/streetsurfacevis/s_1024/308581817542011.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-077,streetsurfacevis::train::479452896651060,StreetSurfaceVis,train,479452896651060,data/raw/v2/streetsurfacevis/s_1024/479452896651060.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-078,streetsurfacevis::train::364687708606147,StreetSurfaceVis,train,364687708606147,data/raw/v2/streetsurfacevis/s_1024/364687708606147.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-079,streetsurfacevis::train::179825063913606,StreetSurfaceVis,train,179825063913606,data/raw/v2/streetsurfacevis/s_1024/179825063913606.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-080,streetsurfacevis::train::308046217438600,StreetSurfaceVis,train,308046217438600,data/raw/v2/streetsurfacevis/s_1024/308046217438600.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-081,streetsurfacevis::train::123354223533005,StreetSurfaceVis,train,123354223533005,data/raw/v2/streetsurfacevis/s_1024/123354223533005.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-082,streetsurfacevis::train::918634292544322,StreetSurfaceVis,train,918634292544322,data/raw/v2/streetsurfacevis/s_1024/918634292544322.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-083,streetsurfacevis::train::197845428667751,StreetSurfaceVis,train,197845428667751,data/raw/v2/streetsurfacevis/s_1024/197845428667751.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-084,streetsurfacevis::train::312618196915273,StreetSurfaceVis,train,312618196915273,data/raw/v2/streetsurfacevis/s_1024/312618196915273.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-085,streetsurfacevis::train::1285692445223073,StreetSurfaceVis,train,1285692445223073,data/raw/v2/streetsurfacevis/s_1024/1285692445223073.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-086,streetsurfacevis::train::472803883806561,StreetSurfaceVis,train,472803883806561,data/raw/v2/streetsurfacevis/s_1024/472803883806561.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-087,streetsurfacevis::train::1131693973997862,StreetSurfaceVis,train,1131693973997862,data/raw/v2/streetsurfacevis/s_1024/1131693973997862.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-088,streetsurfacevis::train::168632125095917,StreetSurfaceVis,train,168632125095917,data/raw/v2/streetsurfacevis/s_1024/168632125095917.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-089,streetsurfacevis::train::1356599788073855,StreetSurfaceVis,train,1356599788073855,data/raw/v2/streetsurfacevis/s_1024/1356599788073855.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-090,streetsurfacevis::train::552579169412517,StreetSurfaceVis,train,552579169412517,data/raw/v2/streetsurfacevis/s_1024/552579169412517.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-091,streetsurfacevis::train::298114682046090,StreetSurfaceVis,train,298114682046090,data/raw/v2/streetsurfacevis/s_1024/298114682046090.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-092,streetsurfacevis::train::768267620534431,StreetSurfaceVis,train,768267620534431,data/raw/v2/streetsurfacevis/s_1024/768267620534431.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-093,streetsurfacevis::train::928336421077098,StreetSurfaceVis,train,928336421077098,data/raw/v2/streetsurfacevis/s_1024/928336421077098.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-094,streetsurfacevis::train::1926081894236263,StreetSurfaceVis,train,1926081894236263,data/raw/v2/streetsurfacevis/s_1024/1926081894236263.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-095,streetsurfacevis::train::355014816011795,StreetSurfaceVis,train,355014816011795,data/raw/v2/streetsurfacevis/s_1024/355014816011795.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-096,streetsurfacevis::train::327462225415251,StreetSurfaceVis,train,327462225415251,data/raw/v2/streetsurfacevis/s_1024/327462225415251.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-097,streetsurfacevis::train::928927871220927,StreetSurfaceVis,train,928927871220927,data/raw/v2/streetsurfacevis/s_1024/928927871220927.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-098,streetsurfacevis::train::761109625199460,StreetSurfaceVis,train,761109625199460,data/raw/v2/streetsurfacevis/s_1024/761109625199460.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-099,streetsurfacevis::train::840502303479633,StreetSurfaceVis,train,840502303479633,data/raw/v2/streetsurfacevis/s_1024/840502303479633.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-100,streetsurfacevis::train::1483785245293908,StreetSurfaceVis,train,1483785245293908,data/raw/v2/streetsurfacevis/s_1024/1483785245293908.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-101,streetsurfacevis::train::179819791791115,StreetSurfaceVis,train,179819791791115,data/raw/v2/streetsurfacevis/s_1024/179819791791115.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-102,streetsurfacevis::train::3508498759421880,StreetSurfaceVis,train,3508498759421880,data/raw/v2/streetsurfacevis/s_1024/3508498759421880.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-103,streetsurfacevis::train::224655839487257,StreetSurfaceVis,train,224655839487257,data/raw/v2/streetsurfacevis/s_1024/224655839487257.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-104,streetsurfacevis::train::153202050343326,StreetSurfaceVis,train,153202050343326,data/raw/v2/streetsurfacevis/s_1024/153202050343326.jpg,unpaved_road,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-105,streetsurfacevis::train::513942847597933,StreetSurfaceVis,train,513942847597933,data/raw/v2/streetsurfacevis/s_1024/513942847597933.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-106,streetsurfacevis::train::815315502694805,StreetSurfaceVis,train,815315502694805,data/raw/v2/streetsurfacevis/s_1024/815315502694805.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-107,streetsurfacevis::train::154034490283310,StreetSurfaceVis,train,154034490283310,data/raw/v2/streetsurfacevis/s_1024/154034490283310.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-108,streetsurfacevis::train::465878557980455,StreetSurfaceVis,train,465878557980455,data/raw/v2/streetsurfacevis/s_1024/465878557980455.jpg,unpaved_road,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-109,streetsurfacevis::train::127089979410851,StreetSurfaceVis,train,127089979410851,data/raw/v2/streetsurfacevis/s_1024/127089979410851.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-110,streetsurfacevis::train::4061408953918200,StreetSurfaceVis,train,4061408953918200,data/raw/v2/streetsurfacevis/s_1024/4061408953918200.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-111,streetsurfacevis::train::288098827020010,StreetSurfaceVis,train,288098827020010,data/raw/v2/streetsurfacevis/s_1024/288098827020010.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-112,streetsurfacevis::train::2644533889013716,StreetSurfaceVis,train,2644533889013716,data/raw/v2/streetsurfacevis/s_1024/2644533889013716.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-113,streetsurfacevis::train::380955109746116,StreetSurfaceVis,train,380955109746116,data/raw/v2/streetsurfacevis/s_1024/380955109746116.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-114,streetsurfacevis::train::537677998099156,StreetSurfaceVis,train,537677998099156,data/raw/v2/streetsurfacevis/s_1024/537677998099156.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-115,streetsurfacevis::train::2950221398531278,StreetSurfaceVis,train,2950221398531278,data/raw/v2/streetsurfacevis/s_1024/2950221398531278.jpg,normal_asphalt,keep_shadow,,approved_shadow_candidate
SHC-116,streetsurfacevis::train::5763709106992911,StreetSurfaceVis,train,5763709106992911,data/raw/v2/streetsurfacevis/s_1024/5763709106992911.jpg,unpaved_road,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-117,streetsurfacevis::train::945157439427925,StreetSurfaceVis,train,945157439427925,data/raw/v2/streetsurfacevis/s_1024/945157439427925.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-118,streetsurfacevis::train::3418706415126525,StreetSurfaceVis,train,3418706415126525,data/raw/v2/streetsurfacevis/s_1024/3418706415126525.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
SHC-119,streetsurfacevis::train::592675299455025,StreetSurfaceVis,train,592675299455025,data/raw/v2/streetsurfacevis/s_1024/592675299455025.jpg,normal_asphalt,exclude_no_shadow,,excluded_from_shadow_candidate_set
SHC-120,streetsurfacevis::train::563152015296375,StreetSurfaceVis,train,563152015296375,data/raw/v2/streetsurfacevis/s_1024/563152015296375.jpg,unpaved_road,keep_shadow,,approved_shadow_candidate
