staging_id,audit_id,source_key,source_dataset,source_split,source_image_path,width,height,image_sha256,mask_sha256,shadow_mask_coverage,shadow_label,road_context_status,intended_use,training_eligibility,duplicate_decision
SHADOW_STAGE_00011,SRD_FULL_00417,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00416__DSCF0447.jpg,490,640,13d635dc5288b7a3cb7f0a2d5bd99f77374201325f0056ed0f104c1c88ab7de6,ba33d27366cd86d9c628fac73531f985fe45c78c8db4e9d261abcd7f967e8bc4,0.141276,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00012,SRD_FULL_00418,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00417__DSCF0448.jpg,490,640,8987cc917101b7c91c0672a18526a74f454935d863ebe14ee2bf12c4a4de6228,6418905c7d1923018fd6abd6c9a7555b5bf4a55b9f86baefee67aec366ce69fa,0.136378,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00013,SRD_FULL_00419,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00418__DSCF0450.jpg,490,640,a6f51da20bc57d716558cddaeaf90b51efeb8a1e9aa7d35d9d5a79d9d3015903,3e8e3efd2879363208af034b33b76296234f3a3b756ecfa168ae30217a792bcb,0.161626,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00014,SRD_FULL_00420,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00419__DSCF0451.jpg,490,640,4d805064db50a8ccb33fec9de46c5d2f8747f71bbe8e49a8dff5a34e3242910d,8e3f7029ee31a011a0363384b167755456830d0053f2c95a3ca248a23020455a,0.118511,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00015,SRD_FULL_00421,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00420__DSCF0452.jpg,490,640,5eabff63daee033f6c4a1dd2999b610f1c9b3ca43f823eec571027a17ce13c9a,fc8478677c58d57001cfd6ffe755f50fefcc7d07bdc9887d0afa4b03b6ff80d1,0.118613,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00016,SRD_FULL_00422,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00421__DSCF0453.jpg,490,640,f3e82564175cf603c1ac9236786fbc217799bc5ef8dafb026187e5962144c90e,cfdb8d0012b8b51f4a9d916516e35332271af5772ed18aa12a433a5b7113b19c,0.148128,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00017,SRD_FULL_00423,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00422__DSCF0454.jpg,490,640,5dcf64b3e0fb8b01bca300bf8f53a457bcc09c4ead87d32ad21fdca4a642b519,b43c776534cb3d02ef14a615d525e13dbb1c1cf59bca73b2fa833712f3cecb62,0.144327,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00018,SRD_FULL_00424,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00423__DSCF0456.jpg,490,640,5d0560320bacafeeeb945870b35b7bb89db999fc78f2acfadd519d56468bc431,9e816889498567e17c84ea64d1855c74cf508ef08d9ee5e8d6223478a943b6ca,0.136837,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00019,SRD_FULL_00425,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00424__DSCF0458.jpg,490,640,fc1fb38c1520a2a4543c226ced07e610fb7e55a8423608ffd2c02f8da72dce19,82837ef5deafc80965ec4cffcc9c7157a7831cfc96bbbe99c377e8dcc4c76864,0.132781,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00020,SRD_FULL_00426,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00425__DSCF0459.jpg,490,640,05b38c1c9aec0ef26bf2bb1af99c8309602418eb93f5ca8c4268bc86b63e7f99,80d83befea6d095578f041399cb895357e2a66d64229225374e9bd0597e08be3,0.136091,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00021,SRD_FULL_00427,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00426__DSCF0460.jpg,490,640,7162302af3572353f940e4235337a992914c388a7fcc3ea015afbc5615e55d12,2706281f571fb6028cef59ea99eb5f59fecc63903e800ab3c5f0ba1b94b4fcc9,0.133202,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00022,SRD_FULL_00428,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00427__DSCF0461.jpg,490,640,f86d427d0ef06d1e1712e1150ddcf639077fbc175bae95f1d9a26ca076ec2a07,b8e71a997b8a46dfb782cfa8e0876fdec6fca1371e182d94dcf3d8d84c4e7187,0.132959,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00023,SRD_FULL_00429,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00428__DSCF0463.jpg,490,640,3d9df2ff7c6bca716a578b69084f41208d300b11a15b15ad7f055b27e737b9e6,e61f8bf124e295e9c2a2346636b5951b8099002e37bd8ee242d1cf0fd4b22c57,0.131167,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00024,SRD_FULL_00430,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00429__DSCF0464.jpg,490,640,8af0dd02e8e20fcbd37fa32743cc2b5e269079f93cf263c5bd85c79cd1dea476,4e9bbdf3c54bb5847828098fb269884d6960f90d8c44311f6d788d6f366043e3,0.132793,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00025,SRD_FULL_00431,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00430__DSCF0465.jpg,490,640,94e0aa24a3da8a88bb485584908953238788cec771d4d994d1fb8dfb5a0ca68b,d75308e90ab575174403d227f6987ac5733672f08c29ff3ad1c0b6d9e564eb85,0.134139,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00026,SRD_FULL_00432,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00431__DSCF0466.jpg,490,640,85cd3b35a5fea54dbc1ff24fcbed5f3d63f61b95bfa9a60e72087858c9ee37ce,54e589d370d9815ea211ae15fedc20daf7ebd2c44ff9be0079335c32abed4f01,0.133868,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00027,SRD_FULL_00433,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00432__DSCF0519.jpg,945,1373,cb2c6fe5fb805c8995a541c88122caea182e077fa3e4b90251c6c697f9e05e6b,831fca79768dd38e3e5d9763358c958192b0b789f69769dbd16192fa7618bc35,0.234382,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00028,SRD_FULL_00434,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00433__DSCF0521.jpg,1889,2745,4160f0037b4612801443c2c94c65c4fab2e94362a950a52610587a7790f79167,ff14c23bff230c7272d95dae2fdb674813f6f17cf55130b6f6d08f7eceb642a5,0.220158,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00029,SRD_FULL_00435,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00434__DSCF0529.jpg,945,1373,ddb4798cb3a4ade74e89ee6ab5c89ea0a1e145c2e3164acf9d27c6216d0129a0,8fb8070e0eb279c3e44b27378ea9daf02b59df50c1d97b81ccb4a000bf452248,0.208727,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00030,SRD_FULL_00436,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00435__DSCF0533.jpg,1889,2745,5f8f694b5f67f73bc13e5c3b08195bb79f3924443fa2c379207f50258bf2bfb1,30e8dc4adc2ee86da07e0511ceb5dbe4550ce27f5d008485726008618c5276ee,0.176504,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00031,SRD_FULL_00437,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00436__DSCF0535.jpg,1889,2745,b88ccc420c899d32cffab60f3c7040d4c0d55ac63bdb492c74f695d01c73f850,4f5ef9ad80213fcb32c5d833393083968d4a073e4dd1b877d42fdb97786d2ebd,0.164914,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00032,SRD_FULL_00438,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00437__DSCF0537.jpg,1889,2745,406f4fb719723c9bb5ae37dc086518dc4c38285b716b4f9d501fe2eeb45282c6,a792ccff5bab1d0378a73ffe1877fce44016b065aa0fe95cb2ac2a7d43cf5377,0.165479,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00033,SRD_FULL_00439,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00438__DSCF0539.jpg,1889,2745,d593d92f2c6fc36bc52c64f9cf65bd832457bf2810c60a46c71bddb2c34383f6,207ca9c14425ffb8c016e718df40b11d78567468f91c4cca1372a8b8ce68345d,0.153967,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00034,SRD_FULL_00440,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00439__DSCF0541.jpg,1889,2745,3c0d92590bef9ee9abdf14de1236974428c12d8d7fe3031d931878456f8def4c,f85a58b1798450f7bdc9c3e14de9e1580d8c56edc3982160db20dab70e72db5e,0.146082,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00035,SRD_FULL_00441,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00440__DSCF0543.jpg,1889,2745,b7f0a4c65072ba1fb6b46fcd57235adb3c407dba36e5f58921052a534864fc86,0cb7c33543adc38d44f302266aef22bdd5d0828e80e2a1a25ab5440145e6f997,0.162304,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00036,SRD_FULL_00442,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00441__DSCF0545.jpg,1889,2745,4278dd3926ee6f3737c9f8f310f020cd4b78a30ca3a110454320164d4787c378,a1e7999abe3b47e1b5dfc1d422f257c624dbd921a831ba5cc2f470060780d379,0.148144,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00037,SRD_FULL_00443,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00442__DSCF0547.jpg,1889,2745,1f1f69a2e224853fc6c8faa15e08d75c734a8b2fcf9c72e5fc9f171685225cb6,d7dc4b41f8985f59a1834ea332928d61dc3525d2b95a94317d7e04656f4ac6fc,0.135701,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00038,SRD_FULL_00444,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00443__DSCF0549.jpg,1889,2745,df5f0d2dc9c94bb621774e6748a17afa78981d3a2f3c8e1227427cc03bdd2275,2e704ab60aca152673f2da4592db7a14a734c0a8db6fc986dbe018d3694ebe76,0.126489,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00039,SRD_FULL_00445,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00444__DSCF0551.jpg,1889,2745,193822789b8e268b38ec09a81ae5712011525551fed580146623d262060c02ce,dc32bea26ecdbb8e5a5ec753f66397b6b6a347b222d1bf8e577354986d495c3f,0.12089,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00040,SRD_FULL_00446,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00445__DSCF0553.jpg,1889,2745,37e6f35eef31d12c246e9064f3afd0fc4305614335b69edb95313fd175067fcd,68947ff300cbe6626a17b08c4b4ad8d8d8295229a66bb21ccb94ffa83dc8aefa,0.135022,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00041,SRD_FULL_00447,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00446__DSCF0555.jpg,1889,2745,7089156b61388e5a0ab812cf2fa2491da70d45821665c31d6f61fd46d0632099,f34958427d70c5438965f14d7c40f8ccec710de377b6107b0d88ff2ebc9c021c,0.12656,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00042,SRD_FULL_00448,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00447__DSCF0557.jpg,1889,2745,84b5898e315227596bae52debec72bf01ca40b9a621f8362bccd78edd1330edc,ee5c98f2bc23a5bc8bbd5f147c47acd875ab471b32840f80d775eb932b2ece51,0.119758,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00043,SRD_FULL_00449,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00448__DSCF0559.jpg,1889,2745,5f291d52df5ac9b9d06515a81207b9bddf574ab018525ee3bb8ea793a82817a8,176b44eecd39775e6030d583c81b672953e70451bb8d9d292a010da9b06bd0af,0.113433,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00044,SRD_FULL_00450,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00449__DSCF0561.jpg,1889,2745,4af1a5cccc46ac2e9a5fabb75b808741a1bd28c2291443836af8c43542ebfcea,99b519fc56e6761f5eb2e5baeef65244eb4659c6f57b0888566254e1e390e4b9,0.105558,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00045,SRD_FULL_00451,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00450__DSCF0563.jpg,1889,2745,6943f2709558c94a68335eff1bbc099c95b8e6dd29b5f8bc12923ca39d4bdc8d,846ec6c358d39650f5a66cbed8ef4b7dc76ce5b83b4ca26cdf5e0a0fe61e65a9,0.097334,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00046,SRD_FULL_00452,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00451__DSCF0565.jpg,1889,2745,dc750e315b1b866e638ac4b029f306f17fdee826ed046a8390c16debad5560b8,8bb329789fd2b5458e6f519917f238d99c7f63e8183ce8c5dcb3c65bdd1233d9,0.086182,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00047,SRD_FULL_00453,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00452__DSCF0567.jpg,1889,2745,1098ddd4cb9849237903d4271d9101c42a442f5930abb865994b3bf5bfb65366,4846568d5ab443428f88c6d3d822e37bb8f3c8cf50da04c514ab410d5fdee25f,0.081587,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00048,SRD_FULL_00454,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00453__DSCF0569.jpg,1889,2745,15015a8a71682cd102dbce3aed9898b896ac130ced0341619fe0331fa72357cb,cae4a2d5b196bd10cff91fe439dc20f921f14f49514fc5e5c281227c52bc8ff9,0.074488,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00049,SRD_FULL_00455,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00454__DSCF0571.jpg,1889,2745,628532bfecc6ec53dbcd533a57847f87e546e113952c45ca9d6d44a1385d0200,b4fa37c02cfba149f3bac5afef951e264b917b84cdf4df2516717a8671acb88e,0.079535,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00050,SRD_FULL_00456,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00455__DSCF0573.jpg,1889,2745,771e283f8d99f78f345291b0412e244c9f60dbf1b471e69c715668b1643f375d,4524077e4a5ace8245d50d654d0fdd3aa9bb401c6ad11194d2a30223557212c9,0.075112,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00051,SRD_FULL_00457,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00456__DSCF0575.jpg,1889,2745,c257ce1936953c188d000e2fe6180b4a578fcd7c7b408cd34b2b2d1c206a0d14,edec1a3a251edf8df0184ad42c347abe3881352d5730f1af2e7480154e5a0010,0.06838,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00052,SRD_FULL_00458,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/00457__DSCF0577.jpg,1889,2745,a530fe08b49dbb978bba5eee632d41f24fbc7cba06f6f569970d6ee2e1a7fab9,767e9101a70b75273c9abcaf3d0b53d802fc84bc5ae7dbe035f6ae17687333fd,0.062315,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
