review_round,source_dataset,source_split,sample_id,candidate_id,source_image_id,split_group_id,region,source_image_path,preview_file,target_box_xywh,crop_box_xyxy,target_min_side_px,full_image_labels,nearby_non_manhole_labels,proposed_label,human_decision,reviewer_note,record_action,evidence_flag,training_status
1,SVRDD_YOLO,train,manhole_014,svrdd::train::01002200001307241440039435B_1293220800_484901900::manhole::003,01002200001307241440039435B_1293220800_484901900,svrdd::train::01002200001307241440039435B_1293220800_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440039435B_1293220800_484901900.jpg,manhole_014.png,"787.000,635.000,57.000,19.000","744,573,887,716",19.000,manhole_cover;repaired_road,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_015,svrdd::train::09002200121902031139291352L_1295594100_483297700::manhole::003,09002200121902031139291352L_1295594100_483297700,svrdd::train::09002200121902031139291352L_1295594100_483297700,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121902031139291352L_1295594100_483297700.jpg,manhole_015.png,"38.000,795.000,119.000,53.000","0,672,298,970",53.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_016,svrdd::train::0900220012200314141916647HJ_1297675300_484015900::manhole::002,0900220012200314141916647HJ_1297675300_484015900,svrdd::train::0900220012200314141916647HJ_1297675300_484015900,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200314141916647HJ_1297675300_484015900.jpg,manhole_016.png,"906.000,656.000,51.000,15.000","868,600,996,728",15.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_018,svrdd::train::09002200121902171252428852Q_1296285700_481840100::manhole::002,09002200121902171252428852Q_1296285700_481840100,svrdd::train::09002200121902171252428852Q_1296285700_481840100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902171252428852Q_1296285700_481840100.jpg,manhole_018.png,"554.999,694.000,58.000,21.000","511,632,656,777",21.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_020,svrdd::train::09002200121706291322048392Q_1295580900_482591000::manhole::002,09002200121706291322048392Q_1295580900_482591000,svrdd::train::09002200121706291322048392Q_1295580900_482591000,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121706291322048392Q_1295580900_482591000.jpg,manhole_020.png,"1.000,711.001,30.000,27.000","0,677,96,773",27.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_021,svrdd::train::0900220012200307121609408HJ_1296043400_484046100::manhole::001,0900220012200307121609408HJ_1296043400_484046100,svrdd::train::0900220012200307121609408HJ_1296043400_484046100,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200307121609408HJ_1296043400_484046100.jpg,manhole_021.png,"980.000,693.000,44.000,22.000","914,649,1024,759",22.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_022,svrdd::train::09002200121901221345159322Q_1295907500_482336100::manhole::005,09002200121901221345159322Q_1295907500_482336100,svrdd::train::09002200121901221345159322Q_1295907500_482336100,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901221345159322Q_1295907500_482336100.jpg,manhole_022.png,"299.000,669.000,51.000,13.000","260,612,388,740",13.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_023,svrdd::train::09002200121902201120530967F_1294336000_482246400::manhole::002,09002200121902201120530967F_1294336000_482246400,svrdd::train::09002200121902201120530967F_1294336000_482246400,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902201120530967F_1294336000_482246400.jpg,manhole_023.png,"735.000,666.000,55.000,18.000","694,606,832,744",18.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_024,svrdd::train::0100220000130902124130013J3_1294834500_483494800::manhole::001,0100220000130902124130013J3_1294834500_483494800,svrdd::train::0100220000130902124130013J3_1294834500_483494800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/0100220000130902124130013J3_1294834500_483494800.jpg,manhole_024.png,"159.000,678.000,76.000,25.000","102,596,292,786",25.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_025,svrdd::train::09002200121706211227533082Q_1295594600_482717300::manhole::001,09002200121706211227533082Q_1295594600_482717300,svrdd::train::09002200121706211227533082Q_1295594600_482717300,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121706211227533082Q_1295594600_482717300.jpg,manhole_025.png,"898.000,697.000,71.999,22.000","844,618,1024,798",22.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_026,svrdd::train::09002200121904111404363312L_1296839800_482449500::manhole::002,09002200121904111404363312L_1296839800_482449500,svrdd::train::09002200121904111404363312L_1296839800_482449500,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121904111404363312L_1296839800_482449500.jpg,manhole_026.png,"578.000,763.000,116.000,45.000","491,640,781,930",45.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_027,svrdd::train::09002200121901201426138422K_1296001300_483353100::manhole::001,09002200121901201426138422K_1296001300_483353100,svrdd::train::09002200121901201426138422K_1296001300_483353100,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901201426138422K_1296001300_483353100.jpg,manhole_027.png,"111.001,791.000,111.000,50.000","28,677,306,955",50.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_028,svrdd::train::09002200121902181457432322K_1295437900_481919600::manhole::003,09002200121902181457432322K_1295437900_481919600,svrdd::train::09002200121902181457432322K_1295437900_481919600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902181457432322K_1295437900_481919600.jpg,manhole_028.png,"12.000,614.000,45.000,12.000","0,564,113,677",12.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_029,svrdd::train::0100220000130902133829086J3_1294905000_483481700::manhole::004,0100220000130902133829086J3_1294905000_483481700,svrdd::train::0100220000130902133829086J3_1294905000_483481700,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/0100220000130902133829086J3_1294905000_483481700.jpg,manhole_029.png,"638.000,628.000,58.000,15.000","594,563,739,708",15.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_030,svrdd::train::09002200121902061245595792L_1295468900_482844600::manhole::004,09002200121902061245595792L_1295468900_482844600,svrdd::train::09002200121902061245595792L_1295468900_482844600,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121902061245595792L_1295468900_482844600.jpg,manhole_030.png,"416.000,622.000,47.000,12.000","380,569,498,687",12.000,manhole_cover;pothole;repaired_road,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_032,svrdd::train::09002200121901211104016582K_1296253000_482940500::manhole::001,09002200121901211104016582K_1296253000_482940500,svrdd::train::09002200121901211104016582K_1296253000_482940500,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901211104016582K_1296253000_482940500.jpg,manhole_032.png,"573.000,640.999,55.000,17.000","532,580,670,718",17.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_033,svrdd::train::09002200121902241146126522Q_1294877200_481559400::manhole::001,09002200121902241146126522Q_1294877200_481559400,svrdd::train::09002200121902241146126522Q_1294877200_481559400,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902241146126522Q_1294877200_481559400.jpg,manhole_033.png,"173.000,631.001,43.000,13.000","140,584,248,692",13.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_034,svrdd::train::0100220000130823105706645J3_1294580100_482910400::manhole::001,0100220000130823105706645J3_1294580100_482910400,svrdd::train::0100220000130823105706645J3_1294580100_482910400,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/0100220000130823105706645J3_1294580100_482910400.jpg,manhole_034.png,"366.000,608.000,55.000,15.000","324,546,462,684",15.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_035,svrdd::train::09002200121902051227168892L_1295444500_482166300::manhole::002,09002200121902051227168892L_1295444500_482166300,svrdd::train::09002200121902051227168892L_1295444500_482166300,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121902051227168892L_1295444500_482166300.jpg,manhole_035.png,"846.000,718.000,73.000,26.000","791,640,974,823",26.000,crack;manhole_cover;repaired_road,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_038,svrdd::train::09002200121902251000544922K_1295177300_481122300::manhole::001,09002200121902251000544922K_1295177300_481122300,svrdd::train::09002200121902251000544922K_1295177300_481122300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902251000544922K_1295177300_481122300.jpg,manhole_038.png,"787.000,924.000,122.000,68.000","696,719,1001,1024",68.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_039,svrdd::train::0900220000150517032758938A6_1294176600_482911900::manhole::001,0900220000150517032758938A6_1294176600_482911900,svrdd::train::0900220000150517032758938A6_1294176600_482911900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220000150517032758938A6_1294176600_482911900.jpg,manhole_039.png,"847.000,796.000,97.000,39.999","774,694,1017,937",39.999,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_040,svrdd::train::09002200121902031316484542L_1295607300_483278000::manhole::002,09002200121902031316484542L_1295607300_483278000,svrdd::train::09002200121902031316484542L_1295607300_483278000,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121902031316484542L_1295607300_483278000.jpg,manhole_040.png,"317.000,680.001,60.000,18.000","272,614,422,764",18.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_041,svrdd::train::0900220012200315162206365HJ_1297310000_482031900::manhole::001,0900220012200315162206365HJ_1297310000_482031900,svrdd::train::0900220012200315162206365HJ_1297310000_482031900,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200315162206365HJ_1297310000_482031900.jpg,manhole_041.png,"119.999,663.000,53.000,14.000","80,604,213,737",14.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_042,svrdd::train::09002200121707111154133172M_1295956900_482601900::manhole::001,09002200121707111154133172M_1295956900_482601900,svrdd::train::09002200121707111154133172M_1295956900_482601900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121707111154133172M_1295956900_482601900.jpg,manhole_042.png,"748.000,742.000,67.000,24.001","698,670,866,838",24.001,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_043,svrdd::train::09002200121902250957429772Q_1294963500_481693300::manhole::003,09002200121902250957429772Q_1294963500_481693300,svrdd::train::09002200121902250957429772Q_1294963500_481693300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902250957429772Q_1294963500_481693300.jpg,manhole_043.png,"535.000,805.000,107.000,51.000","454,696,722,964",51.000,crack;manhole_cover;pothole,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_044,svrdd::train::0900220012200318120716132HJ_1294637000_482818000::manhole::003,0900220012200318120716132HJ_1294637000_482818000,svrdd::train::0900220012200318120716132HJ_1294637000_482818000,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220012200318120716132HJ_1294637000_482818000.jpg,manhole_044.png,"97.000,710.000,76.000,25.000","40,628,230,818",25.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_045,svrdd::train::09002200121902031221522092L_1295592900_483356000::manhole::002,09002200121902031221522092L_1295592900_483356000,svrdd::train::09002200121902031221522092L_1295592900_483356000,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121902031221522092L_1295592900_483356000.jpg,manhole_045.png,"1.000,666.000,51.000,20.000","0,612,128,740",20.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_046,svrdd::train::09002200121902241020136132G_1297537400_484139300::manhole::002,09002200121902241020136132G_1297537400_484139300,svrdd::train::09002200121902241020136132G_1297537400_484139300,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121902241020136132G_1297537400_484139300.jpg,manhole_046.png,"938.000,731.000,79.000,24.001","826,644,1024,842",24.001,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_047,svrdd::train::09002200121707021319595992Q_1296199700_482451600::manhole::002,09002200121707021319595992Q_1296199700_482451600,svrdd::train::09002200121707021319595992Q_1296199700_482451600,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121707021319595992Q_1296199700_482451600.jpg,manhole_047.png,"224.999,662.000,56.001,16.000","182,600,323,741",16.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_048,svrdd::train::09002200121902181617414982K_1295281200_481901400::manhole::000,09002200121902181617414982K_1295281200_481901400,svrdd::train::09002200121902181617414982K_1295281200_481901400,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902181617414982K_1295281200_481901400.jpg,manhole_048.png,"1001.000,846.000,23.000,52.000","894,807,1024,937",23.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_050,svrdd::train::09002200121706171359284842Q_1295278700_482417200::manhole::002,09002200121706171359284842Q_1295278700_482417200,svrdd::train::09002200121706171359284842Q_1295278700_482417200,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121706171359284842Q_1295278700_482417200.jpg,manhole_050.png,"440.999,708.000,58.000,17.000","397,644,542,789",17.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_051,svrdd::train::0900220012200313144057672HG_1297193500_482364600::manhole::002,0900220012200313144057672HG_1297193500_482364600,svrdd::train::0900220012200313144057672HG_1297193500_482364600,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200313144057672HG_1297193500_482364600.jpg,manhole_051.png,"579.000,654.001,47.000,13.000","544,602,662,720",13.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_052,svrdd::train::09002200121707111139376962Q_1296168100_483041600::manhole::005,09002200121707111139376962Q_1296168100_483041600,svrdd::train::09002200121707111139376962Q_1296168100_483041600,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121707111139376962Q_1296168100_483041600.jpg,manhole_052.png,"167.000,693.000,62.000,18.000","120,624,275,779",18.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_053,svrdd::train::09002200121902231604416848K_1294497700_481731700::manhole::003,09002200121902231604416848K_1294497700_481731700,svrdd::train::09002200121902231604416848K_1294497700_481731700,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902231604416848K_1294497700_481731700.jpg,manhole_053.png,"131.000,672.999,68.000,21.000","80,598,250,768",21.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_054,svrdd::train::0100220000130830085429166J3_1294923700_483375000::manhole::002,0100220000130830085429166J3_1294923700_483375000,svrdd::train::0100220000130830085429166J3_1294923700_483375000,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/0100220000130830085429166J3_1294923700_483375000.jpg,manhole_054.png,"714.000,642.000,69.000,21.000","662,566,835,739",21.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_055,svrdd::train::09002200121902031606415202L_1295589600_482890700::manhole::001,09002200121902031606415202L_1295589600_482890700,svrdd::train::09002200121902031606415202L_1295589600_482890700,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121902031606415202L_1295589600_482890700.jpg,manhole_055.png,"664.000,653.000,51.000,19.000","626,598,754,726",19.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_056,svrdd::train::09002200122003111331342816G_1296856000_482035100::manhole::001,09002200122003111331342816G_1296856000_482035100,svrdd::train::09002200122003111331342816G_1296856000_482035100,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200122003111331342816G_1296856000_482035100.jpg,manhole_056.png,"790.000,647.000,49.000,14.000","753,592,876,715",14.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_058,svrdd::train::09002200121707101441432948T_1295496200_481901600::manhole::001,09002200121707101441432948T_1295496200_481901600,svrdd::train::09002200121707101441432948T_1295496200_481901600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101441432948T_1295496200_481901600.jpg,manhole_058.png,"780.000,650.000,39.000,12.000","750,607,848,705",12.000,manhole_cover;pothole,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_059,svrdd::train::0100220000130902125837575J3_1294889800_483451100::manhole::002,0100220000130902125837575J3_1294889800_483451100,svrdd::train::0100220000130902125837575J3_1294889800_483451100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/0100220000130902125837575J3_1294889800_483451100.jpg,manhole_059.png,"493.000,605.000,46.000,12.000","458,554,573,669",12.000,manhole_cover;pothole,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
1,SVRDD_YOLO,train,manhole_060,svrdd::train::09002200121707091025365628D_1295080600_482127500::manhole::002,09002200121707091025365628D_1295080600_482127500,svrdd::train::09002200121707091025365628D_1295080600_482127500,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121707091025365628D_1295080600_482127500.jpg,manhole_060.png,"6.000,666.000,67.000,23.000","0,594,168,762",23.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_not_training_ready,low_resolution_review_difficulty,approved_candidate_not_final_split
2,SVRDD_YOLO,train,manhole_001,svrdd::train::0900220012200311132343730HJ_1296673100_483566500::manhole::001,0900220012200311132343730HJ_1296673100_483566500,svrdd::train::0900220012200311132343730HJ_1296673100_483566500,Chaoyang,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311132343730HJ_1296673100_483566500.jpg,manhole_001.png,"876.000,747.000,94.000,31.000","789,645,1024,880",31.000,crack;manhole_cover,,manhole_cover,approve_manhole,,retain_candidate_for_v2_pool,clearer_target_round2_review,approved_candidate_not_final_split
