sample_id,size_band,region,crop_dimensions,candidate_id,source_image_id,split_group_id,materialized_image_path,preview_image_path,training_status,evidence_status,proposed_label,human_decision,reviewer_note
repaired_unique_023,medium_192_383,Chaoyang,218x218,svrdd::train::0900220012200311133906595HJ_1296786800_483703100::repaired_road::001,0900220012200311133906595HJ_1296786800_483703100,svrdd::train::0900220012200311133906595HJ_1296786800_483703100,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_4a868a3a3ee1259f49bcac0a.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_023.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_024,medium_192_383,Chaoyang,295x295,svrdd::train::0900220012200311133956319HJ_1296847800_483776400::repaired_road::001,0900220012200311133956319HJ_1296847800_483776400,svrdd::train::0900220012200311133956319HJ_1296847800_483776400,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_b75c89f9cefdb87829b86ea6.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_024.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_025,medium_192_383,Dongcheng,318x318,svrdd::train::09002200121901201538340712L_1295979500_482064000::repaired_road::000,09002200121901201538340712L_1295979500_482064000,svrdd::train::09002200121901201538340712L_1295979500_482064000,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_86713d4f3c5d77d4102a35b7.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_025.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_026,medium_192_383,Dongcheng,295x295,svrdd::train::09002200121901201518596782L_1295659700_482046400::repaired_road::001,09002200121901201518596782L_1295659700_482046400,svrdd::train::09002200121901201518596782L_1295659700_482046400,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_4a81aba2b01b8007d4a58ffd.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_026.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_027,medium_192_383,Dongcheng,375x375,svrdd::train::09002200121901201536354052L_1295890500_482061900::repaired_road::001,09002200121901201536354052L_1295890500_482061900,svrdd::train::09002200121901201536354052L_1295890500_482061900,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_2bdc2b6996f6848e35a6445a.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_027.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_028,medium_192_383,Dongcheng,262x262,svrdd::train::09002200121901201534189772L_1295822600_482057400::repaired_road::001,09002200121901201534189772L_1295822600_482057400,svrdd::train::09002200121901201534189772L_1295822600_482057400,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_a3980bf569e0c081e9096f67.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_028.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_029,medium_192_383,Fengtai,282x282,svrdd::train::09002200122003171155304687C_1295594400_482035100::repaired_road::000,09002200122003171155304687C_1295594400_482035100,svrdd::train::09002200122003171155304687C_1295594400_482035100,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_320ada857d0f01111a23fbc4.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_029.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_030,medium_192_383,Fengtai,250x250,svrdd::train::09002200121901261031100032Q_1296265600_482038800::repaired_road::000,09002200121901261031100032Q_1296265600_482038800,svrdd::train::09002200121901261031100032Q_1296265600_482038800,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_4f405cd8b4f12f8301175a50.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_030.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_031,medium_192_383,Fengtai,368x368,svrdd::train::09002200121901261034056962Q_1296131500_482051000::repaired_road::006,09002200121901261034056962Q_1296131500_482051000,svrdd::train::09002200121901261034056962Q_1296131500_482051000,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_7cc27362f0364302253e1a8d.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_031.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_032,medium_192_383,Fengtai,380x380,svrdd::train::09002200121707081407583862I_1294527100_482020700::repaired_road::003,09002200121707081407583862I_1294527100_482020700,svrdd::train::09002200121707081407583862I_1294527100_482020700,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5aec16befae05b4457cb3374.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_032.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_033,medium_192_383,Haidian,310x310,svrdd::train::0900220012200318104007528HJ_1294749500_482811600::repaired_road::000,0900220012200318104007528HJ_1294749500_482811600,svrdd::train::0900220012200318104007528HJ_1294749500_482811600,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_6e4369341704a9b426a0341d.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_033.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_034,medium_192_383,Haidian,328x328,svrdd::train::0900220012200310130512826HG_1294920500_483642600::repaired_road::003,0900220012200310130512826HG_1294920500_483642600,svrdd::train::0900220012200310130512826HG_1294920500_483642600,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_cf5ce9e30c8e8853971f437c.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_034.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_035,medium_192_383,Haidian,215x215,svrdd::train::01002200001307241435272995B_1292965700_484899900::repaired_road::003,01002200001307241435272995B_1292965700_484899900,svrdd::train::01002200001307241435272995B_1292965700_484899900,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_11524b69d54ab4a48e26bee6.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_035.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_036,medium_192_383,Haidian,220x220,svrdd::train::09002200121902261016190922Q_1295116500_482629600::repaired_road::002,09002200121902261016190922Q_1295116500_482629600,svrdd::train::09002200121902261016190922Q_1295116500_482629600,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_a33356b4d429f26dbfe1c502.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_036.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_037,medium_192_383,Xicheng,268x268,svrdd::train::09002200121901201347194922L_1295277900_482251200::repaired_road::003,09002200121901201347194922L_1295277900_482251200,svrdd::train::09002200121901201347194922L_1295277900_482251200,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_d5330671902dc63825e683a9.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_037.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_038,medium_192_383,Xicheng,252x252,svrdd::train::09002200121902031634058642L_1295511000_482808600::repaired_road::001,09002200121902031634058642L_1295511000_482808600,svrdd::train::09002200121902031634058642L_1295511000_482808600,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_50bd9729969b967d96d8b472.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_038.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_039,medium_192_383,Xicheng,298x298,svrdd::train::09002200121901201351403612L_1295351200_482439000::repaired_road::000,09002200121901201351403612L_1295351200_482439000,svrdd::train::09002200121901201351403612L_1295351200_482439000,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_26d8925fb0a9eeb1c691748a.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_039.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_040,medium_192_383,Xicheng,298x298,svrdd::train::09002200121901201402005812L_1295357500_482861500::repaired_road::002,09002200121901201402005812L_1295357500_482861500,svrdd::train::09002200121901201402005812L_1295357500_482861500,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_b25482355fecd341dad974da.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_040.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_041,large_384_plus,Chaoyang,982x982,svrdd::train::09002200122003101132343706G_1295535400_483896400::repaired_road::000,09002200122003101132343706G_1295535400_483896400,svrdd::train::09002200122003101132343706G_1295535400_483896400,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_db948442345a83d1f36fc802.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_041.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_042,large_384_plus,Chaoyang,485x485,svrdd::train::0900220012200311132224226HJ_1296568200_483441700::repaired_road::000,0900220012200311132224226HJ_1296568200_483441700,svrdd::train::0900220012200311132224226HJ_1296568200_483441700,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_ed0798ac5fc902b8141d3c66.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_042.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,reject_unclear,Because of shadow of bus it is not clear to detect the repaired road part
repaired_unique_043,large_384_plus,Chaoyang,1024x1024,svrdd::train::0900220012200311132157958HJ_1296537900_483406300::repaired_road::000,0900220012200311132157958HJ_1296537900_483406300,svrdd::train::0900220012200311132157958HJ_1296537900_483406300,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_040bd094027b5e64ef209e61.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_043.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,reject_unclear,Invisible to detect for human eye
repaired_unique_044,large_384_plus,Chaoyang,695x695,svrdd::train::01002200001308251323546815D_1296954300_483889400::repaired_road::000,01002200001308251323546815D_1296954300_483889400,svrdd::train::01002200001308251323546815D_1296954300_483889400,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_224acad25e3b6a4b8bfea908.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_044.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_045,large_384_plus,Dongcheng,1024x1024,svrdd::train::09002200121901201535563582L_1295866700_482060000::repaired_road::004,09002200121901201535563582L_1295866700_482060000,svrdd::train::09002200121901201535563582L_1295866700_482060000,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_ddace445ad7b69b96d32eb14.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_045.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_046,large_384_plus,Dongcheng,1024x1024,svrdd::train::09002200121901201600012722L_1296227100_482907400::repaired_road::002,09002200121901201600012722L_1296227100_482907400,svrdd::train::09002200121901201600012722L_1296227100_482907400,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_9c7b49c08f1b73240263f6df.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_046.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,reject_unclear,The color of asphalt prevents to detect the repaired part
repaired_unique_047,large_384_plus,Dongcheng,1024x1024,svrdd::train::09002200121901231016454992K_1296221200_483043700::repaired_road::000,09002200121901231016454992K_1296221200_483043700,svrdd::train::09002200121901231016454992K_1296221200_483043700,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_9ed1638ae0ae284062ae7403.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_047.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_048,large_384_plus,Dongcheng,650x650,svrdd::train::09002200121901230925282692Q_1296369200_482367900::repaired_road::000,09002200121901230925282692Q_1296369200_482367900,svrdd::train::09002200121901230925282692Q_1296369200_482367900,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_db66231172570cd9f410acaf.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_048.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,reject_unclear,The color of asphalt prevents to detect the repaired part
repaired_unique_049,large_384_plus,Fengtai,1024x1024,svrdd::train::09002200121707081442110772I_1295880600_481487600::repaired_road::001,09002200121707081442110772I_1295880600_481487600,svrdd::train::09002200121707081442110772I_1295880600_481487600,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5a5add0090f04b0bcfa949ac.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_049.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_050,large_384_plus,Fengtai,1024x1024,svrdd::train::09002200121707081407105462I_1294545700_481974600::repaired_road::001,09002200121707081407105462I_1294545700_481974600,svrdd::train::09002200121707081407105462I_1294545700_481974600,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_0aedf0f353f9528a5dcba6ab.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_050.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,reject_unclear,The color of asphalt prevents to detect the repaired part
repaired_unique_051,large_384_plus,Fengtai,608x608,svrdd::train::09002200122003171152335007C_1295425000_482007300::repaired_road::002,09002200122003171152335007C_1295425000_482007300,svrdd::train::09002200122003171152335007C_1295425000_482007300,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_990eb39cfd65bc5a5fc917e9.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_051.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,reject_unclear,Invisible to detect for human eye
repaired_unique_052,large_384_plus,Fengtai,670x670,svrdd::train::09002200121707081401567622I_1294579900_481595000::repaired_road::002,09002200121707081401567622I_1294579900_481595000,svrdd::train::09002200121707081401567622I_1294579900_481595000,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_49cc676432e3f7abe9ed2410.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_052.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
repaired_unique_053,large_384_plus,Haidian,450x450,svrdd::train::09002200011601071037088197H_1294411300_484034300::repaired_road::000,09002200011601071037088197H_1294411300_484034300,svrdd::train::09002200011601071037088197H_1294411300_484034300,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_4d9dd06afa83c923f6d4aad8.jpg,data/processed/v2/svrdd/repaired_road_unique_quality_review/previews/repaired_unique_053.png,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,repaired_road,approve_repaired_road,
