source_id,filename,relative_image_path,relative_label_path,sha256,width,height,valid_pothole_boxes,invalid_source_boxes,duplicate_group,decision,decision_reason
github_pothole::img-1008,img-1008.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1008.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1008.txt,a32422a20261ec88cdc1241bced67942c8262a6f3ed851a081178b5ad794bf23,416,241,4,0,,keep,human_visual_quality_approved
github_pothole::img-1009,img-1009.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1009.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1009.txt,d236b259093811f46abcd5d29fdb99927d735ac9e3c487c84634c603de4f6724,416,273,6,0,,keep,human_visual_quality_approved
github_pothole::img-101,img-101.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-101.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-101.txt,b371e2b5c9675307bf42ccaf9dd1e7180909257941e8ab57f3d7dd304a7dc649,720,720,2,0,,keep,human_visual_quality_approved
github_pothole::img-1010,img-1010.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1010.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1010.txt,5b5d430af299378129eca8a0373e4ca14e9bb929b418e15069f4333bf83cff02,416,277,6,0,,keep,human_visual_quality_approved
github_pothole::img-1011,img-1011.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1011.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1011.txt,1b985516d950a5a16323f6e773ae47006e8b5e08034cea4c2795f665b5760249,416,231,4,0,,keep,human_visual_quality_approved
github_pothole::img-1012,img-1012.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1012.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1012.txt,d0b26e8646213626a00f244f46d43748d41e2c2b6f4b26f208be33cec7ac4aab,416,234,5,0,,keep,human_visual_quality_approved
github_pothole::img-1013,img-1013.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1013.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1013.txt,dda415bc7f541d3855e1fbd7688aac443f23f62668aaa5463ed4b02ab0c84400,416,174,1,0,,keep,human_visual_quality_approved
github_pothole::img-1014,img-1014.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1014.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1014.txt,210298a885c94aa560e2d86c512ebb3f67c15046a0165d39ecba079166d9fb9c,416,277,8,0,,keep,human_visual_quality_approved
github_pothole::img-1015,img-1015.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1015.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1015.txt,f29202843c64f8f56a365f6f92c62d3189b982166d4a40b5feb2995989ce9340,400,300,1,0,,keep,human_visual_quality_approved
github_pothole::img-1016,img-1016.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1016.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1016.txt,9794c80452c376405ac3bf624499c0bdaa42726f07370bd17d5fa2120441d555,416,277,1,0,,keep,human_visual_quality_approved
github_pothole::img-1017,img-1017.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1017.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1017.txt,ae532ac40a8cb19d029563e4d9dee7d8476fa66bb9ae95438f564557e9210f45,416,275,5,0,,keep,human_visual_quality_approved
github_pothole::img-1018,img-1018.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1018.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1018.txt,7e862ffc7450f3f82388cb35b2c64f58c0dd6b5b0dc6c437659eb1a3ff7decc0,416,277,3,0,,keep,human_visual_quality_approved
github_pothole::img-1019,img-1019.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1019.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1019.txt,b2fcfd88adae62d10e1f5c101304da03e19945f84f094b8bd3b640ae867aa0c5,416,254,1,0,,keep,human_visual_quality_approved
github_pothole::img-102,img-102.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-102.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-102.txt,08236ff1ed2d37525a5cbd384084ea1e494164e1606900fc5b92cba662b2e4b5,720,720,1,0,,keep,human_visual_quality_approved
github_pothole::img-1020,img-1020.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1020.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1020.txt,6a429eb193dc205d387fc614e60907129605c6b085975844eed493e9ba01c70b,416,277,2,0,,keep,human_visual_quality_approved
github_pothole::img-1021,img-1021.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1021.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1021.txt,0479265a6163ca2b2121d7aeb7765d2c9cdaa7c619bd5e76b0d9bb7423f4d289,416,207,1,0,,keep,human_visual_quality_approved
github_pothole::img-1022,img-1022.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1022.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1022.txt,5400b8d2a9be81329548de528af00239dc6695b2e2623a21f42600d124cbd323,416,312,3,0,,keep,human_visual_quality_approved
github_pothole::img-1023,img-1023.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1023.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1023.txt,cbb3ad78623d6fa81f9d8ac352d03e0f2e73bc86fd9ab1a20e78d7f2d59325d6,416,271,3,0,,keep,human_visual_quality_approved
github_pothole::img-1024,img-1024.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1024.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1024.txt,e7763f1ee0cdd7a9c3e9fa67bc1c680bac16baa8433ef6920c46ae5ed72d63b5,416,277,1,0,,keep,human_visual_quality_approved
github_pothole::img-1025,img-1025.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1025.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1025.txt,9efa11846c979481516985556a4e77ad5c68374c7aea1d87d7fd37c90e112618,416,312,1,0,,keep,human_visual_quality_approved
github_pothole::img-1026,img-1026.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1026.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1026.txt,b0aa024364526c41c35f7fe9c8e167735ea347eb723fb26284dd92d1b0d234d4,416,234,1,0,,keep,human_visual_quality_approved
github_pothole::img-1027,img-1027.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1027.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1027.txt,7961a135f5b141b6a312912f5f9e15ca8f215232858ea18667168cd1550a5733,416,277,1,0,,keep,human_visual_quality_approved
github_pothole::img-1028,img-1028.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1028.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1028.txt,e8952b0a47701fd02e21613e4a3f7a6e4a762a4ef71b126cd68dfddcf4c80df3,416,273,2,0,,keep,human_visual_quality_approved
github_pothole::img-1029,img-1029.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1029.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1029.txt,881421e6c4ba68aa22dfe12c172e1c8b61c9d66f0052ceaecf532a107025ec8d,416,248,3,0,,keep,human_visual_quality_approved
github_pothole::img-103,img-103.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-103.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-103.txt,d9cf149f3c3a77ea30e0f48529b0d577e0057022bd0d07b4cc091e129fb83b60,720,720,1,0,,keep,human_visual_quality_approved
github_pothole::img-1030,img-1030.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1030.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1030.txt,0e9012306642cdb57465fe0a8e6a20210512b818589eb40e4f9e2085ddc60953,300,224,2,0,,keep,human_visual_quality_approved
github_pothole::img-1031,img-1031.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1031.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1031.txt,f7ab5270dbfc455f2e82f071debf46c0f16e10f06e4c12665e20e640208bc709,416,230,6,0,,keep,human_visual_quality_approved
github_pothole::img-1032,img-1032.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1032.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1032.txt,622608609d6e6b055d5c85dffd2b240a999e6a07593c81168b0ba27cef4d12b5,416,312,3,0,,keep,human_visual_quality_approved
github_pothole::img-1033,img-1033.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1033.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1033.txt,11a1bee79792abdcb345e71f7cfa20b938a79f1ed969e329928e780876681411,416,273,6,0,,keep,human_visual_quality_approved
github_pothole::img-1034,img-1034.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1034.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1034.txt,50384741a0b8270781e1759f4d18217644a6bca3d0f5513f9299be106e2a2ba1,416,224,4,0,,keep,human_visual_quality_approved
github_pothole::img-1035,img-1035.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1035.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1035.txt,bb00da0fd46056178b8fca93f050360ec6ca9dad31cc47804a7df23e1e9be8df,416,234,1,0,,keep,human_visual_quality_approved
github_pothole::img-1036,img-1036.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1036.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1036.txt,d4e566c5de5c07215ebedc796935a00534ac30131ffb0a2dfa4ddd55e1ab5ce2,416,312,2,0,,keep,human_visual_quality_approved
github_pothole::img-1037,img-1037.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1037.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1037.txt,07255d5b0fe306782c237a2d0dd5d8f7b10ef02126538f480abf179f66a47de5,416,312,1,0,,keep,human_visual_quality_approved
github_pothole::img-1038,img-1038.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1038.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1038.txt,e6915d5db5de98c3971f14e18de8f2e4e243cbedea752ec02f9734537f6fc0ba,416,277,2,0,,keep,human_visual_quality_approved
github_pothole::img-1039,img-1039.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1039.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1039.txt,4a140ae27098a049c93944c3f158be980af2ffdf3a1a27c42061729533c866d8,416,277,4,0,,keep,human_visual_quality_approved
github_pothole::img-104,img-104.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-104.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-104.txt,9a3ab9e170bdbbff00a57493b3491bf1028f29b1b7e65cc2c8caa66c93ae3225,720,720,2,0,,keep,human_visual_quality_approved
github_pothole::img-1040,img-1040.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1040.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1040.txt,450501d9ad9797f3bdf2af5561379011a5cdc1cade29dd8ab56a00dc93fc70b3,416,218,2,0,,keep,human_visual_quality_approved
github_pothole::img-1041,img-1041.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1041.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1041.txt,aed9c7af9f9f10ef141642f3f643a9682ac3b90e11bfee0065e60759030496de,416,243,2,0,,keep,human_visual_quality_approved
github_pothole::img-1042,img-1042.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1042.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1042.txt,bb57765bc83c9b6b06de54e826c50e484fc7c781e6359075631d1b8c20f911aa,416,276,3,0,,keep,human_visual_quality_approved
github_pothole::img-1043,img-1043.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1043.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1043.txt,5498fbbe265604304f99d711e2c606967c4d1715890cb3fa6d5495ff091b99f8,416,259,1,0,,keep,human_visual_quality_approved
github_pothole::img-1044,img-1044.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1044.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1044.txt,deb085d9ea1819cf1ebe724d9fcd57d5bd8492540d4f33ec47e949d4512d4a73,416,312,6,0,,keep,human_visual_quality_approved
github_pothole::img-1045,img-1045.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1045.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1045.txt,e9b4a44d8845c56037d65372a80990bd8bd1f89bc6eaafb5d22f6d61bfc411a1,269,178,2,0,,keep,human_visual_quality_approved
github_pothole::img-1046,img-1046.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1046.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1046.txt,3bcd615f21ba182667986ee7ed6164f130f7d433497e3c00cc7eef3e268c3ba0,416,312,3,0,,keep,human_visual_quality_approved
github_pothole::img-1047,img-1047.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1047.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1047.txt,8af7b568276a0c0d003d949ebe036e816c43a5efa41f88657ad6795a96b416d6,416,234,10,0,,keep,human_visual_quality_approved
github_pothole::img-1048,img-1048.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1048.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1048.txt,4d52760fc793d9ce9a744305136e32f62464a45c841f23797700b55b3fca8bcb,326,434,5,0,,keep,human_visual_quality_approved
github_pothole::img-1049,img-1049.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1049.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1049.txt,373e40860a1c1fdafa72fd9495715562f7dae948ea18085a3846925c716c67a9,320,240,1,0,,keep,human_visual_quality_approved
github_pothole::img-105,img-105.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-105.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-105.txt,b8f36d68e2d6280b83ae9b0fe6d51e3670197b51c2cc1db0ca27b9416c4ca8bf,720,720,2,0,,keep,human_visual_quality_approved
github_pothole::img-1050,img-1050.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1050.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1050.txt,f0c47bf54163541a831210aa0188fad845929bc24c0474385691ff3cd511352f,416,234,9,0,,keep,human_visual_quality_approved
github_pothole::img-1051,img-1051.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1051.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1051.txt,ad6119f6aec7518630ef655f2160ab03a95579faebb46e9a7a81164865a6f184,400,225,1,0,,keep,human_visual_quality_approved
github_pothole::img-1052,img-1052.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1052.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1052.txt,7e66d6700f94bec6b0d94a1f41c26dbf30f4dfded1d19b39dbe201240210fc61,416,311,4,0,,keep,human_visual_quality_approved
github_pothole::img-1053,img-1053.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1053.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1053.txt,ab3ab9a3974fa2333d596cc7f3506fbda6015548096fca43b7f1e22e7d2deeda,416,234,4,0,,keep,human_visual_quality_approved
github_pothole::img-1054,img-1054.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1054.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1054.txt,a5db789725ef6cac16805ca346fd858a38ef060fc4372ddffae8708f80cc06a8,416,312,2,0,,keep,human_visual_quality_approved
github_pothole::img-1055,img-1055.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1055.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1055.txt,e60a42e6af7d8019cc35a9f53f6233067873791bd16a355f52b59064cbaefc5c,416,282,1,0,,keep,human_visual_quality_approved
github_pothole::img-1056,img-1056.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1056.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1056.txt,bb4c505b83b5dc7554f5b80ff2826be600399ce80859cc973a7632c98f0fb6c5,416,312,3,0,,keep,human_visual_quality_approved
github_pothole::img-1057,img-1057.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1057.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1057.txt,9112d2a6ed7d176185609e1492968af3e375a637dda95b6835d70d57f813baad,416,265,5,0,,keep,human_visual_quality_approved
github_pothole::img-1058,img-1058.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1058.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1058.txt,4b242be2f827e4cc59df8a266e67205a1f1f66e6f900dbfa1f0bb40b0016e937,416,216,2,0,,keep,human_visual_quality_approved
github_pothole::img-1059,img-1059.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1059.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1059.txt,32cf4b8b11d728177f63e70c4f9c44e9d396842b45a22259b9480fd39ece72b9,416,277,3,0,,keep,human_visual_quality_approved
github_pothole::img-106,img-106.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-106.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-106.txt,c737901c1ba6e033d7ba0f60d58f72fb8e054173fa2834fc510f6e31abbf9984,720,720,2,0,,keep,human_visual_quality_approved
github_pothole::img-1060,img-1060.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1060.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1060.txt,fd9456e8682a90b1d5b7da2495a27c82a8df60d1cea3f617bc57c70ad7e80fbb,416,312,4,0,,keep,human_visual_quality_approved
github_pothole::img-1061,img-1061.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1061.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1061.txt,e2007b3220f9717c5bf42bff1f43c9592243e1ae4d1f694f8eafc24c92e0ccd3,416,277,2,0,,keep,human_visual_quality_approved
github_pothole::img-1062,img-1062.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1062.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1062.txt,bfb99cea3fddfffbc765be575005a7e373dcae36934bcee65c16cf4847620afe,416,312,1,0,,keep,human_visual_quality_approved
github_pothole::img-1063,img-1063.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1063.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1063.txt,312170863e21d2ebdb6bd9f3510bf255d3873cb168539c8c3e604bf9b22e0e1c,416,277,2,0,,keep,human_visual_quality_approved
github_pothole::img-1064,img-1064.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1064.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1064.txt,31352fa1fcb285d4b18283516b6bb8584fa352a83752887729db7ddd28423f61,416,234,1,0,,keep,human_visual_quality_approved
github_pothole::img-1065,img-1065.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1065.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1065.txt,3fb0f4aa2c40c5c3524c19a95896edb77df8a649baf048f2640fcd164d4db584,416,233,3,0,,keep,human_visual_quality_approved
github_pothole::img-1066,img-1066.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1066.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1066.txt,959d1dbc8cb94326f3a30cce84907ae19c22f92ff9ce7c1c833afb616f0aed0e,416,218,1,0,,keep,human_visual_quality_approved
github_pothole::img-1067,img-1067.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1067.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1067.txt,d62dd53b076f0df10580ffaf0eaf127be30f49e8947f349f7e72bf900539b47d,416,276,1,0,,keep,human_visual_quality_approved
github_pothole::img-1068,img-1068.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1068.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1068.txt,62619b20f01605e7baf93f24eb1e1d9223ac9157741f2d27ff8c98aa514f22f0,416,140,3,0,,keep,human_visual_quality_approved
github_pothole::img-1069,img-1069.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1069.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1069.txt,7a613f2e1642e422fb1062885873e9726d5f675d460abeba6bcbc8bbde99eb8b,416,129,1,0,,keep,human_visual_quality_approved
github_pothole::img-107,img-107.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-107.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-107.txt,4ad843a471dd53932bde971d80667d3b7e33b873b30e72f730413a456b8edec5,720,720,1,0,,keep,human_visual_quality_approved
github_pothole::img-1070,img-1070.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1070.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1070.txt,c871d36d27ab67d149ba08ae55e2ade0d695505b42db85c321d90f7f4dade8ec,416,277,1,0,,keep,human_visual_quality_approved
github_pothole::img-1071,img-1071.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1071.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1071.txt,ca405de8cf75fc4b667c08c873605fcfcb7b06453c2cab19c6e3af4d9eeca053,300,199,1,0,,keep,human_visual_quality_approved
github_pothole::img-1072,img-1072.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1072.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1072.txt,221a8613fc20ebabbeaf748e332527eb12f9d7957974b9fcaa43805e1a6244ab,416,218,4,0,,keep,human_visual_quality_approved
github_pothole::img-1073,img-1073.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1073.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1073.txt,80599277c7d48ffee6e76f5f53c51088200e64fa93e79381e9094f718c9177bb,416,234,1,0,,keep,human_visual_quality_approved
github_pothole::img-1074,img-1074.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1074.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1074.txt,d2bb98adc3ee72f33501dbd6a5125d7ccace1c2fe82e2558f05916a0b3bce5ae,416,237,2,0,,keep,human_visual_quality_approved
github_pothole::img-1075,img-1075.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1075.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1075.txt,e75d6bf6aa0ff7d1aad6d29bc1b2d0507cf921c6dd5399b3ec70944eb40822e3,416,277,1,0,,keep,human_visual_quality_approved
github_pothole::img-1076,img-1076.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1076.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1076.txt,0f14a8bbf2420ed5b12f4573eb85d54aecec8e2a1f28b6c32d9b7233daf8c71b,416,277,2,0,,keep,human_visual_quality_approved
github_pothole::img-1077,img-1077.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1077.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1077.txt,a085ba5fd9afa9bb5b41e61df8b23bcf3a8018e96777d3a86c569c0cc3237f6e,416,372,3,0,,keep,human_visual_quality_approved
github_pothole::img-1078,img-1078.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1078.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1078.txt,840ea306ca418e8edc36eb30d3a3a53c8698ba790bb564ef83b58f91c2340806,300,168,4,0,,keep,human_visual_quality_approved
github_pothole::img-1079,img-1079.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1079.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1079.txt,d62d7639e3a0f7f7acc1ef6773dcdfb5a05e6b0002ef05623c5814befde447b7,416,234,1,0,,keep,human_visual_quality_approved
github_pothole::img-108,img-108.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-108.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-108.txt,51bf028115a9a7a8ed57e91f43a422e0d6b9a1cf1033d512e26fccd13d058b42,720,720,5,0,,keep,human_visual_quality_approved
github_pothole::img-1080,img-1080.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1080.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1080.txt,fc07b8f4e3481d667cc49243bcbdc9d9dbdebe76252d8be61d55a85090f63f6f,416,234,1,0,,keep,human_visual_quality_approved
github_pothole::img-1081,img-1081.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1081.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-1081.txt,58b9ced025459dead17749933c32fbe54dc333817f72ac5a22d7e663b2ab58eb,416,293,2,0,,keep,human_visual_quality_approved
