image_id,candidate_label,surface_type,surface_quality,official_train,width,height,long_side_at_least_1024,file_size_bytes,sha256,relative_image_path,user_id,captured_at,exact_duplicate_group
1035536947263858,Normal_asphalt,asphalt,excellent,True,1024,768,True,142195,b23563cd4f967b6ee706511627bda25a362b8c5a253fe652c7da826fe2430c8e,data/raw/v2/streetsurfacevis/s_1024/1035536947263858.jpg,101152495465210,1497525975000,
1035961850498567,Unpaved_road,unpaved,bad,True,1024,768,True,131394,e6f31801dd0f52fbc933e49d8915e32bfbae87dbe14a00520f3376415a455371,data/raw/v2/streetsurfacevis/s_1024/1035961850498567.jpg,103901361851883,1628102048000,
1038534443710113,Unpaved_road,unpaved,bad,True,1024,768,True,159968,6953e0cc39dfdd43fdc4c089325d1d51c2282301a4ab06dcac3eb2b3aa0ed247,data/raw/v2/streetsurfacevis/s_1024/1038534443710113.jpg,100232345559807,1648377819218,
1044757253598106,Unpaved_road,unpaved,very_bad,True,1024,768,True,200573,369f73b82e3b15aa12e48f8e0d26a553a61e6f554bd9617e96395ae1d6a91de1,data/raw/v2/streetsurfacevis/s_1024/1044757253598106.jpg,107578659060721,1689175968000,
1045935069268697,Normal_asphalt,asphalt,excellent,True,1024,768,True,155099,baf04109848f69e3effa9d7ae2ee1b14b7cad216ec97c4136b41c22fd368218d,data/raw/v2/streetsurfacevis/s_1024/1045935069268697.jpg,103165985261213,1451661616032,
1046272775777062,Unpaved_road,unpaved,intermediate,True,1024,768,True,92470,aff3960da8baed147f41cf5f16e56e030ae8963f2f98bb6277d84d96c0be053b,data/raw/v2/streetsurfacevis/s_1024/1046272775777062.jpg,101020912145314,1520954892240,
1049314595676107,Normal_asphalt,asphalt,excellent,True,1024,768,True,188905,38c0d5fcf951bccd4858701f68cb6f2314f4396687ab0e5d4f8444fcdb368dd9,data/raw/v2/streetsurfacevis/s_1024/1049314595676107.jpg,104115958497622,1651669526756,
1050699605738390,Unpaved_road,unpaved,very_bad,True,1024,768,True,156826,20564810f5a6a22ca2ea9372912e20653091f5e38fa48e882daab2a32c105db9,data/raw/v2/streetsurfacevis/s_1024/1050699605738390.jpg,103901361851883,1628705780000,
1050969486357857,Unpaved_road,unpaved,intermediate,True,1024,768,True,179408,420c03d60824b173a27eabd166061babe5d14fc8265dcd6ec66723742af676df,data/raw/v2/streetsurfacevis/s_1024/1050969486357857.jpg,102187028688979,1685453368000,
1051037872555462,Normal_asphalt,asphalt,excellent,True,1024,771,True,163817,032492b472531b5488a2b6b1f7584738a789afa748b976304baa3de15912e846,data/raw/v2/streetsurfacevis/s_1024/1051037872555462.jpg,119603964407119,1696232977361,
1051112468958729,Normal_asphalt,asphalt,excellent,True,1024,576,True,110293,03fc7acd3c371ad457ac34dd1d88693a81e15da764ae39ea745c197e68302c44,data/raw/v2/streetsurfacevis/s_1024/1051112468958729.jpg,104058601953691,1631623730374,
1054963871578545,Unpaved_road,unpaved,intermediate,True,1024,576,True,90181,89f5a2cfba9493ef7adcc6efb4a13fdf3c52d3e8016bb509be417dbde96d1651,data/raw/v2/streetsurfacevis/s_1024/1054963871578545.jpg,108954524668583,1590832088000,
1056757964846846,Normal_asphalt,asphalt,excellent,True,1024,768,True,154034,1b6f76b504f3395938bfff933ba96eab1b73a3e5f00e87edb25f4e35b15c8b34,data/raw/v2/streetsurfacevis/s_1024/1056757964846846.jpg,110208441206053,1522322955175,
1058681704867668,Normal_asphalt,asphalt,excellent,True,1024,768,True,194964,e7f241619dc449ec1e2283d6a7292b87d6451a8505b562c8569e6353e1223bd3,data/raw/v2/streetsurfacevis/s_1024/1058681704867668.jpg,108354611399818,1632673226012,
1059153058252530,Normal_asphalt,asphalt,excellent,True,1024,768,True,145098,e8eabe38c97872391c40ce644539ad08fd67751e1558c97a5994cb06a4c9f592,data/raw/v2/streetsurfacevis/s_1024/1059153058252530.jpg,100232345559807,1635521421750,
1061896178058744,Normal_asphalt,asphalt,excellent,True,1024,768,True,164755,d7e842e1e97a560b56af14fab42d79b1944d86eb40e7d318483e8aeabc171741,data/raw/v2/streetsurfacevis/s_1024/1061896178058744.jpg,102518778654933,1652796751000,
1065152237680398,Normal_asphalt,asphalt,excellent,True,1024,768,True,169946,cab125494606517796850a48e8f2d4afed43643d5b8c025fbd563bb122780ec4,data/raw/v2/streetsurfacevis/s_1024/1065152237680398.jpg,105128028394163,1648212818684,
1065726337925398,Normal_asphalt,asphalt,excellent,True,1024,768,True,155193,1dbecfa8e61c55e2c2d926ba5b370cf9f149e83dc3bca566baf4f73cb705bd05,data/raw/v2/streetsurfacevis/s_1024/1065726337925398.jpg,100232345559807,1695125250500,
106664314840681,Normal_asphalt,asphalt,excellent,True,1024,768,True,115059,ee3247813d1985a7b864ac93bc389775d258458a6af6a59426b4dee1c7d1b411,data/raw/v2/streetsurfacevis/s_1024/106664314840681.jpg,105727404998982,1557574499521,
1067708514045779,Unpaved_road,unpaved,bad,True,1024,768,True,108763,1ba06450abe1f5e3e4cd10166fc90212eaf5f12bdfc940cd65c55d8e14d05b05,data/raw/v2/streetsurfacevis/s_1024/1067708514045779.jpg,100232345559807,1635692715500,
1070284307000174,Normal_asphalt,asphalt,excellent,True,1024,768,True,161782,8860655752f1081234874ddc3e6807734aad611594e378e2230de63623da3e5d,data/raw/v2/streetsurfacevis/s_1024/1070284307000174.jpg,106087394964047,1667234862000,
1072048910205357,Normal_asphalt,asphalt,excellent,True,1024,768,True,137870,a8f72f4f8842bfe143975863daf31b325cb31a0a7959376e08fdc2ff7e48bd1e,data/raw/v2/streetsurfacevis/s_1024/1072048910205357.jpg,100232345559807,1633257826500,
1072579650262226,Unpaved_road,unpaved,intermediate,True,1024,768,True,171739,71fb1c533ff4e8b7d39d8e5fd5d2a215776f5ba00becd4d019b5ac8cc9d83dd7,data/raw/v2/streetsurfacevis/s_1024/1072579650262226.jpg,100232345559807,1638799737882,
1075514736275221,Unpaved_road,unpaved,intermediate,True,1024,768,True,242829,dfd6f8fcb54c698cfeddb41bbd8015ca7786fef290e1696a4684638f1867dd56,data/raw/v2/streetsurfacevis/s_1024/1075514736275221.jpg,102939351945755,1398359562000,
1076034729473356,Normal_asphalt,asphalt,excellent,True,1024,768,True,116671,1f1698e11b0e72f228b959b7a8965cd3580480fdb855c63612a16e7502fe0258,data/raw/v2/streetsurfacevis/s_1024/1076034729473356.jpg,101106178803146,1521892177116,
1080303272712855,Unpaved_road,unpaved,bad,True,1024,768,True,219530,5cb8afe35a7bb75f1f52320e734c3a36c3e832a335333ad29e2b17b7703f9d68,data/raw/v2/streetsurfacevis/s_1024/1080303272712855.jpg,100232345559807,1636450567000,
1081883106134255,Unpaved_road,unpaved,very_bad,True,1024,576,True,166494,02fcbd00ca36c18a1d7c2bdd352ad195d64db603fe7da53285c98c7d0942fc56,data/raw/v2/streetsurfacevis/s_1024/1081883106134255.jpg,102468835332129,1697364593352,
1081986468955327,Unpaved_road,unpaved,bad,True,1024,576,True,185951,7171fc20a8aee8182c5a4f84cbc3434936a434dd620f99acc3c461062d45c420,data/raw/v2/streetsurfacevis/s_1024/1081986468955327.jpg,108954524668583,1523095643000,
1091234071764680,Unpaved_road,unpaved,very_bad,True,1024,768,True,209802,2683f650a339acd35991abdd966411e650599d2e701d8baf48ea831b80da8273,data/raw/v2/streetsurfacevis/s_1024/1091234071764680.jpg,102510969130863,1659181268608,
109544924542566,Normal_asphalt,asphalt,excellent,True,1024,768,True,115335,be66c42cc345a404bac7792112bccc6111151bce4de5d23244a638b86fb9bd6b,data/raw/v2/streetsurfacevis/s_1024/109544924542566.jpg,111362777761875,1556377306106,
109564885090094,Unpaved_road,unpaved,very_bad,True,1024,768,True,112613,9201a87f91b256708d26d838851017e5f9d43be81e0e19320755584a6d905e0d,data/raw/v2/streetsurfacevis/s_1024/109564885090094.jpg,103901361851883,1658327594000,
1100009210489054,Unpaved_road,unpaved,bad,True,1024,768,True,189197,6286b0f08bfee0f966804b5163fe020d05312c196c72f51098264c92b4a3e121,data/raw/v2/streetsurfacevis/s_1024/1100009210489054.jpg,104261288481574,1471940392000,
1100150907419820,Normal_asphalt,asphalt,excellent,True,1024,576,True,80418,4f5fb0092e293e6cff010efe6484a9076465a7955628d1fa290256d58c27bb2d,data/raw/v2/streetsurfacevis/s_1024/1100150907419820.jpg,102099175369556,1640355479989,
1101794230301401,Unpaved_road,unpaved,bad,True,1024,768,True,137638,51fd9bffd6911be85ddcc44ba73132edf627df28b51ea0c41c13b2dca36fce5a,data/raw/v2/streetsurfacevis/s_1024/1101794230301401.jpg,110088461223532,1465898580000,
1103925490115965,Normal_asphalt,asphalt,excellent,True,1024,768,True,92608,010367ddcb46ff3dc611015e422bc019ae2d1be35333a36241b4f069659a37ff,data/raw/v2/streetsurfacevis/s_1024/1103925490115965.jpg,101106178803146,1561914364267,
1105200436643594,Normal_asphalt,asphalt,excellent,True,1024,768,True,129278,e01bcfba72f2a05e6c60f3fae60b914c08659e0fd1dd2734c8b685b5abb271f8,data/raw/v2/streetsurfacevis/s_1024/1105200436643594.jpg,105736961664820,1498575780595,
1106452096555277,Normal_asphalt,asphalt,excellent,True,1024,768,True,69475,d95e05a3c62c06073654a35830df75d7a94460aceaba0755de7fc221f354cd15,data/raw/v2/streetsurfacevis/s_1024/1106452096555277.jpg,100127415570527,1567709731100,
1108484616338504,Unpaved_road,unpaved,intermediate,True,1024,768,True,253220,1eea6560a6f525d64a156e4651127bcd221cba96dba12027c3ddf5b4412c6198,data/raw/v2/streetsurfacevis/s_1024/1108484616338504.jpg,104984298408021,1533031648000,
1115581715850293,Unpaved_road,unpaved,bad,True,1024,768,True,130197,fbefcc3fa5989e5d18dc486774e4e13a54f488d8b3cfc4db1595cd8d6c7c0ece,data/raw/v2/streetsurfacevis/s_1024/1115581715850293.jpg,110208441206053,1640183560278,
1117272335435053,Unpaved_road,unpaved,intermediate,True,1024,768,True,189929,44fc7041a631f96e0082e4834a49084f7ea4cb30fea8e84313fc4cbf8cbffcd6,data/raw/v2/streetsurfacevis/s_1024/1117272335435053.jpg,100232345559807,1611922586000,
1119267732329214,Unpaved_road,unpaved,very_bad,True,1024,768,True,253746,cbdfd0404a56018881d1841838c06c0e166c0eccc9fa50d70614f4f39614cba5,data/raw/v2/streetsurfacevis/s_1024/1119267732329214.jpg,103901361851883,1658851264387,
1120609728420959,Normal_asphalt,asphalt,excellent,True,1024,768,True,132009,a95741653acb2b774d82d1d85c7c0def7f2fcc1016f6dfb3e7cac5ca94580012,data/raw/v2/streetsurfacevis/s_1024/1120609728420959.jpg,101658985409308,1440328865889,
1121982414981188,Normal_asphalt,asphalt,excellent,True,1024,768,True,128564,368be8e8c0c14b2ec22358dbc90abd1a4a902e993dadf298fee1a0360f76678b,data/raw/v2/streetsurfacevis/s_1024/1121982414981188.jpg,101020912145314,1520782385891,
1121994571600373,Normal_asphalt,asphalt,excellent,True,1024,768,True,123337,a2e7045a32750844cb2dd4bf672ec72dbdb1eb47d49bf3c6c884ba272fdba6db,data/raw/v2/streetsurfacevis/s_1024/1121994571600373.jpg,110552844504419,1528563988000,
1123628861625204,Normal_asphalt,asphalt,excellent,True,1024,768,True,90073,94ec8b064f59616000ec7cea839178fe9b237b4bfd9cc7d06bbbba2f1a33c08d,data/raw/v2/streetsurfacevis/s_1024/1123628861625204.jpg,108018634768550,1669456809705,
1124119258090227,Unpaved_road,unpaved,bad,True,1024,768,True,241683,465c907755201e4f31ee73aeb4f961c0ee4d2bbdfb1b9b3b919292cb1b5c1c7e,data/raw/v2/streetsurfacevis/s_1024/1124119258090227.jpg,108354611399818,1591021194037,
1124613891353994,Normal_asphalt,asphalt,excellent,True,1024,768,True,110150,1424199b2bdde1350961caf21c1b4e789e495d1732186c46fe409e0bb05b2045,data/raw/v2/streetsurfacevis/s_1024/1124613891353994.jpg,102627028648372,1565112494000,
1125639924514756,Unpaved_road,unpaved,bad,True,1024,768,True,216593,6f5b2ee4b3a865ff216e86861dedb144f5c84170231403c9dca2e1af0e423c29,data/raw/v2/streetsurfacevis/s_1024/1125639924514756.jpg,103901361851883,1619699119000,
1126971081137286,Normal_asphalt,asphalt,excellent,True,1024,768,True,80366,601b443d73accbb10d124670df5511408cfa23f237816a38228f7dbe971310a5,data/raw/v2/streetsurfacevis/s_1024/1126971081137286.jpg,102799441964137,1506592379968,
1129291450892284,Normal_asphalt,asphalt,excellent,True,1024,576,True,126771,906b715999facbdafed416fc54fec439fa4d5b06056004a9b96739cf63b83bdb,data/raw/v2/streetsurfacevis/s_1024/1129291450892284.jpg,105534541681944,1562247819732,
1129872660901731,Unpaved_road,unpaved,bad,True,1024,768,True,303138,4902aefb4bc47915cc5bf2cda74bc7cc2c9667be0f78a8092e9284ece831c457,data/raw/v2/streetsurfacevis/s_1024/1129872660901731.jpg,103901361851883,1659875570317,
1130478488324436,Normal_asphalt,asphalt,excellent,True,1024,768,True,65595,5b7a1ebc50c3dfe5bb8d8b07c0352d00130a5b5ffe170e885fe36a7334c13d38,data/raw/v2/streetsurfacevis/s_1024/1130478488324436.jpg,108012341434702,1703847118179,
1131693973997862,Normal_asphalt,asphalt,excellent,True,1024,576,True,132775,665e347d4848710c047aa9fe5d97ecab65215ad9972a81c9df8a91a77ff6f96a,data/raw/v2/streetsurfacevis/s_1024/1131693973997862.jpg,101410265434782,1566124845000,
1134113707065995,Unpaved_road,unpaved,bad,True,1024,768,True,121257,eeef8b9a767738cbe96ac264d371f88a2d9ec696247e7cf1ddfd7831cdb9cde1,data/raw/v2/streetsurfacevis/s_1024/1134113707065995.jpg,110562521169809,1410802566000,
113426777698675,Unpaved_road,unpaved,bad,True,1024,768,True,108911,27896c5565a8b2e00b8ed160433aaf5dadcb3e1d935f9cf2071dbb646b94d194,data/raw/v2/streetsurfacevis/s_1024/113426777698675.jpg,103901361851883,1628102160000,
1142265532953657,Normal_asphalt,asphalt,excellent,True,1024,576,True,104914,38dc6a59190659789348ff3f1922d26f9969ab095001c4f91a9f9e920214a5b6,data/raw/v2/streetsurfacevis/s_1024/1142265532953657.jpg,103516588558967,1561401550763,
1143604186142613,Unpaved_road,unpaved,very_bad,True,1024,768,True,263717,90bdb12899a9da3203c39a49cfc28474ac71cb087f0bd2df9ba5d4d7d99a4f9e,data/raw/v2/streetsurfacevis/s_1024/1143604186142613.jpg,102468835332129,1622378604439,
1144217109323135,Unpaved_road,unpaved,very_bad,True,1024,768,True,238698,3d239ccb4a829c53015a2258783c1b47b5156d572b8d465df1bcf77e3d4cbfe5,data/raw/v2/streetsurfacevis/s_1024/1144217109323135.jpg,102468835332129,1626602227336,
1144896302982151,Unpaved_road,unpaved,bad,True,1024,768,True,226708,2fd17c268314df6904383d1ad248b25a305cf644cb215a294aef72eab7283254,data/raw/v2/streetsurfacevis/s_1024/1144896302982151.jpg,100232345559807,1647363750000,
1145576542769378,Unpaved_road,unpaved,intermediate,True,1024,576,True,147997,b5d4f68e0733e3f636c4526f2bcc41e6db24c9f5ecd68cefdd6f77a581f2cc2b,data/raw/v2/streetsurfacevis/s_1024/1145576542769378.jpg,106398728264275,1675507703170,
1146940689154783,Unpaved_road,unpaved,bad,True,1024,768,True,116637,43aa1fc54cd9f4d725f192b7a575106189b4e194893e91448dea28dbe686617f,data/raw/v2/streetsurfacevis/s_1024/1146940689154783.jpg,109673317932619,1502022360963,
1147187215703223,Normal_asphalt,asphalt,excellent,True,1024,768,True,138809,931ab4d739de23fd8eeae99c54fd945932c42d8f3419ccf39f7e94b446c1e635,data/raw/v2/streetsurfacevis/s_1024/1147187215703223.jpg,105558841679641,1471015680745,
1148557588919952,Normal_asphalt,asphalt,excellent,True,1024,768,True,125512,56d0b02bcba284d3f8183d837b2b4519c665d71760aab1c84a2e974f12db407e,data/raw/v2/streetsurfacevis/s_1024/1148557588919952.jpg,102532525320329,1432405214795,
1149460915551877,Unpaved_road,unpaved,intermediate,True,1023,575,False,161321,77cfa1d97c5a8de4425825cc66d74e53fab5dd5ea06577d43a8abf74d06d1f22,data/raw/v2/streetsurfacevis/s_1024/1149460915551877.jpg,109115837985025,1622278567844,
1153944851790930,Normal_asphalt,asphalt,excellent,True,1024,576,True,65012,e926e21c1e29a681ebf92a9d406cc019fdc57e36e10670d5c9110588c48bc7d4,data/raw/v2/streetsurfacevis/s_1024/1153944851790930.jpg,100562292188203,1497077315128,
1154482918347377,Normal_asphalt,asphalt,excellent,True,1024,768,True,56449,29303344c286e855ccf3319a8e0b6cfbe1dc739ef9ff58a0e8d89e1dca445637,data/raw/v2/streetsurfacevis/s_1024/1154482918347377.jpg,106696114900796,1553259159000,
1157478714721042,Normal_asphalt,asphalt,excellent,True,1024,576,True,72672,0b678b040b0f80baccb0df9131d131964275dc36f7a186b85d500ad7f358dc2c,data/raw/v2/streetsurfacevis/s_1024/1157478714721042.jpg,104408981801642,1535277256061,
1158789557930471,Normal_asphalt,asphalt,excellent,True,1024,768,True,172335,46eb62d51701d4a1ec85b24601c3eb1b2d81c4bb510f70af96956f7a0bb650b1,data/raw/v2/streetsurfacevis/s_1024/1158789557930471.jpg,104006555174486,1566576979805,
1158804161209459,Normal_asphalt,asphalt,excellent,True,1024,576,True,58169,96586b63b1c1aed0bc70799185aca5a56afc6ec34d6795f5fc53b30fedefc445,data/raw/v2/streetsurfacevis/s_1024/1158804161209459.jpg,105082775066440,1603626059000,
115917783861160,Unpaved_road,unpaved,very_bad,True,1024,768,True,247415,8e64334c8f055fe5bcc0f15cb79c7a719e23d145fbe18b70736e3c0b1f9ffce6,data/raw/v2/streetsurfacevis/s_1024/115917783861160.jpg,100474358864037,1505031938116,
1159352417914044,Normal_asphalt,asphalt,excellent,True,1024,768,True,61128,9886a84dbc4c1b0dc8885cf80f070212683ebde24ade8310bf3cfd50919a33ae,data/raw/v2/streetsurfacevis/s_1024/1159352417914044.jpg,109803481248732,1421932144000,
1159509294598531,Normal_asphalt,asphalt,excellent,True,1024,768,True,176172,0950ebaea9efbcc67f4e0e339d1d98531c48db63ce06b231bd71705303306368,data/raw/v2/streetsurfacevis/s_1024/1159509294598531.jpg,104115958497622,1658319484474,
1160395294405463,Normal_asphalt,asphalt,excellent,True,1024,576,True,120259,112f6efbeb1e9aa2d363401d2243054fdc3bcde3bedfc2f1fe75b62fd154ecfc,data/raw/v2/streetsurfacevis/s_1024/1160395294405463.jpg,105534541681944,1556028530357,
1160575551030822,Unpaved_road,unpaved,very_bad,True,1024,768,True,137906,dd6bb3ac6da5ea53b1153bc0812b2afa545e640758ef748623cad74348007619,data/raw/v2/streetsurfacevis/s_1024/1160575551030822.jpg,103901361851883,1594127318000,
1162682857512520,Normal_asphalt,asphalt,excellent,True,1024,768,True,101598,f1d3b98289e2f291b47b40639f756809b25a889413d5aca2ab4c0a816b07562b,data/raw/v2/streetsurfacevis/s_1024/1162682857512520.jpg,103133421925879,1416049503000,
1164149377391950,Unpaved_road,unpaved,very_bad,True,1024,576,True,186099,44aa214e1f136bf3530aa687cf2d378068d878c2fe57a91462feb3c4853d3839,data/raw/v2/streetsurfacevis/s_1024/1164149377391950.jpg,102031915376300,1594199130556,
1165839000599740,Normal_asphalt,asphalt,excellent,True,1024,768,True,166544,66a9956dde109dbd9dcc245d7974e1cc8e95d45d96820744243079a42a2e6bc0,data/raw/v2/streetsurfacevis/s_1024/1165839000599740.jpg,100369148880038,1620485122876,
1165911830563373,Normal_asphalt,asphalt,excellent,True,1024,768,True,137848,0005d82fcbf24daa87b169ea86b6526bcdf4fb118e8d306bebc891b24a4b78eb,data/raw/v2/streetsurfacevis/s_1024/1165911830563373.jpg,103390745232765,1428850435000,
1166820700609087,Unpaved_road,unpaved,bad,True,1024,768,True,134298,38f88885b4680d9c46f97e75e725e9979bfa699008e0d07a2effb63d92182d9a,data/raw/v2/streetsurfacevis/s_1024/1166820700609087.jpg,100232345559807,1668502262000,
1167198743781110,Normal_asphalt,asphalt,excellent,True,1024,768,True,157560,7869a7902bd21b697daa26d78667a544e2ef3c1e995aa781b66adfcc51e4e0c5,data/raw/v2/streetsurfacevis/s_1024/1167198743781110.jpg,110302677869602,1586171927569,
1168115696947693,Normal_asphalt,asphalt,excellent,True,1024,768,True,69369,67ea82eba1becc683f216dcbaab333dcca69c4b526e46419f31ecf4e665fc990,data/raw/v2/streetsurfacevis/s_1024/1168115696947693.jpg,100268992218434,1601727060000,
116868887117924,Unpaved_road,unpaved,intermediate,True,1024,768,True,219355,7d17402e0d457537a4474092c0892d6ae241a9b74583a6bc3b64101fe7569625,data/raw/v2/streetsurfacevis/s_1024/116868887117924.jpg,100268992218434,1600188805000,
117039758001756,Normal_asphalt,asphalt,excellent,True,1024,768,True,130308,63ec5033d2e68f83dc534345ead5c8a8342c36f913c2c13e4438332099488074,data/raw/v2/streetsurfacevis/s_1024/117039758001756.jpg,105561559070587,1678887063627,
1170532080078959,Unpaved_road,unpaved,very_bad,True,1024,768,True,283163,9938af802d1dddfa194084727d2516b4ae0e56641cf84d33016ddd80d8fd0ff8,data/raw/v2/streetsurfacevis/s_1024/1170532080078959.jpg,104261288481574,1499161867000,
1172727386806171,Normal_asphalt,asphalt,excellent,True,1024,768,True,147457,44dfebd1f2ea205320b98b63066c7593705c7865fd8171745c5c2c392c7f0aa5,data/raw/v2/streetsurfacevis/s_1024/1172727386806171.jpg,101545352092712,1613838096069,
1172919050121350,Unpaved_road,unpaved,intermediate,True,1024,768,True,250312,2bc55324ebab3fa2e9038a628ceea2c167b219679e5d5e6c7a43646292dba330,data/raw/v2/streetsurfacevis/s_1024/1172919050121350.jpg,105128028394163,1649844718657,
1174654993390705,Normal_asphalt,asphalt,excellent,True,1024,768,True,149341,47877533a8eb5b3d5ce6e99f70f03caa26c9195d0da51125d857ed4f687b0d1b,data/raw/v2/streetsurfacevis/s_1024/1174654993390705.jpg,109673317932619,1662037777500,
1176851756317508,Unpaved_road,unpaved,bad,True,1024,576,True,179367,d2e45b6a52f2c2e11a984a51c4dea8453dc691a851f30d17d1bf7459c5f14c5b,data/raw/v2/streetsurfacevis/s_1024/1176851756317508.jpg,102468835332129,1684920740735,
1178380802587233,Unpaved_road,unpaved,intermediate,True,1024,768,True,126742,90847505fce389ccb0b6ed9c2a46364e1e9352555be894cb81cba232f4601237,data/raw/v2/streetsurfacevis/s_1024/1178380802587233.jpg,101675185408053,1431724276003,
1181313132408198,Normal_asphalt,asphalt,excellent,True,1024,768,True,95900,75d0c4c3d489f4e720c3ab1478279aa8561b38bbb3590a1daafbb7b3b56020f4,data/raw/v2/streetsurfacevis/s_1024/1181313132408198.jpg,107245041898273,1646482573000,
1182921122121760,Unpaved_road,unpaved,intermediate,True,1024,768,True,107588,b461fcf0f6ee5a8ee3b4f971741c343d96c47d04a588caf39626dce5bfa5defd,data/raw/v2/streetsurfacevis/s_1024/1182921122121760.jpg,101992328712989,1496218767470,
1186097935289887,Unpaved_road,unpaved,very_bad,True,1022,460,False,108161,cb4f19cf54489b923f87b6853f36e5434d1c2cd9b2778b5f9370d831650f7c22,data/raw/v2/streetsurfacevis/s_1024/1186097935289887.jpg,102468835332129,1659260302364,
