candidate_id_a,split_a,label_a,source_a,candidate_id_b,split_b,label_b,source_b,hamming_distance,recommended_action
github_pothole::github_pothole::img-1137,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-576,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1144,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-521,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1144,train,pothole,jaygala24_pothole_detection,v1::train::pothole::71397b142962_pothole239.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1151,train,pothole,jaygala24_pothole_detection,v1::train::pothole::5ba3f6dbcf0a_pothole691.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1152,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-456,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1152,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::a1eb486bf170_pothole889.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1160,train,pothole,jaygala24_pothole_detection,v1::train::pothole::bc3d0032ebb5_pothole641.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1164,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-661,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1165,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-645,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1165,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::e23bc7088e96_pothole479.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1168,train,pothole,jaygala24_pothole_detection,v1::train::pothole::70de6a6a39d4_pothole246.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1171,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-508,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1199,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::e8eddf4b50e2_pothole323.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-289,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-764,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-293,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-977,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-303,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-778,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-304,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-781,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-309,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::060a7217d1fe_pothole607.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-315,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::fff5320a7c86_pothole302.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-324,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::4e7527cde131_pothole939.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-324,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::d489d4b22b28_pothole90.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-327,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-894,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-327,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::06562c7730bd_pothole730.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-328,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::5ee2310071c5_pothole733.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-330,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-735,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-332,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-685,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-332,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::44f49e4fbdd0_pothole24.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-336,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-692,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-336,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::a1d2fb813671_pothole233.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-340,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-691,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-341,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-988,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-341,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::697781b1bf37_pothole795.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-344,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-923,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-354,train,pothole,jaygala24_pothole_detection,v1::train::pothole::26d46b3b476b_pothole861.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-360,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::07c9b7bfde8e_pothole752.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-368,train,pothole,jaygala24_pothole_detection,v1::train::pothole::e35d642113ca_pothole655.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-372,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-920,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-378,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-948,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-378,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::4f82bf4c45d3_pothole568.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-381,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-949,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-384,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-785,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-385,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::ef7ef117229f_pothole57.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-403,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::e107c9a6a0a1_pothole465.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-406,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-719,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-406,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::8e43858d1340_pothole667.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-407,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-761,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-408,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-985,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-417,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-996,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-426,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-974,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-429,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-855,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-430,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-852,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-435,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-728,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-438,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-823,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-438,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::412b5cc6ece4_pothole838.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-439,train,pothole,jaygala24_pothole_detection,v1::train::pothole::70de6a6a39d4_pothole246.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-445,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-754,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-455,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-732,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-456,train,pothole,jaygala24_pothole_detection,v1::train::pothole::a1eb486bf170_pothole889.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-464,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-962,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-469,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-731,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-470,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-828,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-471,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-693,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-471,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::cf1d1a66e201_pothole185.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-474,train,pothole,jaygala24_pothole_detection,v1::train::pothole::0f3828c1aeb7_pothole215.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-478,train,pothole,jaygala24_pothole_detection,v1::train::pothole::5fd7062c20a4_pothole739.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-479,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-885,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-492,train,pothole,jaygala24_pothole_detection,v1::train::pothole::f7633013faec_pothole442.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-496,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-863,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-501,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-848,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-507,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-982,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-517,train,pothole,jaygala24_pothole_detection,v1::train::pothole::1d58f21ec053_pothole413.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-520,train,pothole,jaygala24_pothole_detection,v1::train::pothole::1151c0b46bf4_pothole89.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-521,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::71397b142962_pothole239.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-526,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-965,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-527,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-800,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-528,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-877,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-536,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-718,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-536,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::c7daf96a855c_pothole543.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-537,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-827,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-538,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::f6bfb8567480_pothole460.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-540,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-803,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-543,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::e8eddf4b50e2_pothole323.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-546,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-768,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-546,train,pothole,jaygala24_pothole_detection,v1::train::pothole::79de7f16caf3_pothole513.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-548,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-902,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-550,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-921,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-554,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-952,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-556,train,pothole,jaygala24_pothole_detection,v1::train::pothole::f9db178c3fca_pothole391.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-561,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-933,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-561,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::d859299f7bd5_pothole575.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-564,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-826,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-567,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-969,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-578,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-771,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-582,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-871,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-583,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::67d13f1d860f_pothole614.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-585,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-971,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-587,train,pothole,jaygala24_pothole_detection,v1::train::pothole::584dcacacb42_pothole552.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-591,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::e1f5db4c9613_pothole181.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-597,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-888,protected_test,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-603,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-704,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-609,train,pothole,jaygala24_pothole_detection,v1::train::pothole::d094566ad160_pothole175.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-615,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-777,validation,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-617,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::a7c7cb3fe5d3_pothole445.jpg,validation,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-618,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-944,train,pothole,jaygala24_pothole_detection,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-618,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::68b908a61651_pothole570.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
