candidate_id,source_dataset,source_split,source_image_id,split_group_id,region,source_image_path,target_index,target_box_xywh,target_min_side_px,full_image_labels,nearby_other_labels,prefilter_status,human_review_status,review_round,review_focus,human_decision,reviewer_note,training_status,evidence_status
svrdd::train::01002200001307241435065855B_1292944900_484898100::repaired_road::001,SVRDD_YOLO,train,01002200001307241435065855B_1292944900_484898100,svrdd::train::01002200001307241435065855B_1292944900_484898100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435065855B_1292944900_484898100.jpg,1,"12.000,591.999,75.000,23.000",23.000,crack;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435065855B_1292944900_484898100::repaired_road::002,SVRDD_YOLO,train,01002200001307241435065855B_1292944900_484898100,svrdd::train::01002200001307241435065855B_1292944900_484898100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435065855B_1292944900_484898100.jpg,2,"1.000,567.000,243.000,85.000",85.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241435065855B_1292944900_484898100::repaired_road::003,SVRDD_YOLO,train,01002200001307241435065855B_1292944900_484898100,svrdd::train::01002200001307241435065855B_1292944900_484898100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435065855B_1292944900_484898100.jpg,3,"0.999,554.000,401.000,167.999",167.999,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241435065855B_1292944900_484898100::repaired_road::004,SVRDD_YOLO,train,01002200001307241435065855B_1292944900_484898100,svrdd::train::01002200001307241435065855B_1292944900_484898100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435065855B_1292944900_484898100.jpg,4,"1.000,672.001,38.000,13.000",13.000,crack;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435065855B_1292944900_484898100::repaired_road::006,SVRDD_YOLO,train,01002200001307241435065855B_1292944900_484898100,svrdd::train::01002200001307241435065855B_1292944900_484898100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435065855B_1292944900_484898100.jpg,6,"126.000,567.001,131.000,13.000",13.000,crack;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435107205B_1292948800_484898500::repaired_road::000,SVRDD_YOLO,train,01002200001307241435107205B_1292948800_484898500,svrdd::train::01002200001307241435107205B_1292948800_484898500,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435107205B_1292948800_484898500.jpg,0,"151.000,580.000,354.000,15.000",15.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435121715B_1292950200_484898700::repaired_road::000,SVRDD_YOLO,train,01002200001307241435121715B_1292950200_484898700,svrdd::train::01002200001307241435121715B_1292950200_484898700,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435121715B_1292950200_484898700.jpg,0,"55.001,621.000,500.000,23.000",23.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435164205B_1292954200_484899200::repaired_road::001,SVRDD_YOLO,train,01002200001307241435164205B_1292954200_484899200,svrdd::train::01002200001307241435164205B_1292954200_484899200,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435164205B_1292954200_484899200.jpg,1,"79.000,637.000,226.000,12.000",12.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435370725B_1292976600_484900400::repaired_road::000,SVRDD_YOLO,train,01002200001307241435370725B_1292976600_484900400,svrdd::train::01002200001307241435370725B_1292976600_484900400,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435370725B_1292976600_484900400.jpg,0,"522.000,531.000,25.000,43.000",25.000,manhole_cover;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435370725B_1292976600_484900400::repaired_road::003,SVRDD_YOLO,train,01002200001307241435370725B_1292976600_484900400,svrdd::train::01002200001307241435370725B_1292976600_484900400,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435370725B_1292976600_484900400.jpg,3,"1.000,723.000,823.000,86.000",86.000,manhole_cover;repaired_road,manhole_cover,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241435399615B_1292979900_484900500::repaired_road::000,SVRDD_YOLO,train,01002200001307241435399615B_1292979900_484900500,svrdd::train::01002200001307241435399615B_1292979900_484900500,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435399615B_1292979900_484900500.jpg,0,"1.000,754.000,880.000,94.000",94.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241435399615B_1292979900_484900500::repaired_road::004,SVRDD_YOLO,train,01002200001307241435399615B_1292979900_484900500,svrdd::train::01002200001307241435399615B_1292979900_484900500,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435399615B_1292979900_484900500.jpg,4,"358.000,553.000,183.000,17.000",17.000,crack;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241435413305B_1292981500_484900500::repaired_road::001,SVRDD_YOLO,train,01002200001307241435413305B_1292981500_484900500,svrdd::train::01002200001307241435413305B_1292981500_484900500,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241435413305B_1292981500_484900500.jpg,1,"323.000,790.000,23.000,38.000",23.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241436085015B_1293013200_484900600::repaired_road::000,SVRDD_YOLO,train,01002200001307241436085015B_1293013200_484900600,svrdd::train::01002200001307241436085015B_1293013200_484900600,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241436085015B_1293013200_484900600.jpg,0,"460.000,536.999,20.000,33.000",20.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241436085015B_1293013200_484900600::repaired_road::003,SVRDD_YOLO,train,01002200001307241436085015B_1293013200_484900600,svrdd::train::01002200001307241436085015B_1293013200_484900600,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241436085015B_1293013200_484900600.jpg,3,"87.000,575.000,327.999,20.000",20.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241436209555B_1293027900_484900800::repaired_road::000,SVRDD_YOLO,train,01002200001307241436209555B_1293027900_484900800,svrdd::train::01002200001307241436209555B_1293027900_484900800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241436209555B_1293027900_484900800.jpg,0,"0.999,650.000,348.000,50.000",50.000,manhole_cover;repaired_road,manhole_cover,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241436209555B_1293027900_484900800::repaired_road::002,SVRDD_YOLO,train,01002200001307241436209555B_1293027900_484900800,svrdd::train::01002200001307241436209555B_1293027900_484900800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241436209555B_1293027900_484900800.jpg,2,"89.000,574.000,311.000,21.000",21.000,manhole_cover;repaired_road,manhole_cover,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241436508265B_1293062200_484901500::repaired_road::000,SVRDD_YOLO,train,01002200001307241436508265B_1293062200_484901500,svrdd::train::01002200001307241436508265B_1293062200_484901500,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241436508265B_1293062200_484901500.jpg,0,"1.000,667.000,498.000,103.000",103.000,manhole_cover;repaired_road,manhole_cover,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241436508265B_1293062200_484901500::repaired_road::002,SVRDD_YOLO,train,01002200001307241436508265B_1293062200_484901500,svrdd::train::01002200001307241436508265B_1293062200_484901500,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241436508265B_1293062200_484901500.jpg,2,"250.999,554.000,289.000,16.000",16.000,manhole_cover;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241438064625B_1293152900_484901900::repaired_road::002,SVRDD_YOLO,train,01002200001307241438064625B_1293152900_484901900,svrdd::train::01002200001307241438064625B_1293152900_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241438064625B_1293152900_484901900.jpg,2,"351.000,551.001,112.000,6.000",6.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241438104325B_1293157600_484902000::repaired_road::001,SVRDD_YOLO,train,01002200001307241438104325B_1293157600_484902000,svrdd::train::01002200001307241438104325B_1293157600_484902000,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241438104325B_1293157600_484902000.jpg,1,"301.000,567.999,127.000,17.000",17.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241438161695B_1293164300_484902100::repaired_road::000,SVRDD_YOLO,train,01002200001307241438161695B_1293164300_484902100,svrdd::train::01002200001307241438161695B_1293164300_484902100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241438161695B_1293164300_484902100.jpg,0,"1.000,661.001,679.999,63.000",63.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241438161695B_1293164300_484902100::repaired_road::001,SVRDD_YOLO,train,01002200001307241438161695B_1293164300_484902100,svrdd::train::01002200001307241438161695B_1293164300_484902100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241438161695B_1293164300_484902100.jpg,1,"0.999,719.000,483.000,66.000",66.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241438176735B_1293166000_484902100::repaired_road::001,SVRDD_YOLO,train,01002200001307241438176735B_1293166000_484902100,svrdd::train::01002200001307241438176735B_1293166000_484902100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241438176735B_1293166000_484902100.jpg,1,"1.000,855.000,46.000,19.000",19.000,manhole_cover;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241439413765B_1293198800_484901800::repaired_road::000,SVRDD_YOLO,train,01002200001307241439413765B_1293198800_484901800,svrdd::train::01002200001307241439413765B_1293198800_484901800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439413765B_1293198800_484901800.jpg,0,"12.000,591.001,423.000,39.999",39.999,manhole_cover;repaired_road,manhole_cover,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241439413765B_1293198800_484901800::repaired_road::002,SVRDD_YOLO,train,01002200001307241439413765B_1293198800_484901800,svrdd::train::01002200001307241439413765B_1293198800_484901800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439413765B_1293198800_484901800.jpg,2,"1.000,649.000,310.000,213.000",213.000,manhole_cover;repaired_road,manhole_cover,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241439428755B_1293200000_484901900::repaired_road::001,SVRDD_YOLO,train,01002200001307241439428755B_1293200000_484901900,svrdd::train::01002200001307241439428755B_1293200000_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439428755B_1293200000_484901900.jpg,1,"1.000,677.001,237.000,31.000",31.000,crack;manhole_cover;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241439428755B_1293200000_484901900::repaired_road::002,SVRDD_YOLO,train,01002200001307241439428755B_1293200000_484901900,svrdd::train::01002200001307241439428755B_1293200000_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439428755B_1293200000_484901900.jpg,2,"1.000,719.000,44.000,25.000",25.000,crack;manhole_cover;repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241439442275B_1293201200_484901900::repaired_road::002,SVRDD_YOLO,train,01002200001307241439442275B_1293201200_484901900,svrdd::train::01002200001307241439442275B_1293201200_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439442275B_1293201200_484901900.jpg,2,"128.000,767.001,220.000,43.000",43.000,crack;manhole_cover;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241439442275B_1293201200_484901900::repaired_road::003,SVRDD_YOLO,train,01002200001307241439442275B_1293201200_484901900,svrdd::train::01002200001307241439442275B_1293201200_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439442275B_1293201200_484901900.jpg,3,"227.000,614.001,157.000,15.000",15.000,crack;manhole_cover;repaired_road,crack,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241439442275B_1293201200_484901900::repaired_road::004,SVRDD_YOLO,train,01002200001307241439442275B_1293201200_484901900,svrdd::train::01002200001307241439442275B_1293201200_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439442275B_1293201200_484901900.jpg,4,"245.000,585.000,188.000,15.000",15.000,crack;manhole_cover;repaired_road,crack,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241439512725B_1293207900_484901800::repaired_road::000,SVRDD_YOLO,train,01002200001307241439512725B_1293207900_484901800,svrdd::train::01002200001307241439512725B_1293207900_484901800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439512725B_1293207900_484901800.jpg,0,"1.000,648.999,315.000,193.000",193.000,crack;manhole_cover;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241439512725B_1293207900_484901800::repaired_road::001,SVRDD_YOLO,train,01002200001307241439512725B_1293207900_484901800,svrdd::train::01002200001307241439512725B_1293207900_484901800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439512725B_1293207900_484901800.jpg,1,"1.000,579.000,275.000,134.000",134.000,crack;manhole_cover;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241439555045B_1293212200_484901800::repaired_road::001,SVRDD_YOLO,train,01002200001307241439555045B_1293212200_484901800,svrdd::train::01002200001307241439555045B_1293212200_484901800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439555045B_1293212200_484901800.jpg,1,"355.000,671.000,669.000,94.000",94.000,pothole;repaired_road,pothole,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241439597125B_1293216500_484901800::repaired_road::001,SVRDD_YOLO,train,01002200001307241439597125B_1293216500_484901800,svrdd::train::01002200001307241439597125B_1293216500_484901800,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241439597125B_1293216500_484901800.jpg,1,"1.000,740.000,175.000,44.000",44.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241440039435B_1293220800_484901900::repaired_road::000,SVRDD_YOLO,train,01002200001307241440039435B_1293220800_484901900,svrdd::train::01002200001307241440039435B_1293220800_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440039435B_1293220800_484901900.jpg,0,"110.000,589.001,414.000,39.999",39.999,manhole_cover;repaired_road,manhole_cover,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241440039435B_1293220800_484901900::repaired_road::002,SVRDD_YOLO,train,01002200001307241440039435B_1293220800_484901900,svrdd::train::01002200001307241440039435B_1293220800_484901900,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440039435B_1293220800_484901900.jpg,2,"1.000,621.000,350.000,211.000",211.000,manhole_cover;repaired_road,manhole_cover,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241440053405B_1293222200_484902000::repaired_road::000,SVRDD_YOLO,train,01002200001307241440053405B_1293222200_484902000,svrdd::train::01002200001307241440053405B_1293222200_484902000,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440053405B_1293222200_484902000.jpg,0,"1.000,633.000,358.000,247.000",247.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241440124355B_1293228500_484902100::repaired_road::000,SVRDD_YOLO,train,01002200001307241440124355B_1293228500_484902100,svrdd::train::01002200001307241440124355B_1293228500_484902100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440124355B_1293228500_484902100.jpg,0,"114.000,622.000,515.000,36.000",36.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241440138555B_1293229900_484902100::repaired_road::000,SVRDD_YOLO,train,01002200001307241440138555B_1293229900_484902100,svrdd::train::01002200001307241440138555B_1293229900_484902100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440138555B_1293229900_484902100.jpg,0,"131.000,626.000,534.000,31.000",31.000,repaired_road,,review_candidate_clear_context,reviewed_rejected,1,region_balanced_label_and_box_review,wrong_box,The rectangle box does not cover all repaired road surface,exclude_human_rejected,human_reviewed_rejected
svrdd::train::01002200001307241440138555B_1293229900_484902100::repaired_road::001,SVRDD_YOLO,train,01002200001307241440138555B_1293229900_484902100,svrdd::train::01002200001307241440138555B_1293229900_484902100,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440138555B_1293229900_484902100.jpg,1,"449.000,709.000,26.000,123.000",26.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241440152665B_1293231400_484902200::repaired_road::000,SVRDD_YOLO,train,01002200001307241440152665B_1293231400_484902200,svrdd::train::01002200001307241440152665B_1293231400_484902200,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440152665B_1293231400_484902200.jpg,0,"345.000,585.000,93.000,143.000",93.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241440152665B_1293231400_484902200::repaired_road::002,SVRDD_YOLO,train,01002200001307241440152665B_1293231400_484902200,svrdd::train::01002200001307241440152665B_1293231400_484902200,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440152665B_1293231400_484902200.jpg,2,"545.000,519.001,20.000,45.000",20.000,crack;repaired_road,crack,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241440152665B_1293231400_484902200::repaired_road::003,SVRDD_YOLO,train,01002200001307241440152665B_1293231400_484902200,svrdd::train::01002200001307241440152665B_1293231400_484902200,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440152665B_1293231400_484902200.jpg,3,"479.000,535.000,20.000,49.000",20.000,crack;repaired_road,crack,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241440152665B_1293231400_484902200::repaired_road::005,SVRDD_YOLO,train,01002200001307241440152665B_1293231400_484902200,svrdd::train::01002200001307241440152665B_1293231400_484902200,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440152665B_1293231400_484902200.jpg,5,"1.000,693.000,811.000,122.000",122.000,crack;repaired_road,crack,hold_nearby_other_condition,not_individually_reviewed,,,,,hold_nearby_other_condition,automated_prefilter_hold
svrdd::train::01002200001307241440167355B_1293232900_484902200::repaired_road::004,SVRDD_YOLO,train,01002200001307241440167355B_1293232900_484902200,svrdd::train::01002200001307241440167355B_1293232900_484902200,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440167355B_1293232900_484902200.jpg,4,"274.999,571.000,337.000,12.000",12.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
svrdd::train::01002200001307241440180995B_1293234300_484902200::repaired_road::000,SVRDD_YOLO,train,01002200001307241440180995B_1293234300_484902200,svrdd::train::01002200001307241440180995B_1293234300_484902200,Haidian,data/raw/v2/svrdd/extracted/train/images/Haidian/01002200001307241440180995B_1293234300_484902200.jpg,0,"325.000,562.000,291.000,10.000",10.000,repaired_road,,hold_target_too_small,not_individually_reviewed,,,,,hold_target_too_small,automated_prefilter_hold
