review_id,candidate_id,source_dataset,source_split,source_record_id,source_image_path,primary_road_label,heuristic_score,selection_reason,human_decision,reviewer_notes
SHC-001,streetsurfacevis::train::387053769645706,StreetSurfaceVis,train,387053769645706,data/raw/v2/streetsurfacevis/s_1024/387053769645706.jpg,Normal_asphalt,0.300117,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-019,streetsurfacevis::train::2660633590841922,StreetSurfaceVis,train,2660633590841922,data/raw/v2/streetsurfacevis/s_1024/2660633590841922.jpg,Normal_asphalt,0.227293,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-020,streetsurfacevis::train::298912465026321,StreetSurfaceVis,train,298912465026321,data/raw/v2/streetsurfacevis/s_1024/298912465026321.jpg,Unpaved_road,0.291916,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-021,streetsurfacevis::train::314577030186053,StreetSurfaceVis,train,314577030186053,data/raw/v2/streetsurfacevis/s_1024/314577030186053.jpg,Normal_asphalt,0.222214,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-022,streetsurfacevis::train::437980108148172,StreetSurfaceVis,train,437980108148172,data/raw/v2/streetsurfacevis/s_1024/437980108148172.jpg,Unpaved_road,0.286923,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-023,streetsurfacevis::train::2273745339436121,StreetSurfaceVis,train,2273745339436121,data/raw/v2/streetsurfacevis/s_1024/2273745339436121.jpg,Normal_asphalt,0.220431,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-024,streetsurfacevis::train::510913250087205,StreetSurfaceVis,train,510913250087205,data/raw/v2/streetsurfacevis/s_1024/510913250087205.jpg,Unpaved_road,0.286809,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-025,streetsurfacevis::train::181308047218781,StreetSurfaceVis,train,181308047218781,data/raw/v2/streetsurfacevis/s_1024/181308047218781.jpg,Normal_asphalt,0.219993,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-026,streetsurfacevis::train::2939732132929665,StreetSurfaceVis,train,2939732132929665,data/raw/v2/streetsurfacevis/s_1024/2939732132929665.jpg,Unpaved_road,0.286604,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-027,streetsurfacevis::train::139169918256250,StreetSurfaceVis,train,139169918256250,data/raw/v2/streetsurfacevis/s_1024/139169918256250.jpg,Normal_asphalt,0.218068,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-028,streetsurfacevis::train::933939060778844,StreetSurfaceVis,train,933939060778844,data/raw/v2/streetsurfacevis/s_1024/933939060778844.jpg,Unpaved_road,0.284043,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-029,streetsurfacevis::train::777860316934426,StreetSurfaceVis,train,777860316934426,data/raw/v2/streetsurfacevis/s_1024/777860316934426.jpg,Normal_asphalt,0.217098,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-030,streetsurfacevis::train::1186097935289887,StreetSurfaceVis,train,1186097935289887,data/raw/v2/streetsurfacevis/s_1024/1186097935289887.jpg,Unpaved_road,0.284033,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-031,streetsurfacevis::train::384540989438987,StreetSurfaceVis,train,384540989438987,data/raw/v2/streetsurfacevis/s_1024/384540989438987.jpg,Normal_asphalt,0.215732,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-032,streetsurfacevis::train::307491000995071,StreetSurfaceVis,train,307491000995071,data/raw/v2/streetsurfacevis/s_1024/307491000995071.jpg,Unpaved_road,0.283083,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-033,streetsurfacevis::train::622139943084244,StreetSurfaceVis,train,622139943084244,data/raw/v2/streetsurfacevis/s_1024/622139943084244.jpg,Normal_asphalt,0.215522,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-034,streetsurfacevis::train::747889975879252,StreetSurfaceVis,train,747889975879252,data/raw/v2/streetsurfacevis/s_1024/747889975879252.jpg,Unpaved_road,0.282447,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-035,streetsurfacevis::train::378957980103499,StreetSurfaceVis,train,378957980103499,data/raw/v2/streetsurfacevis/s_1024/378957980103499.jpg,Normal_asphalt,0.209497,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-036,streetsurfacevis::train::402311471988862,StreetSurfaceVis,train,402311471988862,data/raw/v2/streetsurfacevis/s_1024/402311471988862.jpg,Unpaved_road,0.281749,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-037,streetsurfacevis::train::176843411017208,StreetSurfaceVis,train,176843411017208,data/raw/v2/streetsurfacevis/s_1024/176843411017208.jpg,Normal_asphalt,0.209241,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-038,streetsurfacevis::train::2495703727241395,StreetSurfaceVis,train,2495703727241395,data/raw/v2/streetsurfacevis/s_1024/2495703727241395.jpg,Unpaved_road,0.281040,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-039,streetsurfacevis::train::328089486133724,StreetSurfaceVis,train,328089486133724,data/raw/v2/streetsurfacevis/s_1024/328089486133724.jpg,Normal_asphalt,0.208784,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-040,streetsurfacevis::train::526604292558981,StreetSurfaceVis,train,526604292558981,data/raw/v2/streetsurfacevis/s_1024/526604292558981.jpg,Unpaved_road,0.279982,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-041,streetsurfacevis::train::1049314595676107,StreetSurfaceVis,train,1049314595676107,data/raw/v2/streetsurfacevis/s_1024/1049314595676107.jpg,Normal_asphalt,0.208380,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-042,streetsurfacevis::train::952838519326149,StreetSurfaceVis,train,952838519326149,data/raw/v2/streetsurfacevis/s_1024/952838519326149.jpg,Unpaved_road,0.279656,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-043,streetsurfacevis::train::204913651447887,StreetSurfaceVis,train,204913651447887,data/raw/v2/streetsurfacevis/s_1024/204913651447887.jpg,Normal_asphalt,0.205168,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-044,streetsurfacevis::train::508321237028095,StreetSurfaceVis,train,508321237028095,data/raw/v2/streetsurfacevis/s_1024/508321237028095.jpg,Unpaved_road,0.279198,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-045,streetsurfacevis::train::520863578936825,StreetSurfaceVis,train,520863578936825,data/raw/v2/streetsurfacevis/s_1024/520863578936825.jpg,Normal_asphalt,0.204705,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-046,streetsurfacevis::train::949628032537945,StreetSurfaceVis,train,949628032537945,data/raw/v2/streetsurfacevis/s_1024/949628032537945.jpg,Unpaved_road,0.278550,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-047,streetsurfacevis::train::1689868921185534,StreetSurfaceVis,train,1689868921185534,data/raw/v2/streetsurfacevis/s_1024/1689868921185534.jpg,Normal_asphalt,0.203208,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-048,streetsurfacevis::train::479313909981618,StreetSurfaceVis,train,479313909981618,data/raw/v2/streetsurfacevis/s_1024/479313909981618.jpg,Unpaved_road,0.277442,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-049,streetsurfacevis::train::750876553479452,StreetSurfaceVis,train,750876553479452,data/raw/v2/streetsurfacevis/s_1024/750876553479452.jpg,Normal_asphalt,0.202873,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-050,streetsurfacevis::train::2577029312602779,StreetSurfaceVis,train,2577029312602779,data/raw/v2/streetsurfacevis/s_1024/2577029312602779.jpg,Unpaved_road,0.276438,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-051,streetsurfacevis::train::660659185947673,StreetSurfaceVis,train,660659185947673,data/raw/v2/streetsurfacevis/s_1024/660659185947673.jpg,Normal_asphalt,0.200431,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-052,streetsurfacevis::train::196222005656732,StreetSurfaceVis,train,196222005656732,data/raw/v2/streetsurfacevis/s_1024/196222005656732.jpg,Unpaved_road,0.276202,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-053,streetsurfacevis::train::757184261825380,StreetSurfaceVis,train,757184261825380,data/raw/v2/streetsurfacevis/s_1024/757184261825380.jpg,Normal_asphalt,0.199817,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-054,streetsurfacevis::train::837970896819599,StreetSurfaceVis,train,837970896819599,data/raw/v2/streetsurfacevis/s_1024/837970896819599.jpg,Unpaved_road,0.275762,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-055,streetsurfacevis::train::2790059851304330,StreetSurfaceVis,train,2790059851304330,data/raw/v2/streetsurfacevis/s_1024/2790059851304330.jpg,Normal_asphalt,0.198348,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-056,streetsurfacevis::train::240147194706566,StreetSurfaceVis,train,240147194706566,data/raw/v2/streetsurfacevis/s_1024/240147194706566.jpg,Unpaved_road,0.274532,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-057,streetsurfacevis::train::983380299076038,StreetSurfaceVis,train,983380299076038,data/raw/v2/streetsurfacevis/s_1024/983380299076038.jpg,Normal_asphalt,0.198294,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-058,streetsurfacevis::train::1143604186142613,StreetSurfaceVis,train,1143604186142613,data/raw/v2/streetsurfacevis/s_1024/1143604186142613.jpg,Unpaved_road,0.274384,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-059,streetsurfacevis::train::6387681008014431,StreetSurfaceVis,train,6387681008014431,data/raw/v2/streetsurfacevis/s_1024/6387681008014431.jpg,Normal_asphalt,0.197442,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-060,streetsurfacevis::train::3148338475484320,StreetSurfaceVis,train,3148338475484320,data/raw/v2/streetsurfacevis/s_1024/3148338475484320.jpg,Unpaved_road,0.272856,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-061,streetsurfacevis::train::171471178223682,StreetSurfaceVis,train,171471178223682,data/raw/v2/streetsurfacevis/s_1024/171471178223682.jpg,Normal_asphalt,0.197055,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-062,streetsurfacevis::train::341069360868097,StreetSurfaceVis,train,341069360868097,data/raw/v2/streetsurfacevis/s_1024/341069360868097.jpg,Unpaved_road,0.272369,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-063,streetsurfacevis::train::508533690407775,StreetSurfaceVis,train,508533690407775,data/raw/v2/streetsurfacevis/s_1024/508533690407775.jpg,Normal_asphalt,0.196307,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-064,streetsurfacevis::train::1129872660901731,StreetSurfaceVis,train,1129872660901731,data/raw/v2/streetsurfacevis/s_1024/1129872660901731.jpg,Unpaved_road,0.272321,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-065,streetsurfacevis::train::622352640043014,StreetSurfaceVis,train,622352640043014,data/raw/v2/streetsurfacevis/s_1024/622352640043014.jpg,Normal_asphalt,0.195463,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-066,streetsurfacevis::train::136054085234849,StreetSurfaceVis,train,136054085234849,data/raw/v2/streetsurfacevis/s_1024/136054085234849.jpg,Unpaved_road,0.271563,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-067,streetsurfacevis::train::134978469474529,StreetSurfaceVis,train,134978469474529,data/raw/v2/streetsurfacevis/s_1024/134978469474529.jpg,Normal_asphalt,0.194358,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-068,streetsurfacevis::train::525021055594235,StreetSurfaceVis,train,525021055594235,data/raw/v2/streetsurfacevis/s_1024/525021055594235.jpg,Unpaved_road,0.271494,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-069,streetsurfacevis::train::592309569667839,StreetSurfaceVis,train,592309569667839,data/raw/v2/streetsurfacevis/s_1024/592309569667839.jpg,Normal_asphalt,0.194146,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-070,streetsurfacevis::train::1268561386881948,StreetSurfaceVis,train,1268561386881948,data/raw/v2/streetsurfacevis/s_1024/1268561386881948.jpg,Unpaved_road,0.271323,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-071,streetsurfacevis::train::118679946942391,StreetSurfaceVis,train,118679946942391,data/raw/v2/streetsurfacevis/s_1024/118679946942391.jpg,Normal_asphalt,0.194024,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-072,streetsurfacevis::train::298160875116984,StreetSurfaceVis,train,298160875116984,data/raw/v2/streetsurfacevis/s_1024/298160875116984.jpg,Unpaved_road,0.270951,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-073,streetsurfacevis::train::214036046971434,StreetSurfaceVis,train,214036046971434,data/raw/v2/streetsurfacevis/s_1024/214036046971434.jpg,Normal_asphalt,0.193759,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-074,streetsurfacevis::train::959327628152817,StreetSurfaceVis,train,959327628152817,data/raw/v2/streetsurfacevis/s_1024/959327628152817.jpg,Unpaved_road,0.270853,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-075,streetsurfacevis::train::744757802796089,StreetSurfaceVis,train,744757802796089,data/raw/v2/streetsurfacevis/s_1024/744757802796089.jpg,Normal_asphalt,0.193344,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-076,streetsurfacevis::train::308581817542011,StreetSurfaceVis,train,308581817542011,data/raw/v2/streetsurfacevis/s_1024/308581817542011.jpg,Unpaved_road,0.269753,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-077,streetsurfacevis::train::479452896651060,StreetSurfaceVis,train,479452896651060,data/raw/v2/streetsurfacevis/s_1024/479452896651060.jpg,Normal_asphalt,0.193310,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-078,streetsurfacevis::train::364687708606147,StreetSurfaceVis,train,364687708606147,data/raw/v2/streetsurfacevis/s_1024/364687708606147.jpg,Unpaved_road,0.268498,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-079,streetsurfacevis::train::179825063913606,StreetSurfaceVis,train,179825063913606,data/raw/v2/streetsurfacevis/s_1024/179825063913606.jpg,Normal_asphalt,0.193241,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-080,streetsurfacevis::train::308046217438600,StreetSurfaceVis,train,308046217438600,data/raw/v2/streetsurfacevis/s_1024/308046217438600.jpg,Unpaved_road,0.268378,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-081,streetsurfacevis::train::123354223533005,StreetSurfaceVis,train,123354223533005,data/raw/v2/streetsurfacevis/s_1024/123354223533005.jpg,Normal_asphalt,0.192903,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-082,streetsurfacevis::train::918634292544322,StreetSurfaceVis,train,918634292544322,data/raw/v2/streetsurfacevis/s_1024/918634292544322.jpg,Unpaved_road,0.267449,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-083,streetsurfacevis::train::197845428667751,StreetSurfaceVis,train,197845428667751,data/raw/v2/streetsurfacevis/s_1024/197845428667751.jpg,Normal_asphalt,0.192134,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-084,streetsurfacevis::train::312618196915273,StreetSurfaceVis,train,312618196915273,data/raw/v2/streetsurfacevis/s_1024/312618196915273.jpg,Unpaved_road,0.267006,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-085,streetsurfacevis::train::1285692445223073,StreetSurfaceVis,train,1285692445223073,data/raw/v2/streetsurfacevis/s_1024/1285692445223073.jpg,Normal_asphalt,0.191028,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-086,streetsurfacevis::train::472803883806561,StreetSurfaceVis,train,472803883806561,data/raw/v2/streetsurfacevis/s_1024/472803883806561.jpg,Unpaved_road,0.266659,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-087,streetsurfacevis::train::1131693973997862,StreetSurfaceVis,train,1131693973997862,data/raw/v2/streetsurfacevis/s_1024/1131693973997862.jpg,Normal_asphalt,0.191025,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-088,streetsurfacevis::train::168632125095917,StreetSurfaceVis,train,168632125095917,data/raw/v2/streetsurfacevis/s_1024/168632125095917.jpg,Unpaved_road,0.266180,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-089,streetsurfacevis::train::1356599788073855,StreetSurfaceVis,train,1356599788073855,data/raw/v2/streetsurfacevis/s_1024/1356599788073855.jpg,Normal_asphalt,0.189433,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-090,streetsurfacevis::train::552579169412517,StreetSurfaceVis,train,552579169412517,data/raw/v2/streetsurfacevis/s_1024/552579169412517.jpg,Unpaved_road,0.265943,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-091,streetsurfacevis::train::298114682046090,StreetSurfaceVis,train,298114682046090,data/raw/v2/streetsurfacevis/s_1024/298114682046090.jpg,Normal_asphalt,0.189321,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-092,streetsurfacevis::train::768267620534431,StreetSurfaceVis,train,768267620534431,data/raw/v2/streetsurfacevis/s_1024/768267620534431.jpg,Unpaved_road,0.265835,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-093,streetsurfacevis::train::928336421077098,StreetSurfaceVis,train,928336421077098,data/raw/v2/streetsurfacevis/s_1024/928336421077098.jpg,Normal_asphalt,0.185850,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-094,streetsurfacevis::train::1926081894236263,StreetSurfaceVis,train,1926081894236263,data/raw/v2/streetsurfacevis/s_1024/1926081894236263.jpg,Unpaved_road,0.265661,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-095,streetsurfacevis::train::355014816011795,StreetSurfaceVis,train,355014816011795,data/raw/v2/streetsurfacevis/s_1024/355014816011795.jpg,Normal_asphalt,0.185526,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-096,streetsurfacevis::train::327462225415251,StreetSurfaceVis,train,327462225415251,data/raw/v2/streetsurfacevis/s_1024/327462225415251.jpg,Unpaved_road,0.265572,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-097,streetsurfacevis::train::928927871220927,StreetSurfaceVis,train,928927871220927,data/raw/v2/streetsurfacevis/s_1024/928927871220927.jpg,Normal_asphalt,0.185227,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-098,streetsurfacevis::train::761109625199460,StreetSurfaceVis,train,761109625199460,data/raw/v2/streetsurfacevis/s_1024/761109625199460.jpg,Unpaved_road,0.265081,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-099,streetsurfacevis::train::840502303479633,StreetSurfaceVis,train,840502303479633,data/raw/v2/streetsurfacevis/s_1024/840502303479633.jpg,Normal_asphalt,0.184750,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-100,streetsurfacevis::train::1483785245293908,StreetSurfaceVis,train,1483785245293908,data/raw/v2/streetsurfacevis/s_1024/1483785245293908.jpg,Unpaved_road,0.264343,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-101,streetsurfacevis::train::179819791791115,StreetSurfaceVis,train,179819791791115,data/raw/v2/streetsurfacevis/s_1024/179819791791115.jpg,Normal_asphalt,0.184601,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-102,streetsurfacevis::train::3508498759421880,StreetSurfaceVis,train,3508498759421880,data/raw/v2/streetsurfacevis/s_1024/3508498759421880.jpg,Unpaved_road,0.263358,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-103,streetsurfacevis::train::224655839487257,StreetSurfaceVis,train,224655839487257,data/raw/v2/streetsurfacevis/s_1024/224655839487257.jpg,Normal_asphalt,0.184562,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-104,streetsurfacevis::train::153202050343326,StreetSurfaceVis,train,153202050343326,data/raw/v2/streetsurfacevis/s_1024/153202050343326.jpg,Unpaved_road,0.263355,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-105,streetsurfacevis::train::513942847597933,StreetSurfaceVis,train,513942847597933,data/raw/v2/streetsurfacevis/s_1024/513942847597933.jpg,Normal_asphalt,0.180505,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-106,streetsurfacevis::train::815315502694805,StreetSurfaceVis,train,815315502694805,data/raw/v2/streetsurfacevis/s_1024/815315502694805.jpg,Unpaved_road,0.262217,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-107,streetsurfacevis::train::154034490283310,StreetSurfaceVis,train,154034490283310,data/raw/v2/streetsurfacevis/s_1024/154034490283310.jpg,Normal_asphalt,0.180120,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-108,streetsurfacevis::train::465878557980455,StreetSurfaceVis,train,465878557980455,data/raw/v2/streetsurfacevis/s_1024/465878557980455.jpg,Unpaved_road,0.261787,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-109,streetsurfacevis::train::127089979410851,StreetSurfaceVis,train,127089979410851,data/raw/v2/streetsurfacevis/s_1024/127089979410851.jpg,Normal_asphalt,0.180114,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-110,streetsurfacevis::train::4061408953918200,StreetSurfaceVis,train,4061408953918200,data/raw/v2/streetsurfacevis/s_1024/4061408953918200.jpg,Unpaved_road,0.259656,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-111,streetsurfacevis::train::288098827020010,StreetSurfaceVis,train,288098827020010,data/raw/v2/streetsurfacevis/s_1024/288098827020010.jpg,Normal_asphalt,0.179925,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-112,streetsurfacevis::train::2644533889013716,StreetSurfaceVis,train,2644533889013716,data/raw/v2/streetsurfacevis/s_1024/2644533889013716.jpg,Unpaved_road,0.259652,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-113,streetsurfacevis::train::380955109746116,StreetSurfaceVis,train,380955109746116,data/raw/v2/streetsurfacevis/s_1024/380955109746116.jpg,Normal_asphalt,0.179764,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-114,streetsurfacevis::train::537677998099156,StreetSurfaceVis,train,537677998099156,data/raw/v2/streetsurfacevis/s_1024/537677998099156.jpg,Unpaved_road,0.259454,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-115,streetsurfacevis::train::2950221398531278,StreetSurfaceVis,train,2950221398531278,data/raw/v2/streetsurfacevis/s_1024/2950221398531278.jpg,Normal_asphalt,0.179389,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-116,streetsurfacevis::train::5763709106992911,StreetSurfaceVis,train,5763709106992911,data/raw/v2/streetsurfacevis/s_1024/5763709106992911.jpg,Unpaved_road,0.259410,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-117,streetsurfacevis::train::945157439427925,StreetSurfaceVis,train,945157439427925,data/raw/v2/streetsurfacevis/s_1024/945157439427925.jpg,Normal_asphalt,0.179076,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-118,streetsurfacevis::train::3418706415126525,StreetSurfaceVis,train,3418706415126525,data/raw/v2/streetsurfacevis/s_1024/3418706415126525.jpg,Unpaved_road,0.259327,unreviewed eligible road image with a visually dark local region; human review required,pending,
SHC-119,streetsurfacevis::train::592675299455025,StreetSurfaceVis,train,592675299455025,data/raw/v2/streetsurfacevis/s_1024/592675299455025.jpg,Normal_asphalt,0.178890,unreviewed eligible road image with a visually dark local region; human review required,pending,
