review_round,sample_id,source_class,source_file,human_decision,reviewer_note,record_action,class_gate_policy,evidence_flag
round_1,crack_07,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-552+715000-552+273250-3-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_1,crack_08,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-024+420500-024+419125-3-0.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_1,crack_09,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-552+940250-552+496750-2-5.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_1,crack_10,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+077125-553+638000-0-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_1,crack_11,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-116+909418-116+673274-1-1.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_1,crack_12,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+565875-554+126250-1-0.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_1,patch_01,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_GA01B-653+814000-653+552875-1-1.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_02,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_SA20A-001+738250-001+995250-1-5.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_03,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_SA20A-003+030250-003+290125-1-5.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_04,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_SA20A-003+786750-004+046250-1-5.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_05,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_SA20A-002+256750-002+511625-0-5.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_06,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_GB01A-382+810125-382+793625-1-0.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_07,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_GA01B-651+553000-651+288625-0-2.jpg,unclear_exclude,Defect cannot be identified confidently,exclude_unclear,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_08,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_GA01B-554+317250-553+880375-3-5.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_09,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_SA20A-003+795250-004+054750-3-5.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_10,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_SA20A-002+424625-002+681500-3-3.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_11,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_GB01A-381+035750-381+036250-3-0.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,patch_12,patch,data/raw/v2/pavebench/data/Distress_Detection/images/train/patch_GB01A-382+716625-382+698750-1-0.jpg,approve,,candidate_keep_reviewed_sample,approved_samples_only_candidate_for_repaired_road,ok
round_1,pothole_01,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_YD06A-029+497125-029+496375-2-0.jpg,approve,,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_02,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_CDZ1B-006+213875-006+213750-0-3.jpg,approve,,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_03,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_GA01B-556+357250-555+916750-2-1.jpg,approve,,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_04,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_YDD0A-000+529125-000+528500-0-2.jpg,wrong_label,The defect is more look like crack,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_05,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_YDD0A-000+293250-000+294750-3-1.jpg,unclear_exclude,Defect cannot be identified confidently,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_06,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_YDD0A-000+760750-000+760875-1-1.jpg,unclear_exclude,Defect cannot be identified confidently,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_07,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_GA01B-555+972625-555+531000-2-1.jpg,wrong_label,The defect is more look like crack,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_08,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_GA01B-554+483000-554+043125-1-0.jpg,unclear_exclude,Defect cannot be identified confidently,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_09,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_YDD0A-000+620500-000+619625-1-3.jpg,unclear_exclude,Defect cannot be identified confidently,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_10,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_GA01B-556+151125-555+709625-2-5.jpg,unclear_exclude,Defect cannot be identified confidently,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_11,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_GA01B-554+215250-553+775625-3-1.jpg,approve,,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_1,pothole_12,pothole,data/raw/v2/pavebench/data/Distress_Detection/images/train/pothole_GA01B-553+222875-552+781250-0-3.jpg,unclear_exclude,Defect cannot be identified confidently,exclude_pavebench_pothole_use_v1_source,exclude_pavebench_class_use_eligible_v1_training_images,ok
round_2,alligator_r2_01,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-554+476625-554+036625-2-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_02,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+696375-555+255250-2-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_03,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+473625-041+808500-0-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_04,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+433750-555+995500-1-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_05,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-553+318500-552+879750-3-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_06,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+537375-041+869375-1-2.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_07,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+191000-041+525375-1-3.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_08,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-554+799625-554+362375-2-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_09,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-579+993625-579+554875-3-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_10,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+898625-042+229125-0-3.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_11,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+898625-042+229125-1-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_12,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+421000-555+982375-3-1.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_13,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_YD06A-024+401375-024+400625-3-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_14,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+745250-555+305375-2-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_15,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+539500-041+871500-2-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_16,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+974750-555+533125-0-3.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_17,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+656000-555+212375-1-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_18,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+721875-555+280750-0-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_19,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+202125-555+762375-2-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_20,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-553+516125-553+077500-0-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_21,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-042+021875-042+355250-1-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_22,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+148500-041+483500-3-4.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_23,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+857875-555+417125-0-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_24,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+212750-555+774375-0-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_25,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+779625-042+113875-1-2.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_26,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+698500-555+257375-0-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_27,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-553+314250-552+875500-3-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_28,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+841250-042+175500-0-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_29,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-553+265375-552+824000-1-3.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_30,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+919875-042+252000-3-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_31,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+839125-042+173375-2-1.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_32,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+732500-555+292625-0-5.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_33,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+539500-041+871500-3-3.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_34,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+025250-041+357625-2-2.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_35,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+238250-555+799875-1-5.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_36,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-042+066500-042+398875-1-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_37,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+197875-555+758125-3-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_38,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-042+009125-042+342500-1-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_39,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+998500-042+332375-2-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_40,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+473625-041+808500-0-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_41,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+346125-041+680125-0-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_42,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+331750-555+890875-3-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_43,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+263750-555+825750-2-2.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_44,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+199500-041+533250-3-0.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_45,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+150625-041+485625-0-5.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_46,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-555+630500-555+193750-2-1.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_47,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-553+078375-552+639375-2-2.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_48,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-553+273875-552+832500-1-1.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_49,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_SA20A-041+790250-042+125250-3-3.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,alligator_r2_50,alligator,data/raw/v2/pavebench/data/Distress_Detection/images/train/alligator_GA01B-556+414625-555+976000-2-4.jpg,approve,,candidate_keep_reviewed_sample,conditionally_usable_after_deduplication_and_new_split,ok
round_2,crack_r2_01,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-033+388000-033+386250-0-3.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_02,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+026125-553+587500-1-0.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_03,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_SA20A-041+834875-042+169125-2-4.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_04,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-131+364032-131+264910-2-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_05,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-027+125625-027+125125-1-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_06,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-132+021543-131+925394-0-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_07,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-553+157000-552+714625-2-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_08,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-027+474125-027+473875-2-2.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_09,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-113+365226-113+128153-2-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_10,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-553+295125-552+854000-0-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_11,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-035+844500-035+846625-1-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_12,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-552+636375-552+196625-3-1.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_13,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-024+112375-024+112625-2-0.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_14,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-033+230750-033+229875-1-4.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_15,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+825125-554+387875-1-0.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_16,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-556+312625-555+871375-0-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_17,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-126+769947-126+566153-2-5.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_18,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+351250-553+908500-0-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_19,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+181250-553+741375-0-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_20,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-105+719021-105+448758-0-4.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_21,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-555+696375-555+255250-3-3.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_22,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_SA20A-042+049500-042+384500-2-4.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
