audit_id,source_key,source_dataset,source_url,source_split,source_parquet,source_record_index,source_filename,source_image_path,width,height,image_sha256,mask_sha256,target_sha256,shadow_mask_coverage,exact_image_duplicate_group_size,audit_status,road_context_status,training_eligibility,license_note
SRD_FULL_00011,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,10,IMG_6372.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00010__IMG_6372.jpg,840,640,2691aa8a5b6c516173d44f5993d0930414b8dbf0a39cc5fc2fa2db8abc9bc183,a7173da1f7ba487afd41e88ac0508e58cc330da162929a478fa9349b5f0cefae,4dff642ba474bb3af10c806ed8d7361fdb03f2ec6368481411343dbf65e0ace2,0.31143,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00012,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,11,IMG_6373.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00011__IMG_6373.jpg,840,640,8f347cd0634431ede5324b60a65df64874efda0d5f8977a890aec5486ba38bc1,8e868c48e9d7cfcf30841577cb60d6710646081c1504cfd2fdb294fbe5a3442f,4dff642ba474bb3af10c806ed8d7361fdb03f2ec6368481411343dbf65e0ace2,0.322232,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00013,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,12,IMG_6374.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00012__IMG_6374.jpg,840,640,8198977a0c05aeff6a2428b71ee05ba8ff1b370c6e1fcf5f62aaa99c8f7ab4b9,40ba05d04bfa1a90f2d6940be8f9b165da8666df35e1c474dbfebb463578f1d8,4dff642ba474bb3af10c806ed8d7361fdb03f2ec6368481411343dbf65e0ace2,0.243021,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00014,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,13,IMG_6375.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00013__IMG_6375.jpg,840,640,245288de4ffd735b64504557c207f8fa16cc50a84f445264198a56f682a1900e,75f50b6d34631242d0b8f833d49c5c67eba14d01e878f5febef223a1b9a26a09,4dff642ba474bb3af10c806ed8d7361fdb03f2ec6368481411343dbf65e0ace2,0.171815,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00015,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,14,IMG_6376.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00014__IMG_6376.jpg,840,640,48c286a955dcedc72d938ebb113f4d14273bb281f61315d397603a382ffbceda,b6550d0c13287a047c340b705fab58527a1a3738390638f4255067fdd64a57d9,4dff642ba474bb3af10c806ed8d7361fdb03f2ec6368481411343dbf65e0ace2,0.167801,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00016,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,15,IMG_6378.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00015__IMG_6378.jpg,840,640,74b1cb704b24ddc5cca90819538f9b1ac3fa4fd1ec4b9866c95c28bacbb1c620,b467ec70beb658ce9bd629f84ed209928a8a0968abbfd3bffe9d9e8e3e63ac30,b55d82e1d15acc9bdb6bd38eb3c399d9d04aaf49faa63781c231d3960e0b83c6,0.308981,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00017,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,16,IMG_6417.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00016__IMG_6417.jpg,840,640,257dba23b0d60aed6193a6a03517233db54f3f365e102da3b802e78e1da007bf,7f8c583f480d7f9f9cbd2c30593c83167a8f1be6100d3123dadfd876f0b8a0cb,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.335281,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00018,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,17,IMG_6419.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00017__IMG_6419.jpg,840,640,c2a74702eb33c0cf17c3196933f87443639b7f6cc0386c470ee9b150f8b6854d,b43f35418f1512e931ab7364d5e74610d7307f2d7c04b48558e3e63b86518e58,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.296888,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00019,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,18,IMG_6420.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00018__IMG_6420.jpg,840,640,47dfcc490231784dcf393f0a8b724b3fdbda408c588347295900e5005348100d,bb3a599966fa234a63dd5be7e148e31bdc197b2396b2b12bfedec6b67f43539f,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.56277,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00020,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,19,IMG_6423.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00019__IMG_6423.jpg,840,640,c95e8c1e05393e468854fe91266e66e78ddc2340978edb2ccc1a9c4ed841df8d,f76ed19655e1606c30e4318bb04160f658346776f74c3cb5673491a013d1c63a,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.05401,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00021,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,20,IMG_6424.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00020__IMG_6424.jpg,840,640,2f84e2bc70726efe93f221abfe816250cd82af520875d8df9939459e4394ca49,96b90b04ac270ef771336368d61e2f25b555a9c5d4638bd3f92ee84c41ae4612,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.34873,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00022,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,21,IMG_6425.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00021__IMG_6425.jpg,840,640,2abe705ae2593d52641fa7e77c91bfab2cb379d1a20618a9aa6ef17ea30f91bf,d3ca669b2af59f051e5fea690a104a6c7087d9645e41298aec9d7a69192c94a4,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.58683,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00023,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,22,IMG_6427.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00022__IMG_6427.jpg,840,640,1f57e615496e58fbcd9be2f0f01c68a179495d9f436587c6c909e248d95336aa,4b6d3620df7fd8aa1ecbcbb8ca83eb4ebf97c7e3e51ce6e96c6c1d6997eb4eef,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.229637,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00024,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,23,IMG_6428.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00023__IMG_6428.jpg,840,640,15a720a3e55a690e3f413bd5db6c9a5477ff8a0c6903c2e4b4b24f433c72d418,6dad9707ad6d003914ece25af824d2751a6f24d26cad1ff143231bc844d4afbc,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.149833,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00025,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,24,IMG_6429.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00024__IMG_6429.jpg,840,640,16d505c52c6effe799b1bfd99d84f9587552cdf86e1231914b34a685f7363199,12500762a4a2e4fe7769bd431947b3bedfd44ee049f2e143ad7b35e25abd4aa9,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.266159,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00026,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,25,IMG_6430.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00025__IMG_6430.jpg,840,640,c0b8cdfefa245f7bce07733a753d208207d7c4a3fc9f1e2cd602933772c8e4d9,c798e087aa07e69b7111271e2a4fbc3fb3bceadb12258c66aa994bb06022e44e,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.305964,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00027,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,26,IMG_6431.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00026__IMG_6431.jpg,840,640,1db39ba2336256df18c2e3539e347113d6ce95d4706eaef45536f363314176d4,60438a09293f2ffd3030e84d744673492ca186cc60ff78aae828d4148728538a,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.104382,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00028,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,27,IMG_6432.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00027__IMG_6432.jpg,840,640,b2b8ebd6dd6cac96825461e35afd279a9e5c47913cf45b0aa2f5b99b14c9756f,6ca93a18dcbda0535b6e154f440b013f03308f9a77c7957a9b60b87dcfac32dc,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.004282,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00029,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,28,IMG_6433.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00028__IMG_6433.jpg,840,640,a4745d12df02f69c0a34bdbbe4b0462783513751b1443ab4a97ab77c8df38083,6f0adaf9b95fd4e95afc3ef9a1b0417d91bc5e002d303205cf7c60c03af08c55,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.454554,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00030,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,29,IMG_6434.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00029__IMG_6434.jpg,840,640,70ccddf949926436ec78562c574dc7153985b9de4c2b1d82ba23733870abe635,7c49560997229dd83d73628a53295585f80eaf452d41d3132def819146dbfaa6,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.436308,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00031,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,30,IMG_6435.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00030__IMG_6435.jpg,840,640,c6a13c78e0263eacd8be1ded758a129a6701f57220a40c2339f8dcb908bbef4a,7d9eaf38289c8e6cba669a9161c80e64535d2ee9e0cb90595ec979805abee0ee,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.493458,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00032,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,31,IMG_6436.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00031__IMG_6436.jpg,840,640,53d945b765c708a1c5f9db51f12650f8e7aca30ca887a8b8abeae5e467beb758,18201255a71b008ed14c5db75d4b1a5a91a1e88a08abc5c18541e78a607bc67b,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.125288,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00033,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,32,IMG_6437.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00032__IMG_6437.jpg,840,640,33717fc9109e71ee8a4f71c67b1835679e181669688da3e749e03ac66866e0a8,f0ecda7a87ddf2efc1ffb9e7a2af6bb0765f5862bb4ad2ecd4f555987253d524,8be28165863a5196c15461444e10bdbf3166e39130899b2c6d03e105a8dcdc41,0.476642,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00034,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,33,IMG_6750.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00033__IMG_6750.jpg,840,640,56b1357a174e6be17ecc6cf04cf982b68e76dfd457b0a177665f5a0c80a8b925,6bf403aac278dfbb9cc6aa60f708fef404d802fc64a309e3a97ab7c7e34a1b74,6554c183404b24c8a58e1ba9eb3cd77f66574b5981df94e6bb8fb8407e480589,0.377757,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00035,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,34,IMG_6751.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00034__IMG_6751.jpg,840,640,dc07747b9e355a85972a6ce32c63fbaf15adbc598d20b9243c3a5c199ff3851e,0aed2d8152cf6de5307439da4580f86256b510d2c99faa3e21b1d39e288b3215,20f7439fc047e63af4a667bd02da142de80e4fd14e877259eaa265a244661df0,0.415309,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00036,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,35,IMG_6752.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00035__IMG_6752.jpg,840,640,9443a079de2f5303031f307c4ee6a9330bb8a63e3f9dc732e42942aa2cd9377e,d7dbedfd2dd28286d4fd06ba0c95bfea4c7a9e97d52f30ce5dcf8b583f3238a7,6554c183404b24c8a58e1ba9eb3cd77f66574b5981df94e6bb8fb8407e480589,0.528584,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00037,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,36,IMG_6753.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00036__IMG_6753.jpg,840,640,743ef8f60958393207257916f2f61c59db51aa1dd22329c5401bfb38fc085eab,3d6dfb1ecfded0f86708db5fd1af2e8fb1b1bcb619b9f7d5a3749b3200869d6f,20f7439fc047e63af4a667bd02da142de80e4fd14e877259eaa265a244661df0,0.619347,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
SRD_FULL_00038,srd,Donghyun99/SRD (unofficial Hugging Face mirror),https://huggingface.co/datasets/Donghyun99/SRD,test,data/raw/v2/srd_full_hf/data/test-00000-of-00001.parquet,37,IMG_6754.jpg,data/raw/v2/srd_full_hf/extracted_shadow_images/test/00037__IMG_6754.jpg,840,640,e2c8831cd92050f712ee81c4fbbbc7adff4994ef6fd5b824174144be06ed03cf,ef07e7b18d08a7fecdf0f50773923344867d129e91eb2828c47962fc173d97e8,f3e139384926fe01f5304750d8bb1384dd037fbe5914342c3a77d58ce6ff0b30,0.355491,1,structurally_valid_not_integrated,not_individually_road_verified,blocked_pending_provenance_license_and_road_context_filter,MIT stated in local mirror README; original-source provenance still requires confirmation.
