source_record_id,source_split,relative_image_path,sha256,width,height,sequence_risk,exact_duplicate_group_id,decision,decision_reason
train::bump::Image00082.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00082.jpg,310f315acd88aa790e58c55ef0b3ad1a8c6676c67edeeeabdc554b088fc1f7e7,460,816,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00083.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00083.jpg,5b89e57e74469cddb20754d8521661a3a991b2a4162685da91e7ecf692a0286d,460,816,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00084.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00084.jpg,fc03246a961ef1b1d279ce455a1315abf5d00a475f6e1daec312f39a92a0ccd5,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00085.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00085.jpg,f0107fa71f7e425b24429869158298dff9332ae293678af770cacdd581babd9a,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00086.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00086.jpg,6ad7d43d5080760053798aa9f4a4eea96d8ba6103c10722dd4ff859760bbf2c3,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00087.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00087.jpg,0fdcb8e0d29527b122e306e0cba30c4094050b9fd111f3efb6b303d70b950dc4,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00089.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00089.jpg,e05e180d244f66a79e6124832e0f113f7040cd8e5e258f5a19c84473898d4307,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00091.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00091.jpg,0ec8f3c81141a2e1ae6e34391ee9f7cfb39127070bc84f3e3f8f1a470de6d209,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00092.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00092.jpg,74140471283f9814496ad13f9ea51cb03e331553beee867e71d762dfafd53337,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00093.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00093.jpg,e1736c3f0cbe87ecb516fea31047837f5a61e349bf8531d2f69733c53ec1c2ac,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00094.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00094.jpg,8c3e6fd00482045a57b82fc0bdf01d4dae9e3e337b46451e7ff55a85a4f6fdda,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00095.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00095.jpg,a85b9a3aef3b4248a36e97455380556de5981fe66c358184aeedc65af7af22e4,460,816,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00096.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00096.jpg,d9c0000cb57467a3f61c2e947103d8ab0e4d25bb224e19e7e583545bb01ac6c6,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00097.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00097.jpg,e650745a2664ebbf0872313157cdc67456916f874a5942c03bfb289655ffc972,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00098.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00098.jpg,4a16a18e46dc02215dc702e4e271284ff873567fdd1e8f2fcbab77cc273b745f,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00099.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00099.jpg,0c5539704fafb4044be6b330858dc4120bf243471274fe00188e0f52c9276ec5,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00100.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00100.jpg,8b4748f33dc60370dd1b053d4e7aa6d9522c6834d31c530d0b3617f8ff84f123,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00101.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00101.jpg,7b11a6cf208390b501d46bc6b742c85ea38a14151df2ba5e3263bed9f3e2687c,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00102.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00102.jpg,95adb8d8893a7ff9be68e34374ceb26aa9a0a91135af275a888244cf3c3342f3,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00103.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00103.jpg,a2ed03289f293e858f3b2d511b6f569a334f538f851478bfbeaa8603b2a5f8e5,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00104.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00104.jpg,abc58714554f3a9de7d1dc798e4ec9de7618c2284be29fff31b2578528bf1e94,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00105.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00105.jpg,225a6d45fa674cde47c89f72704a694ff9cc0889184dfa0a363b7d79a9d4cff5,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::Image00107.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/Image00107.jpg,6a5379cbc0b1924eb545d84c4ef99eb66dad1bceb291f796ef5f47976894f84c,816,460,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image59-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image59-1.jpg,3c368ebafb32cb21a005c0fb2ffa5fa2f2183756c4c496127adf156f54e28e04,353,627,false,exact_duplicate_0001,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image59.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image59.jpg,3c368ebafb32cb21a005c0fb2ffa5fa2f2183756c4c496127adf156f54e28e04,353,627,false,exact_duplicate_0001,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image60-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image60-1.jpg,d29a0ece1e70f19d9cdd877dd31d6daac4dd6e3171506750fc373f44bd097685,353,627,false,exact_duplicate_0002,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image60.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image60.jpg,d29a0ece1e70f19d9cdd877dd31d6daac4dd6e3171506750fc373f44bd097685,353,627,false,exact_duplicate_0002,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image61-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image61-1.jpg,509224de9662aa4894e4539b8b36687cdb73a8f3924f495b52afecb9c4c87976,353,627,false,exact_duplicate_0003,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image61.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image61.jpg,509224de9662aa4894e4539b8b36687cdb73a8f3924f495b52afecb9c4c87976,353,627,false,exact_duplicate_0003,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image62-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image62-1.jpg,93c9328f407102da5980ccca3b9fb82deeae2c18f7289c09009c7fc73f93c20a,353,627,false,exact_duplicate_0004,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image62.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image62.jpg,93c9328f407102da5980ccca3b9fb82deeae2c18f7289c09009c7fc73f93c20a,353,627,false,exact_duplicate_0004,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image63-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image63-1.jpg,6842787ef1437a50a884fb0f104deb2717f85410949e762c9dcf9bbab9994c71,353,627,false,exact_duplicate_0005,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image63.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image63.jpg,6842787ef1437a50a884fb0f104deb2717f85410949e762c9dcf9bbab9994c71,353,627,false,exact_duplicate_0005,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image64.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image64.jpg,7475a8d890c28bb518b1319f944ce119158be4e8c0723cc34ac8120b0885399a,353,627,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image65-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image65-1.jpg,327f0a24dfd465ffd7e7c783e29dbd196f4a66dee1375e6e8b0f518b3d112018,353,627,false,exact_duplicate_0006,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image65.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image65.jpg,327f0a24dfd465ffd7e7c783e29dbd196f4a66dee1375e6e8b0f518b3d112018,353,627,false,exact_duplicate_0006,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image66-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image66-1.jpg,81a24c1ea1412647c4553142c091201e1a390e0b9164e8f6ce69f66d6f9566c0,353,627,false,exact_duplicate_0007,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image66.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image66.jpg,81a24c1ea1412647c4553142c091201e1a390e0b9164e8f6ce69f66d6f9566c0,353,627,false,exact_duplicate_0007,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image67-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image67-1.jpg,772e82bf8d63d4de8af990d058438bd355c5342dc60e563cc6bb704b78274a1a,353,627,false,exact_duplicate_0008,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image67.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image67.jpg,772e82bf8d63d4de8af990d058438bd355c5342dc60e563cc6bb704b78274a1a,353,627,false,exact_duplicate_0008,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image68-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image68-1.jpg,7f7ba155405a35f9b65531e119057c0e243912f820c6a568fd74465e6340838b,353,627,false,exact_duplicate_0009,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image68.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image68.jpg,7f7ba155405a35f9b65531e119057c0e243912f820c6a568fd74465e6340838b,353,627,false,exact_duplicate_0009,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image69-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image69-1.jpg,a65cefb2bce70914edc64a230ff7a40d6dc47a3c16f1fb5fe523c813faed2505,353,627,false,exact_duplicate_0010,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image69.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image69.jpg,a65cefb2bce70914edc64a230ff7a40d6dc47a3c16f1fb5fe523c813faed2505,353,627,false,exact_duplicate_0010,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image70-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image70-1.jpg,533d98a305a4730ed61303f440e7a08b639cb3cef4bca097b5c8951c1cdb395c,353,627,false,exact_duplicate_0011,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image70.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image70.jpg,533d98a305a4730ed61303f440e7a08b639cb3cef4bca097b5c8951c1cdb395c,353,627,false,exact_duplicate_0011,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image71-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image71-1.jpg,f398c008d1669cfa24aa553c406f3ec956eeac0401caa82310b5bf6f4fc54213,353,627,false,exact_duplicate_0012,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image71.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image71.jpg,f398c008d1669cfa24aa553c406f3ec956eeac0401caa82310b5bf6f4fc54213,353,627,false,exact_duplicate_0012,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image72-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image72-1.jpg,c0c835eb97d1312199e465616aacbc7e0a8cd322a330674d549d48c344116fd6,353,627,false,exact_duplicate_0013,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image72.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image72.jpg,c0c835eb97d1312199e465616aacbc7e0a8cd322a330674d549d48c344116fd6,353,627,false,exact_duplicate_0013,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image73-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image73-1.jpg,8ee6bc11035ad3f13d730cf9719c6ef84a0334c3789ccc6f9900a401ecefe345,353,627,false,exact_duplicate_0014,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image73.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image73.jpg,8ee6bc11035ad3f13d730cf9719c6ef84a0334c3789ccc6f9900a401ecefe345,353,627,false,exact_duplicate_0014,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image74-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image74-1.jpg,156824bcce521401f6242aade12f971a62466d8190f5315523030087dfee547b,353,627,false,exact_duplicate_0015,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image74.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image74.jpg,156824bcce521401f6242aade12f971a62466d8190f5315523030087dfee547b,353,627,false,exact_duplicate_0015,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image75-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image75-1.jpg,249bd34253d501fb279ae4a177d19ab3e24f7d641a5593403053813365da9a43,353,627,false,exact_duplicate_0016,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image75.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image75.jpg,249bd34253d501fb279ae4a177d19ab3e24f7d641a5593403053813365da9a43,353,627,false,exact_duplicate_0016,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image76-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image76-1.jpg,2f757fac40ed4be9eb7e26b95d1819bb284ae6d02bca605c5cc6561491387809,353,627,false,exact_duplicate_0017,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image76.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image76.jpg,2f757fac40ed4be9eb7e26b95d1819bb284ae6d02bca605c5cc6561491387809,353,627,false,exact_duplicate_0017,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image77-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image77-1.jpg,0abf0ad259e2b3b0f7bcb2a5d58a45f43eb8b6465435fce706308355b0e8cc87,353,627,false,exact_duplicate_0018,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image77.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image77.jpg,0abf0ad259e2b3b0f7bcb2a5d58a45f43eb8b6465435fce706308355b0e8cc87,353,627,false,exact_duplicate_0018,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::image78-1.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image78-1.jpg,badbe0b6634e545b43450af07d6bd4261da9a3d32880fad427ce0235feec884a,353,627,false,exact_duplicate_0019,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::image78.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/image78.jpg,badbe0b6634e545b43450af07d6bd4261da9a3d32880fad427ce0235feec884a,353,627,false,exact_duplicate_0019,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
train::bump::images101.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images101.jpg,3ad947736d3d7cd17ecd85e025ac4b1023886fd97dd33ed025454b6a4b2cbb2d,275,183,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::images102.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images102.jpg,310f11faa80106beee2317604e10a95e0fc423d844153b05167db281536fa6a9,300,168,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::images109.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images109.jpg,332c764e82d05c0bb3bf388bbbd14b8047f2af14e7aac529f365f119f7771402,275,183,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::images112.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images112.jpg,da684aba379241020ee95530186c72fc792fccf2cd9b7c241de4d9668d8b918a,358,141,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::images113.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images113.jpg,7e6b7e70c27a49a0b008da34ae72c4b155d2933fd66d930cebee8eb5ae1bb63e,259,194,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::images116.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images116.jpg,5869dacb9c9ef04cc3351a59848b82946ea1180d80dd6d16d9f3f0cadfdb57ad,262,193,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::images118.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images118.jpg,15ae45eb58732afa5ecbf76436c409e9972e1c51dd77d6429cb04929f71da01e,285,177,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
train::bump::images119.jpg,train,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/images119.jpg,b5a0369274e9464450e4d873f5a34c0d6fcd1c8d32152ac02aae51fad1e65af1,275,183,false,,keep_train_speed_bump_candidate,source train bump label with no MVI sequence-style filename
