candidate_id_a,split_a,label_a,source_a,candidate_id_b,split_b,label_b,source_b,hamming_distance,recommended_action,pair_id,left_image_path,right_image_path,contact_sheet,decision,reviewer_note
kaggle_speed_bump::train::bump::VIDEO0006_050.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0006_051.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-011,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0006_050.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0006_051.jpg,near_duplicate_pairs_03.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0009_018.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_023.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-012,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_018.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_023.jpg,near_duplicate_pairs_03.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0009_018.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_026.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-013,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_018.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_026.jpg,near_duplicate_pairs_04.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0009_024.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_029.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-014,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_024.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_029.jpg,near_duplicate_pairs_04.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0009_053.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_058.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-015,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_053.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_058.jpg,near_duplicate_pairs_04.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0009_053.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_062.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-016,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_053.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_062.jpg,near_duplicate_pairs_04.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_037.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_038.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-017,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_037.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_038.jpg,near_duplicate_pairs_05.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_037.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_039.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-018,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_037.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_039.jpg,near_duplicate_pairs_05.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_042.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_043.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-019,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_042.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_043.jpg,near_duplicate_pairs_05.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_045.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_046.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-020,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_045.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_046.jpg,near_duplicate_pairs_05.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_047.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_051.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-021,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_047.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_051.jpg,near_duplicate_pairs_06.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_058.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_060.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-022,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_058.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_060.jpg,near_duplicate_pairs_06.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_059.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_063.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-023,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_059.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_063.jpg,near_duplicate_pairs_06.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_062.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_065.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-024,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_062.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_065.jpg,near_duplicate_pairs_06.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0012_015.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_018.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-025,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_015.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_018.jpg,near_duplicate_pairs_07.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0012_020.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_026.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-026,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_020.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_026.jpg,near_duplicate_pairs_07.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0012_023.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_026.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-027,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_023.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_026.jpg,near_duplicate_pairs_07.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0012_036.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_037.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-028,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_036.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0012_037.jpg,near_duplicate_pairs_07.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0015_049.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0015_050.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-029,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_049.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_050.jpg,near_duplicate_pairs_08.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0015_075.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0015_076.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-030,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_075.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_076.jpg,near_duplicate_pairs_08.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0016_020.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0016_021.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-031,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0016_020.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0016_021.jpg,near_duplicate_pairs_08.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164355_020.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164355_021.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-032,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164355_020.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164355_021.jpg,near_duplicate_pairs_08.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164420_028.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164420_029.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-033,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_028.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_029.jpg,near_duplicate_pairs_09.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164420_028.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164420_035.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-034,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_028.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_035.jpg,near_duplicate_pairs_09.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164420_036.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164420_038.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-035,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_036.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_038.jpg,near_duplicate_pairs_09.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164420_037.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164420_038.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-036,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_037.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_038.jpg,near_duplicate_pairs_09.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164434_033.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164434_034.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-037,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164434_033.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164434_034.jpg,near_duplicate_pairs_10.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_165230_035.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_165230_038.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-038,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_035.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_038.jpg,near_duplicate_pairs_10.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_165230_039.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_165230_040.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-039,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_039.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_040.jpg,near_duplicate_pairs_10.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_165230_048.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_165230_053.jpg,train,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-040,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_048.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_053.jpg,near_duplicate_pairs_10.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_165230_054.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_165230_057.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,4,review_required_possible_near_duplicate,near-041,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_054.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_057.jpg,near_duplicate_pairs_11.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
mendeley_speed_bump::Speed_breaker_(136).jpg,protected_test,speed_bump,Mendeley_Manhole_SpeedBreaker,mendeley_speed_bump::Speed_breaker_(137).jpg,train,speed_bump,Mendeley_Manhole_SpeedBreaker,4,review_required_possible_near_duplicate,near-042,data/raw/v2/selected/mendeley_manhole_speedbreaker_exact_deduplicated/Speed_Breaker/Speed_breaker_(136).jpg,data/raw/v2/selected/mendeley_manhole_speedbreaker_exact_deduplicated/Speed_Breaker/Speed_breaker_(137).jpg,near_duplicate_pairs_11.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121707101359371662I_1295245500_481556600,protected_test,repaired_road,SVRDD_YOLO,svrdd::train::09002200121707101359516482I_1295245500_481566900,train,repaired_road,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-043,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359371662I_1295245500_481556600.jpg,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359516482I_1295245500_481566900.jpg,near_duplicate_pairs_11.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121901201518429702L_1295685300_482049100,validation,repaired_road,SVRDD_YOLO,svrdd::train::09002200121901201518447492L_1295682900_482048800,protected_test,repaired_road,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-044,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901201518429702L_1295685300_482049100.jpg,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901201518447492L_1295682900_482048800.jpg,near_duplicate_pairs_11.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121901201518517372L_1295672200_482047700,train,repaired_road,SVRDD_YOLO,svrdd::train::09002200121901201518529232L_1295670300_482047500,protected_test,repaired_road,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-045,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901201518517372L_1295672200_482047700.jpg,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901201518529232L_1295670300_482047500.jpg,near_duplicate_pairs_12.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121901231014459262K_1296220700_483136300,validation,repaired_road,SVRDD_YOLO,svrdd::train::09002200121901231014469102K_1296220700_483134600,train,repaired_road,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-046,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231014459262K_1296220700_483136300.jpg,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231014469102K_1296220700_483134600.jpg,near_duplicate_pairs_12.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121902240945017052G_1297325500_484021000,validation,crack,SVRDD_YOLO,svrdd::train::09002200121902240945028762G_1297326600_484021100,train,crack,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-047,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121902240945017052G_1297325500_484021000.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121902240945028762G_1297326600_484021100.jpg,near_duplicate_pairs_12.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121902241154189308O_1295738700_484245200,train,repaired_road,SVRDD_YOLO,svrdd::train::09002200121902241154213488O_1295735100_484245300,protected_test,repaired_road,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-048,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121902241154189308O_1295738700_484245200.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121902241154213488O_1295735100_484245300.jpg,near_duplicate_pairs_12.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200311130108509HJ_1297250100_484348400,protected_test,crack,SVRDD_YOLO,svrdd::train::0900220012200311130120994HJ_1297238000_484325200,validation,crack,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-049,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130108509HJ_1297250100_484348400.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130120994HJ_1297238000_484325200.jpg,near_duplicate_pairs_13.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200311130250754HJ_1297193200_484239100,validation,crack,SVRDD_YOLO,svrdd::train::0900220012200311130252754HJ_1297191300_484235400,train,crack,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-050,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130250754HJ_1297193200_484239100.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130252754HJ_1297191300_484235400.jpg,near_duplicate_pairs_13.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
