review_id,image_id,source_dataset,source_url,original_source_label,shadow_present,human_decision,reviewer_notes,similarity_score,surface_type,surface_quality,official_train,width,height,resolution_decision,file_size_bytes,sha256,relative_image_path,user_id,captured_at,split_group_id,training_status
SH-11,300679328256360,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,Visible shadow falls on the road surface,,asphalt,excellent,True,1024,576,eligible,70887,556e8d134feb8702bec4a99431a5f27e1af7704418c525665f6c432c3f7eecfd,data/raw/v2/streetsurfacevis/s_1024/300679328256360.jpg,100474358864037,1593064732023,streetsurfacevis::300679328256360,approved_shadow_candidate_not_final_split
SH-12,559386385893535,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,Visible shadow falls on the road surface,,asphalt,excellent,True,1024,768,eligible,174076,a980e6ae73228e0f1dbf7b161850d142a9847dc5c7d70aec7f15cd1eacb419a8,data/raw/v2/streetsurfacevis/s_1024/559386385893535.jpg,100191919180290,1657989553012,streetsurfacevis::559386385893535,approved_shadow_candidate_not_final_split
SH-C001,765100174607174,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.804868,asphalt,excellent,True,1024,768,eligible,158335,151a3a4f11a24b1b25cfc741d1b898fd44108adea68dca3a55a4ec4d3916538e,data/raw/v2/streetsurfacevis/s_1024/765100174607174.jpg,100232345559807,1662048561000,streetsurfacevis::765100174607174,excluded_from_shadow_pool
SH-C002,467673481111243,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.791506,asphalt,excellent,True,1024,576,eligible,85473,3adc69740ea78f9f368b13d133a08910cce5484067b3e3bcaac0418f8553e5aa,data/raw/v2/streetsurfacevis/s_1024/467673481111243.jpg,108743158026606,1537116818472,streetsurfacevis::467673481111243,excluded_from_shadow_pool
SH-C003,1964334537048617,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.788606,asphalt,excellent,True,1024,768,eligible,73900,2ba3eee060bc510b18b3a7935bcfc6034ce2ee2df6c8ad60983a3855d171ce63,data/raw/v2/streetsurfacevis/s_1024/1964334537048617.jpg,104498841786879,1561488279599,streetsurfacevis::1964334537048617,approved_shadow_candidate_not_final_split
SH-C004,2570008989970943,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.781459,asphalt,excellent,True,1024,768,eligible,105581,6df1aba4f8b611d4be1641649c00e506ece23ec12c84439575233c6918118d7a,data/raw/v2/streetsurfacevis/s_1024/2570008989970943.jpg,102627028648372,1559934938000,streetsurfacevis::2570008989970943,approved_shadow_candidate_not_final_split
SH-C005,794469802269622,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.765365,asphalt,excellent,True,1024,768,eligible,191169,0da3988e28c3e76a2352556c8999d7cd5bee3acf1213b89c7150f241d2c71d73,data/raw/v2/streetsurfacevis/s_1024/794469802269622.jpg,100232345559807,1686639417500,streetsurfacevis::794469802269622,approved_shadow_candidate_not_final_split
SH-C006,485042319475830,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.755349,asphalt,excellent,True,1024,768,eligible,164409,1e2b460e8cf23cf2a37a511e88b602ab541f79d666dabc9a0d52e18823b20b51,data/raw/v2/streetsurfacevis/s_1024/485042319475830.jpg,110562521169809,1404331033000,streetsurfacevis::485042319475830,approved_shadow_candidate_not_final_split
SH-C007,304312067847151,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.751724,asphalt,excellent,True,1024,768,eligible,155412,2a59a3a991296d7b5509806b88487b99c7972552afb0bf2086baa33969ef5727,data/raw/v2/streetsurfacevis/s_1024/304312067847151.jpg,101106178803146,1570877082791,streetsurfacevis::304312067847151,approved_shadow_candidate_not_final_split
SH-C008,1187724221664906,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.749035,asphalt,excellent,True,1024,768,eligible,164006,f6cab9f8a4aa089fa927ab67d44a2dc8315d653c0d8f62eecfda7199216e44a1,data/raw/v2/streetsurfacevis/s_1024/1187724221664906.jpg,110552844504419,1501775733000,streetsurfacevis::1187724221664906,approved_shadow_candidate_not_final_split
SH-C009,566327654645367,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.748195,asphalt,excellent,True,1024,768,eligible,120035,a5eac5d9d229d281457c4e1de5ce3480a8b4755dffc3af8aaa903a4093c49c9a,data/raw/v2/streetsurfacevis/s_1024/566327654645367.jpg,103901361851883,1633184799000,streetsurfacevis::566327654645367,approved_shadow_candidate_not_final_split
SH-C010,1235733870182121,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.747512,asphalt,excellent,True,1024,576,eligible,106679,973e883a9d53eb2251a9f251969181dea47799bf16ee9cca013925b63afe34ed,data/raw/v2/streetsurfacevis/s_1024/1235733870182121.jpg,107765738126751,1632313949565,streetsurfacevis::1235733870182121,excluded_from_shadow_pool
SH-C011,1061896178058744,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.747012,asphalt,excellent,True,1024,768,eligible,164755,d7e842e1e97a560b56af14fab42d79b1944d86eb40e7d318483e8aeabc171741,data/raw/v2/streetsurfacevis/s_1024/1061896178058744.jpg,102518778654933,1652796751000,streetsurfacevis::1061896178058744,approved_shadow_candidate_not_final_split
SH-C012,638188590387957,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.744152,asphalt,excellent,True,1024,768,eligible,150179,be1bd855e075d28061011ff158e93531ce1b8ef41f66b0caa38f3f645416de7f,data/raw/v2/streetsurfacevis/s_1024/638188590387957.jpg,103269255245284,1397978052000,streetsurfacevis::638188590387957,approved_shadow_candidate_not_final_split
SH-C013,135421615285100,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.742947,asphalt,excellent,True,1024,576,eligible,116408,003aac02312500e9f428750b45944e12a468fe8ffdad60cae47f11690947a711,data/raw/v2/streetsurfacevis/s_1024/135421615285100.jpg,101410265434782,1598711976000,streetsurfacevis::135421615285100,approved_shadow_candidate_not_final_split
SH-C014,5297950250326667,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.742895,asphalt,excellent,True,1023,575,eligible,118897,1dc23e86cade84fc57768d01d7aec5a22306f04e4f6a07ddc833d56a8d273cbe,data/raw/v2/streetsurfacevis/s_1024/5297950250326667.jpg,109115837985025,1661855700425,streetsurfacevis::5297950250326667,approved_shadow_candidate_not_final_split
SH-C015,3094430640772024,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.742851,asphalt,excellent,True,1024,768,eligible,166343,b1ae359ec46503193c8b2aea9cacb9f11f90513b101636ddac53ddf2f9df7664,data/raw/v2/streetsurfacevis/s_1024/3094430640772024.jpg,102609045317136,1569316243000,streetsurfacevis::3094430640772024,approved_shadow_candidate_not_final_split
SH-C016,148163274404450,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.742081,asphalt,excellent,True,1024,768,eligible,130670,2146b8bfaa24e54d1351cd15b65bd0af6456beb8aeffe8bb32471f482888e726,data/raw/v2/streetsurfacevis/s_1024/148163274404450.jpg,100232345559807,1652528681000,streetsurfacevis::148163274404450,excluded_from_shadow_pool
SH-C017,386209555929504,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.740208,asphalt,excellent,True,1024,768,eligible,132491,26cfbb1c34779cd6e3e19f97f7993d4dcbb5324ace323b199df6abccb84f850d,data/raw/v2/streetsurfacevis/s_1024/386209555929504.jpg,102627028648372,1563301068000,streetsurfacevis::386209555929504,approved_shadow_candidate_not_final_split
SH-C018,614095730069612,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.739522,asphalt,excellent,True,1024,576,eligible,141601,52d321ef74c4463803848f099dd577ea5bbb8b486de26c44e139b6a8f1cf8d28,data/raw/v2/streetsurfacevis/s_1024/614095730069612.jpg,100474358864037,1659866959655,streetsurfacevis::614095730069612,approved_shadow_candidate_not_final_split
SH-C019,841797367495650,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.738417,asphalt,excellent,False,1024,576,eligible,91222,7f23b7cf082feaf48b445ef283efdcae3e94ef7020d1c2174d13f1dc29856280,data/raw/v2/streetsurfacevis/s_1024/841797367495650.jpg,107578659060721,1692340660806,streetsurfacevis::841797367495650,excluded_from_shadow_pool
SH-C020,291942482473080,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.737486,asphalt,excellent,True,1024,768,eligible,94243,ed9bda891ddd5e457e1db55c317a5ea0e5300eb220099643ca291d7e9985c46e,data/raw/v2/streetsurfacevis/s_1024/291942482473080.jpg,102627028648372,1558447186000,streetsurfacevis::291942482473080,excluded_from_shadow_pool
SH-C021,588271565485583,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.737212,asphalt,excellent,True,1024,768,eligible,77986,0ccc60c1bc92b2889b2c52d44499af0845c2910e52f767dc46ec1d5e3de89fa4,data/raw/v2/streetsurfacevis/s_1024/588271565485583.jpg,109563097940190,1523252152975,streetsurfacevis::588271565485583,excluded_from_shadow_pool
SH-C022,489239522197538,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.737067,asphalt,excellent,True,1024,768,eligible,77040,d06f72d8ddbcda2abcc2f618e21dd1927f2bc539ba61e6808d176caf14f26b0c,data/raw/v2/streetsurfacevis/s_1024/489239522197538.jpg,100562292188203,1528702841773,streetsurfacevis::489239522197538,approved_shadow_candidate_not_final_split
SH-C023,1629206557566476,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.736704,asphalt,excellent,True,1024,768,eligible,176714,0f8b2f5195f21563976412d7a10fe50dd7e5ac301a49fc1262cebbdee5b63f91,data/raw/v2/streetsurfacevis/s_1024/1629206557566476.jpg,100232345559807,1692801340000,streetsurfacevis::1629206557566476,approved_shadow_candidate_not_final_split
SH-C024,2963220880591269,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.736139,asphalt,excellent,True,1024,768,eligible,115112,e4b003139893872cd79d83804d767f1a38df52c767dad9d50257e02adf417d2d,data/raw/v2/streetsurfacevis/s_1024/2963220880591269.jpg,104006555174486,1561562666806,streetsurfacevis::2963220880591269,approved_shadow_candidate_not_final_split
SH-C025,473247300574041,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.736138,asphalt,excellent,True,1024,768,eligible,113428,180e837704cf87b84ec4f13779da55b71411ca94cc255dd66dee0e5792e37fd6,data/raw/v2/streetsurfacevis/s_1024/473247300574041.jpg,100562292188203,1528702848423,streetsurfacevis::473247300574041,excluded_from_shadow_pool
SH-C026,288492096969344,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.735433,asphalt,excellent,True,1024,768,eligible,101466,9ac995021b811e1ed9f04b8030a59d3b058b310624fc22a047e1f0437ec18d98,data/raw/v2/streetsurfacevis/s_1024/288492096969344.jpg,101530835427304,1687197033085,streetsurfacevis::288492096969344,approved_shadow_candidate_not_final_split
SH-C027,538157117568903,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.735286,asphalt,excellent,True,1024,768,eligible,199090,3ba81ec9d5f715707e3b2403dd4d8429476c90054ec4481dc5a9e9cf83c0bd81,data/raw/v2/streetsurfacevis/s_1024/538157117568903.jpg,108354611399818,1601397114003,streetsurfacevis::538157117568903,approved_shadow_candidate_not_final_split
SH-C028,1131693973997862,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.735142,asphalt,excellent,True,1024,576,eligible,132775,665e347d4848710c047aa9fe5d97ecab65215ad9972a81c9df8a91a77ff6f96a,data/raw/v2/streetsurfacevis/s_1024/1131693973997862.jpg,101410265434782,1566124845000,streetsurfacevis::1131693973997862,excluded_from_shadow_pool
SH-C029,527629208250433,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.73475,asphalt,excellent,True,1024,768,eligible,131203,d831ed19f720e94c2d5be2c6f63669149a8ac0fe230de76cd57a9b9298c5d753,data/raw/v2/streetsurfacevis/s_1024/527629208250433.jpg,108681281366070,1565787168000,streetsurfacevis::527629208250433,approved_shadow_candidate_not_final_split
SH-C030,4882907708411346,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.733205,asphalt,excellent,False,1024,768,eligible,200646,1a9dfb4e0ed9c75561dca35dca91f5297be025f18137c34188743676fa61114c,data/raw/v2/streetsurfacevis/s_1024/4882907708411346.jpg,107965364772338,1644669694220,streetsurfacevis::4882907708411346,approved_shadow_candidate_not_final_split
SH-C031,1303718360258569,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.732791,asphalt,excellent,False,1024,768,eligible,162514,5fcbc1cdee35a41f5f253c78a278f149e9ca4bef32adf82e9fe5f51ea6041f16,data/raw/v2/streetsurfacevis/s_1024/1303718360258569.jpg,100866809689751,1689247626514,streetsurfacevis::1303718360258569,approved_shadow_candidate_not_final_split
SH-C032,584882903624933,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.732197,asphalt,excellent,True,1024,768,eligible,162862,e2bb52573f66ebb193d9a501905c588c12fc98c06a7ec609493612e475bd96ac,data/raw/v2/streetsurfacevis/s_1024/584882903624933.jpg,100232345559807,1455836596500,streetsurfacevis::584882903624933,approved_shadow_candidate_not_final_split
SH-C033,336220424907857,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.732081,asphalt,excellent,True,1024,768,eligible,137368,e1f5902c870812e5a9a6de432e9cb1c4047a56b4341c6b6e750cbd9a455a27fa,data/raw/v2/streetsurfacevis/s_1024/336220424907857.jpg,101106178803146,1563107709776,streetsurfacevis::336220424907857,excluded_from_shadow_pool
SH-C034,197494732097614,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.731822,asphalt,excellent,True,1024,768,eligible,208592,63bb8dd7a1d8440e40d0596c53c2119d69b67336e837616dca3dca5777ce133f,data/raw/v2/streetsurfacevis/s_1024/197494732097614.jpg,110282201203825,1591194992087,streetsurfacevis::197494732097614,approved_shadow_candidate_not_final_split
SH-C035,592309569667839,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.73116,asphalt,excellent,True,1024,771,eligible,173983,9a7a5d33e06bddca1253428d9027efbffe7124724055e342e44f3cf67554912f,data/raw/v2/streetsurfacevis/s_1024/592309569667839.jpg,103078715264357,1685889586812,streetsurfacevis::592309569667839,excluded_from_shadow_pool
SH-C036,1244500255984732,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.730364,asphalt,excellent,True,1024,768,eligible,125970,f9e08467d9709d3230478b20bc7b647c5c8d32ad7c844f44fbeb2a0e14752e6f,data/raw/v2/streetsurfacevis/s_1024/1244500255984732.jpg,110146701214704,1436088830172,streetsurfacevis::1244500255984732,approved_shadow_candidate_not_final_split
SH-C037,362595122758501,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.729866,asphalt,excellent,True,1024,768,eligible,148722,48e27d7440e242d69a6d565e0b1e21b95905b7f5b4f7db12f4d64d878e9bf78c,data/raw/v2/streetsurfacevis/s_1024/362595122758501.jpg,104779048429571,1695717610041,streetsurfacevis::362595122758501,approved_shadow_candidate_not_final_split
SH-C038,1594889404258826,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.729331,asphalt,excellent,True,1024,576,eligible,82231,1ccd09ac12a48d013c3f10c57ee95a018cae4baca98f7a551e4d44121a33e3a1,data/raw/v2/streetsurfacevis/s_1024/1594889404258826.jpg,100268998885100,1658070528000,streetsurfacevis::1594889404258826,approved_shadow_candidate_not_final_split
SH-C039,508533690407775,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.729266,asphalt,excellent,True,1024,768,eligible,195574,eea751f6a4fa6aec87630431315abecfdf82453aeff386ff8bf582113a36ecaf,data/raw/v2/streetsurfacevis/s_1024/508533690407775.jpg,100232345559807,1627736573000,streetsurfacevis::508533690407775,excluded_from_shadow_pool
SH-C040,264265018729502,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.728229,asphalt,excellent,True,1024,576,eligible,77084,597c74c68fd5529322bc44cb50d27f3c5238e02f1120dd92e470890933427ed8,data/raw/v2/streetsurfacevis/s_1024/264265018729502.jpg,109673317932619,1562088347015,streetsurfacevis::264265018729502,excluded_from_shadow_pool
SH-C041,617544953636636,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.726894,asphalt,excellent,True,1024,768,eligible,191279,596b65eb016bca6c7e92fb1a9f22556ba65d52c192fe8f35f8aecdcd21b8993d,data/raw/v2/streetsurfacevis/s_1024/617544953636636.jpg,100410142246791,1685788631215,streetsurfacevis::617544953636636,approved_shadow_candidate_not_final_split
SH-C042,805381081232940,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.726826,asphalt,excellent,False,1024,768,eligible,145127,b0440c6a016840bf83f8edf34ebd400dfcd3c07a28b8a0832f732d60ea0e3fee,data/raw/v2/streetsurfacevis/s_1024/805381081232940.jpg,100866809689751,1689244063524,streetsurfacevis::805381081232940,approved_shadow_candidate_not_final_split
SH-C043,1057856498475497,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.726626,asphalt,excellent,False,1024,768,eligible,175990,e496fb8fd77d5f8e050b823bf619a10f91be34e596ff0d7719b8918d18e6789d,data/raw/v2/streetsurfacevis/s_1024/1057856498475497.jpg,108725531582408,1653750396662,streetsurfacevis::1057856498475497,approved_shadow_candidate_not_final_split
SH-C044,2757658381211319,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.726433,asphalt,excellent,True,1024,768,eligible,106092,413af566aa16bf27408889c4a0dfca5b5a4eb004a90a4a120176c12391af0997,data/raw/v2/streetsurfacevis/s_1024/2757658381211319.jpg,105558841679641,1531986172000,streetsurfacevis::2757658381211319,approved_shadow_candidate_not_final_split
SH-C045,1660098824173479,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.72622,asphalt,excellent,True,1024,768,eligible,177053,f1349214d5f200cc09f239e8a17c583d044717d86303f8c1e6811500c6c105c0,data/raw/v2/streetsurfacevis/s_1024/1660098824173479.jpg,100232345559807,1592137594000,streetsurfacevis::1660098824173479,excluded_from_shadow_pool
SH-C046,541605023544739,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.725963,asphalt,excellent,True,1024,767,eligible,164489,772aed2433b8e60efda58dc36c7afca6e00fd3d15f847fe1ad64531b1b9e05b9,data/raw/v2/streetsurfacevis/s_1024/541605023544739.jpg,106692581568242,1502727346000,streetsurfacevis::541605023544739,approved_shadow_candidate_not_final_split
SH-C047,971326080280494,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.725314,asphalt,excellent,True,1024,576,eligible,102916,e0e1d58b1bfc5334caa8dc802b01630db4679b3ec961aa117ee112b994c90a49,data/raw/v2/streetsurfacevis/s_1024/971326080280494.jpg,109842617910576,1509377313000,streetsurfacevis::971326080280494,excluded_from_shadow_pool
SH-C048,1327560291197288,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.724652,asphalt,excellent,False,1024,768,eligible,178200,3824636505be0a52f5237f876ea5cff8f6fd7797b1932ba2da9aa056a0646755,data/raw/v2/streetsurfacevis/s_1024/1327560291197288.jpg,100866809689751,1689244034491,streetsurfacevis::1327560291197288,approved_shadow_candidate_not_final_split
