source_record_id,source_label,relative_image_path,sha256,width,height,sequence_risk,exact_duplicate_group_id,decision,decision_reason
bump::Image00086.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00086.jpg,6ad7d43d5080760053798aa9f4a4eea96d8ba6103c10722dd4ff859760bbf2c3,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00087.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00087.jpg,0fdcb8e0d29527b122e306e0cba30c4094050b9fd111f3efb6b303d70b950dc4,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00089.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00089.jpg,e05e180d244f66a79e6124832e0f113f7040cd8e5e258f5a19c84473898d4307,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00091.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00091.jpg,0ec8f3c81141a2e1ae6e34391ee9f7cfb39127070bc84f3e3f8f1a470de6d209,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00092.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00092.jpg,74140471283f9814496ad13f9ea51cb03e331553beee867e71d762dfafd53337,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00093.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00093.jpg,e1736c3f0cbe87ecb516fea31047837f5a61e349bf8531d2f69733c53ec1c2ac,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00094.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00094.jpg,8c3e6fd00482045a57b82fc0bdf01d4dae9e3e337b46451e7ff55a85a4f6fdda,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00095.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00095.jpg,a85b9a3aef3b4248a36e97455380556de5981fe66c358184aeedc65af7af22e4,460,816,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00096.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00096.jpg,d9c0000cb57467a3f61c2e947103d8ab0e4d25bb224e19e7e583545bb01ac6c6,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00097.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00097.jpg,e650745a2664ebbf0872313157cdc67456916f874a5942c03bfb289655ffc972,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00098.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00098.jpg,4a16a18e46dc02215dc702e4e271284ff873567fdd1e8f2fcbab77cc273b745f,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00099.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00099.jpg,0c5539704fafb4044be6b330858dc4120bf243471274fe00188e0f52c9276ec5,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00100.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00100.jpg,8b4748f33dc60370dd1b053d4e7aa6d9522c6834d31c530d0b3617f8ff84f123,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00101.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00101.jpg,7b11a6cf208390b501d46bc6b742c85ea38a14151df2ba5e3263bed9f3e2687c,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00102.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00102.jpg,95adb8d8893a7ff9be68e34374ceb26aa9a0a91135af275a888244cf3c3342f3,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00103.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00103.jpg,a2ed03289f293e858f3b2d511b6f569a334f538f851478bfbeaa8603b2a5f8e5,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00104.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00104.jpg,abc58714554f3a9de7d1dc798e4ec9de7618c2284be29fff31b2578528bf1e94,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00105.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00105.jpg,225a6d45fa674cde47c89f72704a694ff9cc0889184dfa0a363b7d79a9d4cff5,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::Image00107.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/Image00107.jpg,6a5379cbc0b1924eb545d84c4ef99eb66dad1bceb291f796ef5f47976894f84c,816,460,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image59-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image59-1.jpg,3c368ebafb32cb21a005c0fb2ffa5fa2f2183756c4c496127adf156f54e28e04,353,627,false,exact_duplicate_001,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image59.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image59.jpg,3c368ebafb32cb21a005c0fb2ffa5fa2f2183756c4c496127adf156f54e28e04,353,627,false,exact_duplicate_001,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image60-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image60-1.jpg,d29a0ece1e70f19d9cdd877dd31d6daac4dd6e3171506750fc373f44bd097685,353,627,false,exact_duplicate_002,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image60.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image60.jpg,d29a0ece1e70f19d9cdd877dd31d6daac4dd6e3171506750fc373f44bd097685,353,627,false,exact_duplicate_002,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image61-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image61-1.jpg,509224de9662aa4894e4539b8b36687cdb73a8f3924f495b52afecb9c4c87976,353,627,false,exact_duplicate_003,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image61.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image61.jpg,509224de9662aa4894e4539b8b36687cdb73a8f3924f495b52afecb9c4c87976,353,627,false,exact_duplicate_003,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image62-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image62-1.jpg,93c9328f407102da5980ccca3b9fb82deeae2c18f7289c09009c7fc73f93c20a,353,627,false,exact_duplicate_004,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image62.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image62.jpg,93c9328f407102da5980ccca3b9fb82deeae2c18f7289c09009c7fc73f93c20a,353,627,false,exact_duplicate_004,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image63-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image63-1.jpg,6842787ef1437a50a884fb0f104deb2717f85410949e762c9dcf9bbab9994c71,353,627,false,exact_duplicate_005,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image63.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image63.jpg,6842787ef1437a50a884fb0f104deb2717f85410949e762c9dcf9bbab9994c71,353,627,false,exact_duplicate_005,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image64.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image64.jpg,7475a8d890c28bb518b1319f944ce119158be4e8c0723cc34ac8120b0885399a,353,627,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image65-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image65-1.jpg,327f0a24dfd465ffd7e7c783e29dbd196f4a66dee1375e6e8b0f518b3d112018,353,627,false,exact_duplicate_006,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image65.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image65.jpg,327f0a24dfd465ffd7e7c783e29dbd196f4a66dee1375e6e8b0f518b3d112018,353,627,false,exact_duplicate_006,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image66-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image66-1.jpg,81a24c1ea1412647c4553142c091201e1a390e0b9164e8f6ce69f66d6f9566c0,353,627,false,exact_duplicate_007,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image66.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image66.jpg,81a24c1ea1412647c4553142c091201e1a390e0b9164e8f6ce69f66d6f9566c0,353,627,false,exact_duplicate_007,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image67-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image67-1.jpg,772e82bf8d63d4de8af990d058438bd355c5342dc60e563cc6bb704b78274a1a,353,627,false,exact_duplicate_008,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image67.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image67.jpg,772e82bf8d63d4de8af990d058438bd355c5342dc60e563cc6bb704b78274a1a,353,627,false,exact_duplicate_008,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image68-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image68-1.jpg,7f7ba155405a35f9b65531e119057c0e243912f820c6a568fd74465e6340838b,353,627,false,exact_duplicate_009,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image68.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image68.jpg,7f7ba155405a35f9b65531e119057c0e243912f820c6a568fd74465e6340838b,353,627,false,exact_duplicate_009,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image69-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image69-1.jpg,a65cefb2bce70914edc64a230ff7a40d6dc47a3c16f1fb5fe523c813faed2505,353,627,false,exact_duplicate_010,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image69.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image69.jpg,a65cefb2bce70914edc64a230ff7a40d6dc47a3c16f1fb5fe523c813faed2505,353,627,false,exact_duplicate_010,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image70-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image70-1.jpg,533d98a305a4730ed61303f440e7a08b639cb3cef4bca097b5c8951c1cdb395c,353,627,false,exact_duplicate_011,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image70.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image70.jpg,533d98a305a4730ed61303f440e7a08b639cb3cef4bca097b5c8951c1cdb395c,353,627,false,exact_duplicate_011,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image71-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image71-1.jpg,f398c008d1669cfa24aa553c406f3ec956eeac0401caa82310b5bf6f4fc54213,353,627,false,exact_duplicate_012,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image71.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image71.jpg,f398c008d1669cfa24aa553c406f3ec956eeac0401caa82310b5bf6f4fc54213,353,627,false,exact_duplicate_012,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image72-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image72-1.jpg,c0c835eb97d1312199e465616aacbc7e0a8cd322a330674d549d48c344116fd6,353,627,false,exact_duplicate_013,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image72.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image72.jpg,c0c835eb97d1312199e465616aacbc7e0a8cd322a330674d549d48c344116fd6,353,627,false,exact_duplicate_013,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image73-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image73-1.jpg,8ee6bc11035ad3f13d730cf9719c6ef84a0334c3789ccc6f9900a401ecefe345,353,627,false,exact_duplicate_014,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image73.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image73.jpg,8ee6bc11035ad3f13d730cf9719c6ef84a0334c3789ccc6f9900a401ecefe345,353,627,false,exact_duplicate_014,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image74-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image74-1.jpg,156824bcce521401f6242aade12f971a62466d8190f5315523030087dfee547b,353,627,false,exact_duplicate_015,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image74.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image74.jpg,156824bcce521401f6242aade12f971a62466d8190f5315523030087dfee547b,353,627,false,exact_duplicate_015,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image75-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image75-1.jpg,249bd34253d501fb279ae4a177d19ab3e24f7d641a5593403053813365da9a43,353,627,false,exact_duplicate_016,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image75.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image75.jpg,249bd34253d501fb279ae4a177d19ab3e24f7d641a5593403053813365da9a43,353,627,false,exact_duplicate_016,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image76-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image76-1.jpg,2f757fac40ed4be9eb7e26b95d1819bb284ae6d02bca605c5cc6561491387809,353,627,false,exact_duplicate_017,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image76.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image76.jpg,2f757fac40ed4be9eb7e26b95d1819bb284ae6d02bca605c5cc6561491387809,353,627,false,exact_duplicate_017,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image77-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image77-1.jpg,0abf0ad259e2b3b0f7bcb2a5d58a45f43eb8b6465435fce706308355b0e8cc87,353,627,false,exact_duplicate_018,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image77.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image77.jpg,0abf0ad259e2b3b0f7bcb2a5d58a45f43eb8b6465435fce706308355b0e8cc87,353,627,false,exact_duplicate_018,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::image78-1.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image78-1.jpg,badbe0b6634e545b43450af07d6bd4261da9a3d32880fad427ce0235feec884a,353,627,false,exact_duplicate_019,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::image78.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/image78.jpg,badbe0b6634e545b43450af07d6bd4261da9a3d32880fad427ce0235feec884a,353,627,false,exact_duplicate_019,exclude_exact_duplicate_before_split,exact duplicate; stable source-record winner retained
bump::images101.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images101.jpg,3ad947736d3d7cd17ecd85e025ac4b1023886fd97dd33ed025454b6a4b2cbb2d,275,183,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images102.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images102.jpg,310f11faa80106beee2317604e10a95e0fc423d844153b05167db281536fa6a9,300,168,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images109.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images109.jpg,332c764e82d05c0bb3bf388bbbd14b8047f2af14e7aac529f365f119f7771402,275,183,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images112.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images112.jpg,da684aba379241020ee95530186c72fc792fccf2cd9b7c241de4d9668d8b918a,358,141,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images113.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images113.jpg,7e6b7e70c27a49a0b008da34ae72c4b155d2933fd66d930cebee8eb5ae1bb63e,259,194,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images116.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images116.jpg,5869dacb9c9ef04cc3351a59848b82946ea1180d80dd6d16d9f3f0cadfdb57ad,262,193,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images118.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images118.jpg,15ae45eb58732afa5ecbf76436c409e9972e1c51dd77d6429cb04929f71da01e,285,177,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images119.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images119.jpg,b5a0369274e9464450e4d873f5a34c0d6fcd1c8d32152ac02aae51fad1e65af1,275,183,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images120.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images120.jpg,3d18ea0e2a9c4db7c01edeed80e4fdaf25fea36b00776d07b3b29ab52a1e319b,269,188,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images123.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images123.jpg,b50c9d09b90d943ef85b83810eefa562216c0df74428a7a05195534e414ad17c,275,183,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images124.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images124.jpg,5b2de9a7246e467c8750c9aeae1de2250860587708fc4db0e884c87c96313fd7,260,194,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images143.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images143.jpg,51de96745e2c2f006b8670afac9916d33a0db7e98869a2ecce8dc4bf2acc92f7,263,192,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images145.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images145.jpg,5c4e90cbabc2370bfd9c84172c374bd596322732814925acd57fcf97a4fa6d75,259,194,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images148.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images148.jpg,df74090916e7605c82db55ce094f12a7983fc26700f2ab564ea386882ccf5947,275,183,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images149.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images149.jpg,0fb7b02521e0760ebc5cb07b99c485b4cae290e118689591bc0b5b8a521b43a5,183,275,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images152.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images152.jpg,644487b58b5db5ae8e67d057d674d4d106e0c5af0d47e3449ba010d38feab7cc,284,177,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images153.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images153.jpg,d2fca35fdc8f44a2c7982644501ebcfee2651c75c27c889e927b5205d748e600,225,225,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images157.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images157.jpg,e6b20a88fde0f2b761808d736aab5c52e732eae006f11d4128da06d46f789048,259,194,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
bump::images163.jpg,bump,data/raw/v2/kaggle_speed_bump/Dataset/Data/bump/images163.jpg,6558dc4f9db36ced1a907176ef20ca04db775ef1f5a2c72ef32a48f4ecb5bfe1,259,194,false,,keep_speed_bump_candidate,source bump label with no MVI sequence-style filename
