candidate_id,source_image_path,proposed_multiclass_label,split_group_id,split,source_sha256,materialized_image_path,materialized_sha256,verification_status
github_pothole::github_pothole::img-1008,data/raw/v2/pothole_github/Pothole Dataset/img-1008.jpg,pothole,near_duplicate_family::f2572053d80f58a9,train,a32422a20261ec88cdc1241bced67942c8262a6f3ed851a081178b5ad794bf23,data/processed/v2/multiclass_final/train/pothole/a7a94e987ad116a20ff005ed.jpg,a32422a20261ec88cdc1241bced67942c8262a6f3ed851a081178b5ad794bf23,existing_hash_matches_source
github_pothole::github_pothole::img-1009,data/raw/v2/pothole_github/Pothole Dataset/img-1009.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1009,train,d236b259093811f46abcd5d29fdb99927d735ac9e3c487c84634c603de4f6724,data/processed/v2/multiclass_final/train/pothole/17e67512334c1ce48afed933.jpg,d236b259093811f46abcd5d29fdb99927d735ac9e3c487c84634c603de4f6724,existing_hash_matches_source
github_pothole::github_pothole::img-101,data/raw/v2/pothole_github/Pothole Dataset/img-101.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-101,train,b371e2b5c9675307bf42ccaf9dd1e7180909257941e8ab57f3d7dd304a7dc649,data/processed/v2/multiclass_final/train/pothole/76171d8a41aacd626aeb378a.jpg,b371e2b5c9675307bf42ccaf9dd1e7180909257941e8ab57f3d7dd304a7dc649,existing_hash_matches_source
github_pothole::github_pothole::img-1010,data/raw/v2/pothole_github/Pothole Dataset/img-1010.jpg,pothole,near_duplicate_family::26d3ee99385ecd99,train,5b5d430af299378129eca8a0373e4ca14e9bb929b418e15069f4333bf83cff02,data/processed/v2/multiclass_final/train/pothole/d6a5e3225942db10078ecfca.jpg,5b5d430af299378129eca8a0373e4ca14e9bb929b418e15069f4333bf83cff02,existing_hash_matches_source
github_pothole::github_pothole::img-1011,data/raw/v2/pothole_github/Pothole Dataset/img-1011.jpg,pothole,near_duplicate_family::25743d230d255625,train,1b985516d950a5a16323f6e773ae47006e8b5e08034cea4c2795f665b5760249,data/processed/v2/multiclass_final/train/pothole/fa9eb89239c34cdec50b45f4.jpg,1b985516d950a5a16323f6e773ae47006e8b5e08034cea4c2795f665b5760249,existing_hash_matches_source
github_pothole::github_pothole::img-1012,data/raw/v2/pothole_github/Pothole Dataset/img-1012.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1012,train,d0b26e8646213626a00f244f46d43748d41e2c2b6f4b26f208be33cec7ac4aab,data/processed/v2/multiclass_final/train/pothole/325ba2e6ffc661a30d4e4116.jpg,d0b26e8646213626a00f244f46d43748d41e2c2b6f4b26f208be33cec7ac4aab,existing_hash_matches_source
github_pothole::github_pothole::img-1013,data/raw/v2/pothole_github/Pothole Dataset/img-1013.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1013,train,dda415bc7f541d3855e1fbd7688aac443f23f62668aaa5463ed4b02ab0c84400,data/processed/v2/multiclass_final/train/pothole/bc9bf658e0eeec589e562032.jpg,dda415bc7f541d3855e1fbd7688aac443f23f62668aaa5463ed4b02ab0c84400,existing_hash_matches_source
github_pothole::github_pothole::img-1014,data/raw/v2/pothole_github/Pothole Dataset/img-1014.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1014,protected_test,210298a885c94aa560e2d86c512ebb3f67c15046a0165d39ecba079166d9fb9c,data/processed/v2/multiclass_final/protected_test/pothole/cd070a3d011752497bdc9dd6.jpg,210298a885c94aa560e2d86c512ebb3f67c15046a0165d39ecba079166d9fb9c,existing_hash_matches_source
github_pothole::github_pothole::img-1015,data/raw/v2/pothole_github/Pothole Dataset/img-1015.jpg,pothole,near_duplicate_family::28840130af28c239,train,f29202843c64f8f56a365f6f92c62d3189b982166d4a40b5feb2995989ce9340,data/processed/v2/multiclass_final/train/pothole/6a838934a1fb575d6be14939.jpg,f29202843c64f8f56a365f6f92c62d3189b982166d4a40b5feb2995989ce9340,existing_hash_matches_source
github_pothole::github_pothole::img-1016,data/raw/v2/pothole_github/Pothole Dataset/img-1016.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1016,train,9794c80452c376405ac3bf624499c0bdaa42726f07370bd17d5fa2120441d555,data/processed/v2/multiclass_final/train/pothole/9403f19eb0f44d1e31778c13.jpg,9794c80452c376405ac3bf624499c0bdaa42726f07370bd17d5fa2120441d555,existing_hash_matches_source
github_pothole::github_pothole::img-1017,data/raw/v2/pothole_github/Pothole Dataset/img-1017.jpg,pothole,near_duplicate_family::259e25b8c29cfb22,train,ae532ac40a8cb19d029563e4d9dee7d8476fa66bb9ae95438f564557e9210f45,data/processed/v2/multiclass_final/train/pothole/8ab51d76e1d714ac5ca27603.jpg,ae532ac40a8cb19d029563e4d9dee7d8476fa66bb9ae95438f564557e9210f45,existing_hash_matches_source
github_pothole::github_pothole::img-1018,data/raw/v2/pothole_github/Pothole Dataset/img-1018.jpg,pothole,near_duplicate_family::9b2cc03215875778,train,7e862ffc7450f3f82388cb35b2c64f58c0dd6b5b0dc6c437659eb1a3ff7decc0,data/processed/v2/multiclass_final/train/pothole/516be4336969f039d3329efa.jpg,7e862ffc7450f3f82388cb35b2c64f58c0dd6b5b0dc6c437659eb1a3ff7decc0,existing_hash_matches_source
github_pothole::github_pothole::img-1019,data/raw/v2/pothole_github/Pothole Dataset/img-1019.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1019,train,b2fcfd88adae62d10e1f5c101304da03e19945f84f094b8bd3b640ae867aa0c5,data/processed/v2/multiclass_final/train/pothole/d304a6aff6158b5229e38d35.jpg,b2fcfd88adae62d10e1f5c101304da03e19945f84f094b8bd3b640ae867aa0c5,existing_hash_matches_source
github_pothole::github_pothole::img-102,data/raw/v2/pothole_github/Pothole Dataset/img-102.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-102,train,08236ff1ed2d37525a5cbd384084ea1e494164e1606900fc5b92cba662b2e4b5,data/processed/v2/multiclass_final/train/pothole/529c4e763c543565103fb399.jpg,08236ff1ed2d37525a5cbd384084ea1e494164e1606900fc5b92cba662b2e4b5,existing_hash_matches_source
github_pothole::github_pothole::img-1020,data/raw/v2/pothole_github/Pothole Dataset/img-1020.jpg,pothole,near_duplicate_family::a5eeb3276c39f0f5,train,6a429eb193dc205d387fc614e60907129605c6b085975844eed493e9ba01c70b,data/processed/v2/multiclass_final/train/pothole/bd47ad7850330fe2cf511a63.jpg,6a429eb193dc205d387fc614e60907129605c6b085975844eed493e9ba01c70b,existing_hash_matches_source
github_pothole::github_pothole::img-1021,data/raw/v2/pothole_github/Pothole Dataset/img-1021.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1021,train,0479265a6163ca2b2121d7aeb7765d2c9cdaa7c619bd5e76b0d9bb7423f4d289,data/processed/v2/multiclass_final/train/pothole/8263abc9f62aaadf12a52846.jpg,0479265a6163ca2b2121d7aeb7765d2c9cdaa7c619bd5e76b0d9bb7423f4d289,existing_hash_matches_source
github_pothole::github_pothole::img-1022,data/raw/v2/pothole_github/Pothole Dataset/img-1022.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1022,train,5400b8d2a9be81329548de528af00239dc6695b2e2623a21f42600d124cbd323,data/processed/v2/multiclass_final/train/pothole/a3c6155ff40ca6b75f297e8c.jpg,5400b8d2a9be81329548de528af00239dc6695b2e2623a21f42600d124cbd323,existing_hash_matches_source
github_pothole::github_pothole::img-1023,data/raw/v2/pothole_github/Pothole Dataset/img-1023.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1023,train,cbb3ad78623d6fa81f9d8ac352d03e0f2e73bc86fd9ab1a20e78d7f2d59325d6,data/processed/v2/multiclass_final/train/pothole/b64f04090a448119dc00e882.jpg,cbb3ad78623d6fa81f9d8ac352d03e0f2e73bc86fd9ab1a20e78d7f2d59325d6,existing_hash_matches_source
github_pothole::github_pothole::img-1024,data/raw/v2/pothole_github/Pothole Dataset/img-1024.jpg,pothole,near_duplicate_family::8dbdc8e05f9277ec,train,e7763f1ee0cdd7a9c3e9fa67bc1c680bac16baa8433ef6920c46ae5ed72d63b5,data/processed/v2/multiclass_final/train/pothole/7c3fd2b01e30c0cd82a1636b.jpg,e7763f1ee0cdd7a9c3e9fa67bc1c680bac16baa8433ef6920c46ae5ed72d63b5,existing_hash_matches_source
github_pothole::github_pothole::img-1025,data/raw/v2/pothole_github/Pothole Dataset/img-1025.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1025,train,9efa11846c979481516985556a4e77ad5c68374c7aea1d87d7fd37c90e112618,data/processed/v2/multiclass_final/train/pothole/73c4bb142804dcfc82c0478e.jpg,9efa11846c979481516985556a4e77ad5c68374c7aea1d87d7fd37c90e112618,existing_hash_matches_source
github_pothole::github_pothole::img-1026,data/raw/v2/pothole_github/Pothole Dataset/img-1026.jpg,pothole,near_duplicate_family::24c4cc4225c18eb4,train,b0aa024364526c41c35f7fe9c8e167735ea347eb723fb26284dd92d1b0d234d4,data/processed/v2/multiclass_final/train/pothole/430913f1b646a5ae7c154f56.jpg,b0aa024364526c41c35f7fe9c8e167735ea347eb723fb26284dd92d1b0d234d4,existing_hash_matches_source
github_pothole::github_pothole::img-1027,data/raw/v2/pothole_github/Pothole Dataset/img-1027.jpg,pothole,near_duplicate_family::f1274b67b2dfe973,train,7961a135f5b141b6a312912f5f9e15ca8f215232858ea18667168cd1550a5733,data/processed/v2/multiclass_final/train/pothole/98b92930d32f22b14c195f43.jpg,7961a135f5b141b6a312912f5f9e15ca8f215232858ea18667168cd1550a5733,existing_hash_matches_source
github_pothole::github_pothole::img-1028,data/raw/v2/pothole_github/Pothole Dataset/img-1028.jpg,pothole,near_duplicate_family::2f4c4e6cd8ea2569,train,e8952b0a47701fd02e21613e4a3f7a6e4a762a4ef71b126cd68dfddcf4c80df3,data/processed/v2/multiclass_final/train/pothole/81536a01adc10e751ff579be.jpg,e8952b0a47701fd02e21613e4a3f7a6e4a762a4ef71b126cd68dfddcf4c80df3,existing_hash_matches_source
github_pothole::github_pothole::img-1029,data/raw/v2/pothole_github/Pothole Dataset/img-1029.jpg,pothole,near_duplicate_family::2eec6973d7d75783,train,881421e6c4ba68aa22dfe12c172e1c8b61c9d66f0052ceaecf532a107025ec8d,data/processed/v2/multiclass_final/train/pothole/865cb18ae1a2152327a0e363.jpg,881421e6c4ba68aa22dfe12c172e1c8b61c9d66f0052ceaecf532a107025ec8d,existing_hash_matches_source
github_pothole::github_pothole::img-103,data/raw/v2/pothole_github/Pothole Dataset/img-103.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-103,train,d9cf149f3c3a77ea30e0f48529b0d577e0057022bd0d07b4cc091e129fb83b60,data/processed/v2/multiclass_final/train/pothole/1b3daf3087d371e396b76c44.jpg,d9cf149f3c3a77ea30e0f48529b0d577e0057022bd0d07b4cc091e129fb83b60,existing_hash_matches_source
github_pothole::github_pothole::img-1030,data/raw/v2/pothole_github/Pothole Dataset/img-1030.jpg,pothole,near_duplicate_family::fe169762cdc1cb89,train,0e9012306642cdb57465fe0a8e6a20210512b818589eb40e4f9e2085ddc60953,data/processed/v2/multiclass_final/train/pothole/470c67e7de9188bf0167b468.jpg,0e9012306642cdb57465fe0a8e6a20210512b818589eb40e4f9e2085ddc60953,existing_hash_matches_source
github_pothole::github_pothole::img-1031,data/raw/v2/pothole_github/Pothole Dataset/img-1031.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1031,train,f7ab5270dbfc455f2e82f071debf46c0f16e10f06e4c12665e20e640208bc709,data/processed/v2/multiclass_final/train/pothole/b0fb0deac19d5b97075f4b32.jpg,f7ab5270dbfc455f2e82f071debf46c0f16e10f06e4c12665e20e640208bc709,existing_hash_matches_source
github_pothole::github_pothole::img-1032,data/raw/v2/pothole_github/Pothole Dataset/img-1032.jpg,pothole,near_duplicate_family::8695cabde72d5054,train,622608609d6e6b055d5c85dffd2b240a999e6a07593c81168b0ba27cef4d12b5,data/processed/v2/multiclass_final/train/pothole/a076e2f8aaf177b67a2b8e32.jpg,622608609d6e6b055d5c85dffd2b240a999e6a07593c81168b0ba27cef4d12b5,existing_hash_matches_source
github_pothole::github_pothole::img-1033,data/raw/v2/pothole_github/Pothole Dataset/img-1033.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1033,protected_test,11a1bee79792abdcb345e71f7cfa20b938a79f1ed969e329928e780876681411,data/processed/v2/multiclass_final/protected_test/pothole/e9f372c15cca409b954f52d6.jpg,11a1bee79792abdcb345e71f7cfa20b938a79f1ed969e329928e780876681411,existing_hash_matches_source
github_pothole::github_pothole::img-1034,data/raw/v2/pothole_github/Pothole Dataset/img-1034.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1034,train,50384741a0b8270781e1759f4d18217644a6bca3d0f5513f9299be106e2a2ba1,data/processed/v2/multiclass_final/train/pothole/a3f26ec035c70db494e29d7c.jpg,50384741a0b8270781e1759f4d18217644a6bca3d0f5513f9299be106e2a2ba1,existing_hash_matches_source
github_pothole::github_pothole::img-1035,data/raw/v2/pothole_github/Pothole Dataset/img-1035.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1035,validation,bb00da0fd46056178b8fca93f050360ec6ca9dad31cc47804a7df23e1e9be8df,data/processed/v2/multiclass_final/validation/pothole/b1cb34b7f2a271344803d4b9.jpg,bb00da0fd46056178b8fca93f050360ec6ca9dad31cc47804a7df23e1e9be8df,existing_hash_matches_source
github_pothole::github_pothole::img-1036,data/raw/v2/pothole_github/Pothole Dataset/img-1036.jpg,pothole,near_duplicate_family::8b6b3a8086ffe0de,train,d4e566c5de5c07215ebedc796935a00534ac30131ffb0a2dfa4ddd55e1ab5ce2,data/processed/v2/multiclass_final/train/pothole/ad55cea19b937c71a8a4a543.jpg,d4e566c5de5c07215ebedc796935a00534ac30131ffb0a2dfa4ddd55e1ab5ce2,existing_hash_matches_source
github_pothole::github_pothole::img-1037,data/raw/v2/pothole_github/Pothole Dataset/img-1037.jpg,pothole,near_duplicate_family::ee5af3306672a060,train,07255d5b0fe306782c237a2d0dd5d8f7b10ef02126538f480abf179f66a47de5,data/processed/v2/multiclass_final/train/pothole/51000e032f6cad0279c71d0f.jpg,07255d5b0fe306782c237a2d0dd5d8f7b10ef02126538f480abf179f66a47de5,existing_hash_matches_source
github_pothole::github_pothole::img-1038,data/raw/v2/pothole_github/Pothole Dataset/img-1038.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1038,train,e6915d5db5de98c3971f14e18de8f2e4e243cbedea752ec02f9734537f6fc0ba,data/processed/v2/multiclass_final/train/pothole/ff3a9d2fac0d3f519f1ab5b5.jpg,e6915d5db5de98c3971f14e18de8f2e4e243cbedea752ec02f9734537f6fc0ba,existing_hash_matches_source
github_pothole::github_pothole::img-1039,data/raw/v2/pothole_github/Pothole Dataset/img-1039.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1039,train,4a140ae27098a049c93944c3f158be980af2ffdf3a1a27c42061729533c866d8,data/processed/v2/multiclass_final/train/pothole/c77ebcc63dfc6848e676f527.jpg,4a140ae27098a049c93944c3f158be980af2ffdf3a1a27c42061729533c866d8,existing_hash_matches_source
github_pothole::github_pothole::img-104,data/raw/v2/pothole_github/Pothole Dataset/img-104.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-104,train,9a3ab9e170bdbbff00a57493b3491bf1028f29b1b7e65cc2c8caa66c93ae3225,data/processed/v2/multiclass_final/train/pothole/8428fb161aa74b9a9bae9103.jpg,9a3ab9e170bdbbff00a57493b3491bf1028f29b1b7e65cc2c8caa66c93ae3225,existing_hash_matches_source
github_pothole::github_pothole::img-1040,data/raw/v2/pothole_github/Pothole Dataset/img-1040.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1040,validation,450501d9ad9797f3bdf2af5561379011a5cdc1cade29dd8ab56a00dc93fc70b3,data/processed/v2/multiclass_final/validation/pothole/98877d9ae6471fef568f0fde.jpg,450501d9ad9797f3bdf2af5561379011a5cdc1cade29dd8ab56a00dc93fc70b3,existing_hash_matches_source
github_pothole::github_pothole::img-1041,data/raw/v2/pothole_github/Pothole Dataset/img-1041.jpg,pothole,near_duplicate_family::9281dbe5bac8ad72,train,aed9c7af9f9f10ef141642f3f643a9682ac3b90e11bfee0065e60759030496de,data/processed/v2/multiclass_final/train/pothole/de38fbc6e3f3f3e13b1ae00d.jpg,aed9c7af9f9f10ef141642f3f643a9682ac3b90e11bfee0065e60759030496de,existing_hash_matches_source
github_pothole::github_pothole::img-1042,data/raw/v2/pothole_github/Pothole Dataset/img-1042.jpg,pothole,near_duplicate_family::61f00cc304a71995,train,bb57765bc83c9b6b06de54e826c50e484fc7c781e6359075631d1b8c20f911aa,data/processed/v2/multiclass_final/train/pothole/38fd068aa9f89dec7f4ae3f6.jpg,bb57765bc83c9b6b06de54e826c50e484fc7c781e6359075631d1b8c20f911aa,existing_hash_matches_source
github_pothole::github_pothole::img-1043,data/raw/v2/pothole_github/Pothole Dataset/img-1043.jpg,pothole,near_duplicate_family::ba3d2ce618515950,train,5498fbbe265604304f99d711e2c606967c4d1715890cb3fa6d5495ff091b99f8,data/processed/v2/multiclass_final/train/pothole/5f5a95c6d75a3441146c9850.jpg,5498fbbe265604304f99d711e2c606967c4d1715890cb3fa6d5495ff091b99f8,existing_hash_matches_source
github_pothole::github_pothole::img-1044,data/raw/v2/pothole_github/Pothole Dataset/img-1044.jpg,pothole,near_duplicate_family::e920f2c8382696f2,train,deb085d9ea1819cf1ebe724d9fcd57d5bd8492540d4f33ec47e949d4512d4a73,data/processed/v2/multiclass_final/train/pothole/1977eb3178a530303f901954.jpg,deb085d9ea1819cf1ebe724d9fcd57d5bd8492540d4f33ec47e949d4512d4a73,existing_hash_matches_source
github_pothole::github_pothole::img-1045,data/raw/v2/pothole_github/Pothole Dataset/img-1045.jpg,pothole,near_duplicate_family::dd68aa067446c415,train,e9b4a44d8845c56037d65372a80990bd8bd1f89bc6eaafb5d22f6d61bfc411a1,data/processed/v2/multiclass_final/train/pothole/5464746214138fae750efbd7.jpg,e9b4a44d8845c56037d65372a80990bd8bd1f89bc6eaafb5d22f6d61bfc411a1,existing_hash_matches_source
github_pothole::github_pothole::img-1046,data/raw/v2/pothole_github/Pothole Dataset/img-1046.jpg,pothole,near_duplicate_family::d5ee5d3a803a2d9b,train,3bcd615f21ba182667986ee7ed6164f130f7d433497e3c00cc7eef3e268c3ba0,data/processed/v2/multiclass_final/train/pothole/0a783060f2dcb66df4b1ff30.jpg,3bcd615f21ba182667986ee7ed6164f130f7d433497e3c00cc7eef3e268c3ba0,existing_hash_matches_source
github_pothole::github_pothole::img-1047,data/raw/v2/pothole_github/Pothole Dataset/img-1047.jpg,pothole,near_duplicate_family::dc224b9b5e50ec99,train,8af7b568276a0c0d003d949ebe036e816c43a5efa41f88657ad6795a96b416d6,data/processed/v2/multiclass_final/train/pothole/54d2989fb2823baf7c1bf743.jpg,8af7b568276a0c0d003d949ebe036e816c43a5efa41f88657ad6795a96b416d6,existing_hash_matches_source
github_pothole::github_pothole::img-1048,data/raw/v2/pothole_github/Pothole Dataset/img-1048.jpg,pothole,near_duplicate_family::d7a23b3c8226b4d1,train,4d52760fc793d9ce9a744305136e32f62464a45c841f23797700b55b3fca8bcb,data/processed/v2/multiclass_final/train/pothole/5ceb31b0720185bc373a2c14.jpg,4d52760fc793d9ce9a744305136e32f62464a45c841f23797700b55b3fca8bcb,existing_hash_matches_source
github_pothole::github_pothole::img-1049,data/raw/v2/pothole_github/Pothole Dataset/img-1049.jpg,pothole,near_duplicate_family::e7cf262de4231490,train,373e40860a1c1fdafa72fd9495715562f7dae948ea18085a3846925c716c67a9,data/processed/v2/multiclass_final/train/pothole/12b5d08abcea50bd37896e7c.jpg,373e40860a1c1fdafa72fd9495715562f7dae948ea18085a3846925c716c67a9,existing_hash_matches_source
github_pothole::github_pothole::img-105,data/raw/v2/pothole_github/Pothole Dataset/img-105.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-105,train,b8f36d68e2d6280b83ae9b0fe6d51e3670197b51c2cc1db0ca27b9416c4ca8bf,data/processed/v2/multiclass_final/train/pothole/991dc6771a4900a7e449a711.jpg,b8f36d68e2d6280b83ae9b0fe6d51e3670197b51c2cc1db0ca27b9416c4ca8bf,existing_hash_matches_source
github_pothole::github_pothole::img-1050,data/raw/v2/pothole_github/Pothole Dataset/img-1050.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1050,train,f0c47bf54163541a831210aa0188fad845929bc24c0474385691ff3cd511352f,data/processed/v2/multiclass_final/train/pothole/fae6a9a89de3868663bbdeef.jpg,f0c47bf54163541a831210aa0188fad845929bc24c0474385691ff3cd511352f,existing_hash_matches_source
github_pothole::github_pothole::img-1051,data/raw/v2/pothole_github/Pothole Dataset/img-1051.jpg,pothole,near_duplicate_family::8757840ef53f8b78,train,ad6119f6aec7518630ef655f2160ab03a95579faebb46e9a7a81164865a6f184,data/processed/v2/multiclass_final/train/pothole/ce283b571ea7a45db2545b90.jpg,ad6119f6aec7518630ef655f2160ab03a95579faebb46e9a7a81164865a6f184,existing_hash_matches_source
github_pothole::github_pothole::img-1052,data/raw/v2/pothole_github/Pothole Dataset/img-1052.jpg,pothole,near_duplicate_family::508d7448d08cb890,train,7e66d6700f94bec6b0d94a1f41c26dbf30f4dfded1d19b39dbe201240210fc61,data/processed/v2/multiclass_final/train/pothole/b45ca1c0279fe1d6a7b4b594.jpg,7e66d6700f94bec6b0d94a1f41c26dbf30f4dfded1d19b39dbe201240210fc61,existing_hash_matches_source
github_pothole::github_pothole::img-1053,data/raw/v2/pothole_github/Pothole Dataset/img-1053.jpg,pothole,near_duplicate_family::f25b2f6514112fb9,train,ab3ab9a3974fa2333d596cc7f3506fbda6015548096fca43b7f1e22e7d2deeda,data/processed/v2/multiclass_final/train/pothole/869af7b7d135fa6917a57fc9.jpg,ab3ab9a3974fa2333d596cc7f3506fbda6015548096fca43b7f1e22e7d2deeda,existing_hash_matches_source
github_pothole::github_pothole::img-1054,data/raw/v2/pothole_github/Pothole Dataset/img-1054.jpg,pothole,near_duplicate_family::3906d3dea4891118,train,a5db789725ef6cac16805ca346fd858a38ef060fc4372ddffae8708f80cc06a8,data/processed/v2/multiclass_final/train/pothole/b2e1534a799c7f478b1a65d6.jpg,a5db789725ef6cac16805ca346fd858a38ef060fc4372ddffae8708f80cc06a8,existing_hash_matches_source
github_pothole::github_pothole::img-1055,data/raw/v2/pothole_github/Pothole Dataset/img-1055.jpg,pothole,near_duplicate_family::21208846ae7f02ec,train,e60a42e6af7d8019cc35a9f53f6233067873791bd16a355f52b59064cbaefc5c,data/processed/v2/multiclass_final/train/pothole/2b8fb1d465005cc3a52d4fdd.jpg,e60a42e6af7d8019cc35a9f53f6233067873791bd16a355f52b59064cbaefc5c,existing_hash_matches_source
github_pothole::github_pothole::img-1056,data/raw/v2/pothole_github/Pothole Dataset/img-1056.jpg,pothole,jaygala24_pothole_detection::github_pothole::img-1056,train,bb4c505b83b5dc7554f5b80ff2826be600399ce80859cc973a7632c98f0fb6c5,data/processed/v2/multiclass_final/train/pothole/9f9cf23d8e21970f134bb2ec.jpg,bb4c505b83b5dc7554f5b80ff2826be600399ce80859cc973a7632c98f0fb6c5,existing_hash_matches_source
